firm_id,year,YEMP,AI,L_AI,BMI,SKILL,DEO,ESG,GOV,Age,Size,Lev,RoA,Cash,Growth,Top10,Board,Separation,SOE,lngdp
983,2021,0.1131,0.7894,1.1297,0.1715,0.427,0.4068,4,0,0.8286,20.1209,0.2619,0.0185,0.1229,-0.0004,0.6475,1.908,0,1,10.268
983,2022,0.0553,0.0564,0.7894,0.2388,0.0351,0.275,4,0,1.4699,22.0402,0.5816,0.0899,-0.0069,0.8809,0.4595,2.2668,0,1,10.2776
983,2023,0.0936,2.31,0.0564,0.5615,0.4961,0.2188,3,0,2.0837,21.8758,0.4565,0.1208,0.154,0.7037,0.8206,1.9788,1,0,11.9129
984,2015,0.3057,1.5181,,0.4279,0.276,0.2584,3,1,2.4151,23.0931,0.2277,0.0544,0.0409,0.2572,0.7326,2.1727,0,0,11.3531
984,2016,0.2142,1.063,1.5181,0.0,0.3695,0.188,4,0,1.8438,22.8169,0.5015,0.0127,0.0202,0.6801,0.6644,2.3566,1,0,10.6147
984,2017,0.4172,2.9392,1.063,0.4856,0.7476,0.5617,4,0,0.2106,22.4394,0.4174,0.0227,0.0228,0.0914,0.8088,2.1516,0,0,10.5448
984,2018,0.4685,5.037,2.9392,0.4199,0.6684,0.1119,3,0,1.4578,22.5478,0.5945,-0.0108,-0.0757,-0.4749,0.7107,2.411,0,0,8.6375
984,2019,0.3421,3.6655,5.037,0.2492,0.5769,0.0066,5,0,1.0843,24.4317,0.6299,0.085,0.0233,0.2842,0.5493,2.0211,0,1,8.858
984,2020,0.0,0.9408,3.6655,0.2296,0.0867,0.3431,4,0,1.4986,23.6148,0.1779,0.0488,0.0807,0.1407,0.6244,2.0823,1,0,11.3132
984,2021,0.2784,2.1711,0.9408,0.1224,0.4795,0.3841,4,1,2.8383,22.4113,0.5083,0.0671,0.0311,0.9392,0.8063,1.6574,0,0,9.5112
984,2022,0.1728,2.7624,2.1711,0.6679,0.4281,0.4915,4,1,3.526,23.0538,0.5133,0.0326,0.0313,-0.0436,0.6275,2.1165,0,0,11.4036
985,2012,0.1721,0.1481,,0.3742,0.1488,0.0828,5,0,2.7471,22.9543,0.6123,0.0538,-0.0036,0.0807,0.7868,2.3452,0,0,10.0518
985,2013,0.477,0.6891,0.1481,0.2438,0.6265,0.0,4,0,1.5892,22.4984,0.3733,-0.0077,0.0175,-0.495,0.5046,2.0888,0,0,9.8654
985,2014,0.4123,0.6151,0.6891,0.4708,0.3835,0.5274,4,0,1.7129,20.3619,0.2781,0.0329,0.0373,0.0903,0.5558,2.188,1,0,11.418
985,2015,0.3378,1.8127,0.6151,0.1995,0.556,0.2213,4,0,3.0376,19.3274,0.4905,0.0096,-0.055,0.2859,0.36,1.8865,1,1,11.5949
985,2016,0.1947,1.3373,1.8127,0.1789,0.2973,0.1171,5,0,3.091,19.5949,0.5478,0.1274,0.1052,0.4003,0.4595,2.3525,0,0,9.9071
985,2017,0.2403,1.495,1.3373,0.1903,0.4736,0.4366,4,0,2.3703,20.5403,0.3218,0.0436,-0.003,0.5055,0.4789,2.4371,0,1,9.7448
985,2018,0.2882,2.0031,1.495,0.4822,0.3683,0.4536,5,0,1.8171,23.1309,0.596,-0.0463,-0.0397,-0.2552,0.4671,1.8431,0,1,10.7895
985,2019,0.5177,0.8529,2.0031,0.0728,0.169,0.2565,5,0,2.3929,20.131,0.3945,-0.0785,-0.0789,0.2381,0.5064,2.3164,0,0,9.529
985,2020,0.1674,1.0031,0.8529,0.4676,0.3213,0.1602,4,1,2.3194,21.6241,0.365,-0.0959,-0.0834,0.2777,0.7453,2.0191,0,0,10.0715
985,2021,0.5094,2.9218,1.0031,0.4258,0.7142,0.3634,4,0,2.12,22.723,0.6946,0.1953,-0.0006,0.0019,0.6275,2.0315,0,0,9.7321
985,2022,0.4433,1.0239,2.9218,0.2515,0.5675,0.2092,5,0,1.9112,22.1374,0.4974,0.0099,-0.0754,-0.3384,0.6454,1.8532,0,0,10.482
986,2012,0.2039,1.6582,,0.2956,0.3995,0.3965,4,0,2.5851,20.8431,0.6355,0.0471,0.1171,-0.0996,0.5617,2.017,1,0,11.369
986,2013,0.2718,0.2934,1.6582,0.0487,0.417,0.1144,5,0,3.049,24.247,0.1841,0.0529,0.1903,-0.1156,0.4861,2.3954,0,1,10.3972
986,2014,0.2283,1.686,0.2934,0.3584,0.3,0.0,7,0,2.8434,20.5841,0.4174,0.0421,0.155,0.9039,0.4865,2.4165,0,0,12.013
986,2015,0.1075,0.4919,1.686,0.0443,0.2254,0.5966,1,0,1.735,21.8629,0.4314,-0.0051,0.1492,-0.0685,0.4469,2.0411,1,0,9.8478
986,2016,0.2323,0.531,0.4919,0.2587,0.3327,0.2833,3,0,1.5673,21.3087,0.5596,0.0074,0.1364,0.486,0.223,2.708,0,0,10.5738
986,2017,0.3452,0.1918,0.531,0.4584,0.5056,0.0727,4,0,3.526,22.7781,0.3593,-0.0403,0.0563,-0.1266,0.6338,1.8974,0,1,10.352
986,2018,0.2734,1.7356,0.1918,0.0,0.5616,0.3801,5,0,1.0657,21.8967,0.2428,-0.0014,0.1306,0.0716,0.2342,2.1523,1,0,10.3921
986,2019,0.0946,0.8353,1.7356,0.4111,0.293,0.4481,4,0,2.5225,22.3579,0.7115,0.0362,0.0599,0.4344,0.3342,2.448,0,0,9.811
986,2020,0.352,2.1571,0.8353,0.6488,0.2681,0.1385,2,0,1.7541,19.8233,0.1666,0.0744,0.0718,0.641,0.7693,2.0246,1,0,10.0639
986,2021,0.2987,1.5299,2.1571,0.3543,0.2873,0.2934,4,0,2.0458,22.537,0.4176,0.0141,0.1244,-0.314,0.7463,2.3513,1,0,10.6857
987,2012,0.2129,1.1479,,0.473,0.501,0.5511,5,0,1.0891,22.8214,0.4756,-0.0018,-0.0928,-0.3339,0.6297,2.0545,0,1,10.5829
987,2013,0.4705,2.8263,1.1479,0.5605,0.4777,0.4065,5,0,1.536,20.1733,0.4415,0.0599,-0.0319,-0.01,0.4868,1.8001,0,0,10.9096
987,2014,0.2648,0.5847,2.8263,0.4015,0.4151,0.3805,3,0,1.961,23.0277,0.05,0.0442,0.0678,0.9598,0.358,2.2921,0,0,11.1353
987,2015,0.2176,0.4137,0.5847,0.1689,0.3356,0.2203,3,0,1.389,24.2573,0.31,0.0148,0.048,-0.0748,0.4875,1.8642,1,0,11.1511
987,2016,0.2743,1.1298,0.4137,0.407,0.3668,0.6114,4,0,2.1474,24.0215,0.6763,0.0103,0.1134,0.1291,0.912,1.9732,0,0,10.3149
987,2017,0.5145,3.342,1.1298,0.5645,0.6849,0.0,4,0,2.3194,22.7631,0.4314,0.0445,0.0635,0.2631,0.7709,2.2029,1,1,11.0227
988,2012,0.537,0.3415,,0.2535,0.6986,0.7614,5,0,0.0,22.2015,0.3072,-0.0598,0.0014,0.0038,0.7295,2.1899,0,1,10.2093
988,2013,0.3512,3.6436,0.3415,0.5701,0.3566,0.1436,4,1,0.0,23.014,0.1809,-0.0271,0.102,-0.2287,0.5855,1.9751,0,0,9.0579
988,2014,0.5235,1.0848,3.6436,0.0,0.2195,0.4169,3,1,1.7481,22.8948,0.4905,0.0279,0.1166,-0.0256,0.5368,2.1475,1,0,10.2168
988,2015,0.3445,1.5771,1.0848,0.2029,0.3814,0.1261,4,0,2.5232,23.4495,0.5116,0.032,0.0295,-0.1896,0.2577,2.2442,1,0,11.1323
988,2016,0.4665,1.9159,1.5771,0.1202,0.5146,0.5871,4,0,1.8026,21.8321,0.3928,0.061,0.0314,0.1811,0.6069,1.9566,0,0,9.7952
988,2017,0.2164,1.3971,1.9159,0.4982,0.1218,0.3326,4,0,1.3805,20.0352,0.3946,0.0839,0.1041,0.1424,0.7711,2.1455,0,1,9.7112
988,2018,0.2018,1.1469,1.3971,0.0336,0.6298,0.6386,4,0,2.6892,22.7891,0.2264,0.0288,0.044,0.6017,0.3171,2.2122,1,0,11.9696
988,2019,0.2747,1.7354,1.1469,0.3769,0.6679,0.4278,5,0,0.7268,21.9227,0.6666,0.0149,0.152,0.1917,0.5095,2.5169,0,0,10.5844
988,2020,0.5196,2.7426,1.7354,0.1927,0.4887,0.2194,6,0,2.8407,22.5057,0.2891,-0.0775,0.0426,0.158,0.5734,2.6195,0,1,10.036
988,2021,0.5461,1.2699,2.7426,0.2664,0.3909,0.5283,5,0,1.6057,23.1682,0.4314,0.0935,0.1694,-0.0111,0.5861,1.9615,1,1,10.5114
988,2022,0.1451,0.3525,1.2699,0.1048,0.2171,0.0298,3,1,1.9453,22.03,0.5829,0.0173,0.0106,-0.0648,0.4359,2.1253,0,0,10.7048
988,2023,0.1836,0.688,0.3525,0.1527,0.3474,0.4378,5,0,0.7898,25.3155,0.5406,0.1083,-0.0462,0.2966,0.4799,2.1039,0,0,11.3243
989,2014,0.4465,2.2055,,0.5015,0.01,0.2303,5,1,1.8324,20.8358,0.199,0.0233,0.0016,-0.0712,0.4451,2.1019,0,0,10.2665
989,2015,0.3897,2.5982,2.2055,0.5562,0.5145,0.0,3,1,0.2281,21.6764,0.4691,0.0279,0.0762,0.2749,0.8466,2.0752,1,0,9.8622
989,2016,0.3434,3.5472,2.5982,0.6789,0.711,0.0,4,0,1.0572,21.1081,0.5344,0.1287,0.0585,0.0459,0.785,2.0448,0,1,10.8583
989,2017,0.5782,1.5279,3.5472,0.6398,0.6056,0.5379,3,0,1.2306,23.4913,0.4091,0.069,0.1516,0.5251,0.8252,2.1657,1,1,10.7298
989,2018,0.6047,2.4504,1.5279,0.4225,0.3183,0.2036,3,0,2.6795,22.5778,0.4002,0.0755,0.031,-0.2623,0.6477,2.2863,1,1,9.674
989,2019,0.4605,2.3091,2.4504,0.3431,0.5649,0.3755,4,0,1.5426,21.3321,0.0963,0.0784,0.0303,0.0028,0.5792,2.0933,0,0,11.2717
989,2020,0.3166,2.9475,2.3091,0.5792,0.2744,0.1606,3,0,2.3789,20.39,0.2316,0.0155,-0.0483,0.1004,0.4614,1.7549,1,1,10.7897
989,2021,0.0683,2.5455,2.9475,0.3965,0.277,0.1241,4,0,3.0231,24.1943,0.3372,0.1502,0.1263,0.6416,0.8138,2.1444,0,1,10.8291
989,2022,0.5033,2.3206,2.5455,0.0,0.5249,0.5127,3,0,1.9804,22.6509,0.6205,0.1125,0.0437,0.0482,0.5854,2.2081,1,0,11.3975
989,2023,0.252,1.1983,2.3206,0.3167,0.2531,0.2822,4,0,0.8347,22.675,0.8025,-0.0482,0.0611,0.4269,0.5925,2.2961,0,0,9.9482
990,2011,0.1161,0.8435,,0.1258,0.2074,0.2708,3,0,2.2803,23.1353,0.5305,0.1523,0.0217,0.7293,0.5678,2.6224,0,0,10.7375
990,2012,0.3324,0.3607,0.8435,0.5065,0.2957,0.7516,5,0,1.8727,22.7048,0.05,0.0535,-0.0905,0.0544,0.5563,2.3417,0,1,11.1531
990,2013,0.3224,1.7834,0.3607,0.2973,0.1198,0.0,5,0,1.7693,23.1862,0.5426,0.003,0.2246,-0.3288,0.346,1.908,0,1,11.4367
990,2014,0.4143,0.6083,1.7834,0.6741,0.01,0.3413,3,1,2.431,20.7611,0.3563,-0.0125,0.0758,0.0905,0.5749,2.2383,0,0,11.4548
990,2015,0.2803,0.475,0.6083,0.5412,0.4241,0.6182,4,0,0.9639,19.192,0.3017,-0.1215,0.1122,0.2928,0.7297,2.2407,0,0,11.9884
990,2016,0.3128,0.1013,0.475,0.1077,0.2636,0.2132,5,0,0.8914,19.5832,0.5915,0.0928,0.002,-0.0085,0.5928,2.0819,0,0,11.0109
991,2016,0.4009,0.5859,,0.0149,0.3745,0.2349,3,0,2.3293,21.3305,0.2592,-0.0627,0.085,-0.3346,0.6851,2.1396,0,1,10.9945
991,2017,0.2748,0.7413,0.5859,0.5628,0.3654,0.1154,3,0,2.2131,20.6391,0.4174,0.1128,-0.0299,0.2218,0.5854,2.0684,0,0,10.5399
991,2018,0.292,1.757,0.7413,0.079,0.965,0.1564,4,0,2.2161,22.9077,0.4661,0.0395,0.0489,0.5214,0.4682,2.4036,0,0,11.3579
991,2019,0.497,2.1872,1.757,0.1887,0.5036,0.3975,4,0,0.6153,21.035,0.2979,-0.0524,-0.1203,0.3587,0.5899,2.008,1,0,10.511
991,2020,0.1538,0.6823,2.1872,0.363,0.2388,0.2469,4,0,0.0,20.1464,0.05,0.0038,0.0795,-0.1135,0.4922,2.1967,0,0,9.6206
991,2021,0.1823,0.9048,0.6823,0.3783,0.2088,0.4206,4,0,2.5543,22.9636,0.1845,0.0569,-0.0571,-0.1362,0.7841,2.2095,1,1,11.8805
991,2022,0.4789,0.9466,0.9048,0.1402,0.2895,0.3294,6,1,2.6083,21.3646,0.3365,0.012,0.1368,0.193,0.706,2.0925,1,1,11.2595
992,2013,0.4031,1.2914,,0.4506,0.5542,0.626,4,0,1.4756,23.0017,0.5372,-0.0435,0.0071,-0.1784,0.7618,2.0753,1,1,10.2508
992,2014,0.3862,4.3055,1.2914,0.3976,0.459,0.1999,6,1,1.446,23.5345,0.055,0.0297,-0.0393,0.6721,0.223,1.8068,1,0,11.2162
992,2015,0.4307,1.7351,4.3055,0.6646,0.4078,0.1505,5,0,1.117,23.105,0.1233,0.024,0.0164,0.0636,0.6318,2.0054,0,0,10.7646
992,2016,0.2349,1.8315,1.7351,0.0409,0.1433,0.1548,5,0,2.3058,22.1686,0.3745,0.0896,0.0938,0.257,0.4816,2.2587,1,0,10.642
992,2017,0.1867,1.2311,1.8315,0.6692,0.7285,0.0,3,0,2.5078,23.3574,0.3083,-0.0094,0.0483,0.1682,0.3703,2.276,1,1,12.013
992,2018,0.6147,1.4233,1.2311,0.6057,0.3746,0.6174,5,0,1.7576,24.2853,0.6531,-0.0069,0.1406,0.531,0.6416,2.2808,0,0,11.6353
992,2019,0.4961,1.1477,1.4233,0.0,0.0981,0.3842,4,1,1.5941,25.0716,0.6746,-0.047,0.0317,0.1747,0.5346,2.2904,1,0,10.7486
992,2020,0.2464,0.0856,1.1477,0.2154,0.01,0.8518,5,0,0.8879,22.4726,0.6537,0.1151,0.0247,0.5751,0.5112,2.3218,0,0,11.3759
992,2021,0.4536,1.8401,0.0856,0.3301,0.5632,0.184,4,0,2.8662,22.3631,0.3568,0.0941,-0.0759,0.3735,0.6271,2.3401,1,1,10.8102
993,2016,0.2248,2.1543,,0.0,0.1978,0.6143,3,0,1.1223,23.1977,0.6331,0.0098,0.0741,0.1661,0.7289,2.3051,1,0,11.4232
993,2017,0.3199,2.9912,2.1543,0.0766,0.2171,0.2193,5,0,1.8712,22.6119,0.5444,-0.0089,-0.0441,0.0258,0.6832,2.2996,0,0,9.8546
993,2018,0.2612,3.3417,2.9912,0.204,0.2256,0.1324,3,0,1.9968,23.9409,0.7563,-0.0918,-0.1373,0.4141,0.7584,2.217,0,0,11.1277
993,2019,0.3202,1.4269,3.3417,0.1805,0.2169,0.3087,2,0,1.928,21.3543,0.5076,0.0119,0.1451,0.5874,0.4248,2.268,0,1,11.8279
993,2020,0.3433,3.2802,1.4269,0.2224,0.4644,0.5412,4,0,1.6554,25.179,0.2745,0.0968,0.1236,0.1412,0.4317,2.4988,1,1,10.122
993,2021,0.0089,0.7916,3.2802,0.1633,0.4796,0.307,3,0,0.8711,24.6454,0.1018,0.0804,-0.0001,0.1731,0.4808,2.205,1,0,10.1252
993,2022,0.2381,1.1297,0.7916,0.2015,0.3195,0.4071,5,0,1.9141,19.8269,0.5175,0.0057,0.1317,0.1692,0.6535,2.004,0,0,11.0515
993,2023,0.1231,1.9552,1.1297,0.2586,0.6887,0.3281,5,1,1.4146,22.714,0.3922,0.1091,0.0384,0.7203,0.4132,2.3545,0,0,10.2685
994,2017,0.178,1.4147,,0.5617,0.01,0.3544,4,0,2.0825,22.2228,0.6259,-0.0038,0.0175,0.9403,0.3696,2.0366,0,0,10.9627
994,2018,0.2591,0.8793,1.4147,0.2701,0.2252,0.6911,5,1,2.5398,20.6111,0.4571,-0.0021,0.0483,-0.0164,0.5592,2.0434,0,0,11.8231
994,2019,0.3728,0.1448,0.8793,0.0358,0.5435,0.2459,3,0,1.7271,21.8202,0.5028,0.0518,-0.0045,0.304,0.574,2.4568,0,0,10.4898
994,2020,0.1057,1.0382,0.1448,0.0,0.2049,0.3492,4,0,1.3095,22.8954,0.5721,0.1954,0.1578,0.7173,0.7676,2.0866,1,0,10.7239
994,2021,0.463,1.0625,1.0382,0.215,0.6614,0.1963,4,1,2.406,19.0326,0.5531,0.0748,0.1041,-0.4516,0.6693,1.9714,0,0,10.5386
994,2022,0.2714,0.3507,1.0625,0.5384,0.5172,0.4786,4,0,2.4766,21.3461,0.5543,0.0371,0.0384,-0.573,0.5345,1.9308,0,0,11.3511
995,2012,0.301,2.6441,,0.4175,0.2127,0.4585,2,0,1.3767,22.3815,0.7502,0.1345,0.06,0.5261,0.6321,1.9734,0,0,10.5404
995,2013,0.1322,1.9799,2.6441,0.009,0.5423,0.7082,5,1,1.5319,22.2195,0.3181,-0.009,0.1562,-0.573,0.5644,2.3221,1,1,11.6343
995,2014,0.2179,0.1678,1.9799,0.0022,0.1885,0.792,5,1,1.3889,20.171,0.5104,-0.0954,-0.0094,-0.2706,0.2564,2.3326,1,0,9.777
995,2015,0.1937,0.9873,0.1678,0.1673,0.3095,0.4944,3,1,2.3152,22.7519,0.5524,-0.1273,0.0248,-0.1046,0.4038,1.943,0,0,10.0698
995,2016,0.3798,3.6972,0.9873,0.6748,0.3983,0.4967,4,1,1.592,23.8422,0.05,0.088,-0.0048,-0.0244,0.5057,2.0718,0,1,10.7437
995,2017,0.2953,2.2101,3.6972,0.0814,0.2909,0.3009,2,0,2.9537,22.3182,0.5612,-0.0174,0.0672,0.7562,0.3874,1.8786,0,0,10.9966
995,2018,0.3211,2.5368,2.2101,0.7276,0.247,0.2431,5,0,1.5629,25.2222,0.2312,0.0761,-0.0367,0.0946,0.6048,2.2717,0,0,10.4881
995,2019,0.3976,2.6797,2.5368,0.5696,0.0371,0.2331,4,1,2.6288,23.3322,0.4719,0.1228,-0.0144,0.4638,0.3367,1.8406,1,0,10.0679
995,2020,0.44,4.3967,2.6797,0.6177,0.7473,0.5108,4,0,1.6768,24.0326,0.474,-0.0144,-0.1221,-0.362,0.4249,2.0616,0,0,10.6467
995,2021,0.4297,0.9881,4.3967,0.6471,0.6905,0.1994,4,1,1.3899,21.5915,0.3494,-0.0164,0.1066,-0.5294,0.8303,2.2159,1,0,11.9617
995,2022,0.3665,1.9938,0.9881,0.4814,0.3991,0.4673,3,0,0.961,22.1659,0.2301,0.0313,0.0372,0.6915,0.4845,2.3248,0,1,11.0536
995,2023,0.4026,0.7503,1.9938,0.0846,0.3576,0.1664,4,0,2.2036,23.593,0.0543,0.1151,0.093,-0.3988,0.2414,2.2266,1,0,10.3385
996,2012,0.4102,0.9657,,0.444,0.3917,0.2748,6,0,1.214,21.0644,0.5565,0.0975,0.0473,0.1498,0.3353,2.1229,1,1,11.8961
996,2013,0.2625,0.7685,0.9657,0.4754,0.4889,0.3393,3,0,1.9823,20.7148,0.7535,0.0867,0.0566,0.5683,0.6162,1.821,0,0,10.5421
996,2014,0.3647,0.8738,0.7685,0.1995,0.4244,0.4853,2,0,1.3232,21.5441,0.6238,0.0752,0.0524,0.7014,0.415,2.0542,0,0,11.0478
996,2015,0.1723,0.8919,0.8738,0.5629,0.1827,0.4574,5,0,1.7213,19.8637,0.6583,0.1027,0.0593,0.6135,0.5021,2.1799,0,1,11.4154
996,2016,0.2804,2.0392,0.8919,0.4179,0.2252,0.0329,4,0,1.6145,24.5046,0.4732,0.066,-0.0117,1.2013,0.7032,2.3676,0,0,9.7277
996,2017,0.1185,1.1742,2.0392,0.271,0.086,0.3168,5,0,2.7011,21.6923,0.2998,0.0142,0.0317,0.1041,0.5043,2.263,0,0,10.2041
996,2018,0.5154,2.5723,1.1742,0.4843,0.1308,0.309,5,1,2.286,23.0301,0.5067,0.0709,0.0222,-0.1091,0.3462,2.2198,1,0,10.467
996,2019,0.2469,1.9737,2.5723,0.0454,0.3366,0.3129,3,1,2.6568,23.2283,0.6436,-0.0049,0.0899,0.3731,0.5063,1.7951,0,0,10.6782
996,2020,0.453,1.6268,1.9737,0.5175,0.3243,0.3573,2,0,2.3158,20.8502,0.262,0.083,0.0476,0.0779,0.8361,2.01,0,1,10.9852
996,2021,0.0412,0.6982,1.6268,0.0,0.01,0.0,4,0,2.2806,21.7592,0.5967,0.0191,-0.067,-0.2637,0.5942,1.982,0,0,12.013
996,2022,0.2933,1.8477,0.6982,0.1939,0.3128,0.6996,4,0,1.448,21.5183,0.4334,-0.0528,0.0449,-0.0673,0.6062,1.9766,0,0,11.8386
996,2023,0.2174,0.1968,1.8477,0.3114,0.385,0.6999,4,0,1.522,22.0578,0.2684,-0.0422,-0.0202,0.6379,0.7692,1.7693,0,0,11.6494
997,2015,0.4775,0.7973,,0.6308,0.965,0.4732,4,0,1.8203,21.5058,0.6244,0.0677,0.1066,0.4711,0.5677,1.7667,1,0,9.7655
997,2016,0.245,1.8659,0.7973,0.436,0.7785,0.3258,6,0,2.2737,22.6735,0.7314,0.0854,0.0524,0.1817,0.5894,2.0568,0,0,9.8823
997,2017,0.2341,0.6808,1.8659,0.5871,0.3416,0.7003,3,1,1.4931,21.9644,0.05,0.065,0.082,0.9064,0.6181,2.091,0,1,11.7722
997,2018,0.1168,1.5675,0.6808,0.2183,0.3567,0.5272,5,0,3.1226,19.4043,0.8347,-0.0115,0.086,-0.573,0.5442,1.9672,1,0,11.4227
997,2019,0.2531,2.708,1.5675,0.655,0.1275,0.444,5,0,2.4198,21.5957,0.3634,0.083,0.0532,0.3754,0.7022,2.2867,0,1,11.6757
997,2020,0.0,0.1845,2.708,0.1623,0.01,0.3909,5,1,0.5911,20.3877,0.5511,0.0402,0.0475,0.6781,0.5232,2.1111,0,0,10.5238
997,2021,0.3609,0.6262,0.1845,0.1889,0.6673,0.0,4,1,1.6666,22.7395,0.2237,-0.0014,0.1337,0.27,0.5443,2.1187,0,0,11.3247
997,2022,0.142,1.4508,0.6262,0.0911,0.3603,0.3434,3,0,3.526,23.2321,0.3905,0.0576,0.0087,-0.5024,0.2308,2.1623,1,0,10.1041
998,2016,0.1954,4.3493,,0.5125,0.6533,0.5803,5,0,1.2784,20.2371,0.0978,-0.0425,-0.0376,0.0243,0.6734,2.1888,1,1,11.2057
998,2017,0.1476,2.7474,4.3493,0.3602,0.3046,0.8736,6,0,3.526,23.3353,0.3186,0.1841,0.0061,0.7468,0.6489,2.3689,0,0,11.2859
998,2018,0.3733,1.8613,2.7474,0.3646,0.4036,0.1087,5,0,1.404,22.4979,0.261,-0.0572,-0.0629,0.1106,0.6491,1.7392,1,0,10.8546
998,2019,0.3499,0.9319,1.8613,0.3707,0.626,0.7424,4,0,2.5073,21.3422,0.6004,-0.0283,-0.0416,0.4075,0.4874,1.8942,1,0,10.5758
998,2020,0.0,0.2701,0.9319,0.0,0.2283,0.051,3,1,2.2975,21.429,0.6765,0.1324,-0.0117,0.3974,0.7646,1.924,0,0,10.141
998,2021,0.201,1.8637,0.2701,0.3517,0.503,0.5458,5,0,2.5706,21.5828,0.6712,0.0506,0.0636,-0.5561,0.5971,2.1008,1,0,9.9334
998,2022,0.2934,2.7141,1.8637,0.2413,0.2854,0.3083,4,1,3.1553,22.056,0.4931,0.0236,0.0265,0.0919,0.5046,1.7253,1,0,10.9824
998,2023,0.3939,0.6999,2.7141,0.4746,0.3212,0.2756,2,1,2.7989,21.1171,0.5242,0.0285,0.1062,0.2413,0.3625,2.2513,0,0,9.4037
999,2014,0.2229,0.8463,,0.0,0.1631,0.5457,4,1,0.7991,21.2419,0.05,0.0381,-0.0314,0.7041,0.7008,2.1646,1,0,11.9689
999,2015,0.0867,0.9427,0.8463,0.5195,0.4934,0.11,4,0,1.4261,21.8015,0.3232,-0.0932,0.1336,1.0962,0.5,1.6847,0,1,9.9615
999,2016,0.2181,0.1905,0.9427,0.3751,0.5047,0.1129,3,0,1.5401,22.0875,0.515,0.0251,0.0399,-0.4548,0.6619,2.2635,0,0,10.1807
999,2017,0.2778,1.9641,0.1905,0.2423,0.1797,0.4595,5,0,1.0259,22.6681,0.4134,0.0173,0.1753,0.4146,0.5617,2.1882,0,0,10.6313
999,2018,0.406,0.8311,1.9641,0.2608,0.5288,0.0,3,0,2.7388,23.2819,0.4635,-0.0039,-0.0038,-0.0655,0.6421,2.3048,0,0,11.4185
999,2019,0.4502,2.7777,0.8311,0.7349,0.2546,0.0,3,0,2.1288,23.2012,0.2239,0.0162,0.1458,0.1007,0.4305,2.3289,0,0,10.1346
999,2020,0.4192,0.4182,2.7777,0.1738,0.9127,0.2079,2,1,1.1064,21.5272,0.4774,0.0255,0.1357,-0.52,0.8201,2.1474,1,0,9.5839
999,2021,0.4617,2.9734,0.4182,0.48,0.2954,0.2414,3,1,1.3603,23.2503,0.4823,0.01,0.1018,0.4865,0.8139,2.0606,1,0,10.7918
999,2022,0.1997,3.2705,2.9734,0.7901,0.2964,0.4203,4,0,3.526,23.5045,0.4465,0.012,0.193,-0.0159,0.4751,2.1218,0,0,10.2049
1000,2016,0.3242,0.0597,,0.4362,0.4791,0.6019,3,0,1.3923,21.4905,0.6926,0.0913,-0.011,0.2286,0.6622,2.1267,1,1,9.7882
1000,2017,0.311,1.9553,0.0597,0.1996,0.01,0.5486,4,0,1.4162,24.574,0.1755,0.0407,0.2095,0.233,0.5814,2.161,0,0,11.4304
1000,2018,0.2174,0.3521,1.9553,0.0,0.2798,0.7595,5,0,0.6803,22.9697,0.3714,-0.0054,0.001,-0.4142,0.417,1.9053,1,0,10.2075
1000,2019,0.4829,3.77,0.3521,0.3948,0.8904,0.3826,8,1,2.7948,23.4889,0.3819,0.0905,0.1903,0.7868,0.4145,1.9924,0,0,9.86
1000,2020,0.3931,4.001,3.77,0.5604,0.7079,0.2113,5,0,2.0864,22.5255,0.4198,0.0572,0.0596,0.2366,0.6135,1.9598,0,0,10.8297
1000,2021,0.3503,2.2332,4.001,0.2689,0.4415,0.5797,4,0,2.169,20.6788,0.4365,-0.0478,0.0391,-0.573,0.5921,2.1777,0,0,11.3041
1000,2022,0.2974,1.8176,2.2332,0.2122,0.2654,0.3435,3,1,3.1406,21.9275,0.3217,0.0456,-0.05,-0.2509,0.8308,2.4148,0,0,11.446
1000,2023,0.1103,4.028,1.8176,0.5092,0.3229,0.0,4,1,2.6673,22.9877,0.5399,-0.0287,0.1931,0.2077,0.739,2.3303,0,0,10.8155
1001,2015,0.1797,0.9577,,0.4418,0.4496,0.0,2,0,3.13,20.8379,0.7569,0.0584,0.1367,0.8584,0.912,1.9634,0,0,10.029
1001,2016,0.1809,0.7755,0.9577,0.2667,0.2671,0.0,4,0,2.0569,19.3422,0.3797,0.1257,-0.0491,0.0594,0.6626,2.1379,0,0,11.5944
1001,2017,0.5271,2.564,0.7755,0.8106,0.694,0.4021,3,0,3.2956,22.2563,0.314,0.1511,0.1617,0.3794,0.5996,2.3192,1,0,10.1625
1001,2018,0.146,2.3485,2.564,0.226,0.9317,0.5753,5,0,2.1544,20.9236,0.6323,-0.0096,-0.0145,-0.2368,0.6151,2.0499,1,1,10.4772
1001,2019,0.2583,2.9049,2.3485,0.0,0.5262,0.2324,5,0,1.8194,20.4664,0.1335,0.0046,0.0053,-0.573,0.5992,2.3448,0,1,9.9409
1001,2020,0.1133,0.4424,2.9049,0.0,0.449,0.1764,3,0,2.4506,22.0756,0.5093,0.053,0.0687,0.9327,0.3161,2.0194,1,0,11.992
1001,2021,0.5898,1.368,0.4424,0.3326,0.3213,0.4444,4,0,1.9778,23.2321,0.1312,0.0929,0.0716,-0.4366,0.7225,2.3847,1,0,11.5618
