pid,fid,gender_male,birth_year,father_edu,provcode,family_internet_2018,year,age,urban,education,marital,health,family_internet,internet_use,income,ln_income
390,192,0,1976,9.0,5,1,2018,42,1,9.575342116823505,1,3.0,1,1,56590.0,10.943592336630363
390,192,0,1976,9.0,5,1,2020,44,0,13.229715094117683,1,5.0,1,1,120685.0,11.700936373676939
391,193,1,1971,9.0,11,1,2018,47,0,12.869155601882682,1,4.0,1,1,73982.0,11.2115719095739
391,193,1,1971,9.0,11,1,2020,49,1,6.38644564051615,1,4.0,1,1,31346.0,10.352852129440059
392,194,1,1973,6.0,4,1,2018,45,1,6.983867400152006,1,4.0,1,0,32575.0,10.391293877482703
392,194,1,1973,6.0,4,1,2020,47,0,4.397829413733231,1,4.0,1,1,23190.0,10.051485368169848
393,194,0,1981,9.0,5,1,2018,37,0,16.667163874438018,1,2.0,1,1,35994.0,10.49112107531286
393,194,0,1981,9.0,5,1,2020,39,1,8.648532897365408,1,5.0,1,1,31304.0,10.351514521734485
394,194,0,1978,9.0,7,1,2018,40,0,12.90462374654168,1,5.0,1,1,76460.0,11.244522964661687
394,194,0,1978,9.0,7,1,2020,42,0,15.539702090309857,1,5.0,1,1,79514.0,11.283682574761864
395,195,0,1971,6.0,4,1,2018,47,1,8.873898529804642,1,3.0,1,1,59187.0,10.988450252713703
395,195,0,1971,6.0,4,1,2020,49,1,7.214947702668109,1,4.0,1,0,36224.0,10.497472899870477
396,196,1,1993,12.0,16,1,2018,25,1,10.437228071010352,1,5.0,1,0,71496.0,11.17740211367657
396,196,1,1993,12.0,16,1,2020,27,1,13.853175497777222,0,5.0,1,1,30270.0,10.31792645348363
397,196,1,1993,6.0,22,1,2018,25,0,11.839504293244696,1,3.0,1,1,40506.0,10.609201171949275
397,196,1,1993,6.0,22,1,2020,27,0,10.529904691209554,1,4.0,1,1,70714.0,11.166397368837883
398,197,0,1977,12.0,16,1,2018,41,0,12.808179212914398,1,3.0,1,1,117686.0,11.675773715932763
398,197,0,1977,12.0,16,1,2020,43,1,17.344840774679383,1,4.0,1,1,107919.0,11.589137450218121
399,197,0,1976,9.0,2,1,2018,42,0,12.736720972738237,1,,1,1,83550.0,11.3331976781593
399,197,0,1976,9.0,2,1,2020,44,0,12.826781872758144,1,4.0,1,1,26049.0,10.167746079772147
400,197,1,1967,6.0,20,1,2018,51,1,10.992744154062482,1,4.0,1,1,98228.0,11.49504501588858
400,197,1,1967,6.0,20,1,2020,53,0,7.248553408524968,1,3.0,1,0,17924.0,9.793889296465641
401,198,0,1968,12.0,17,0,2018,50,1,13.89182907612192,1,4.0,0,1,39059.0,10.572823462261741
401,198,0,1968,12.0,17,0,2020,52,1,15.801731963633959,1,4.0,1,0,100178.0,11.514703256602836
402,199,1,1979,9.0,20,1,2018,39,1,14.371241860636623,1,4.0,1,1,168489.0,12.034625728357227
402,199,1,1979,9.0,20,1,2020,41,0,13.407550295416222,1,4.0,1,1,68582.0,11.135783333967792
403,199,1,1964,9.0,10,1,2018,54,0,,1,3.0,1,1,20218.0,9.914305440919904
403,199,1,1964,9.0,10,1,2020,56,0,14.086535637460019,1,3.0,1,1,137330.0,11.830141322397363
404,200,0,1964,9.0,8,1,2018,54,1,9.468213553284647,1,3.0,1,0,36520.0,10.505608264635104
404,200,0,1964,9.0,8,1,2020,56,1,12.214813369082773,1,4.0,1,1,66267.0,11.101450089275648
405,200,0,1968,12.0,16,1,2018,50,0,15.311481649117008,1,4.0,1,1,63747.0,11.062678061013637
405,200,0,1968,12.0,16,1,2020,52,1,15.212772184027306,1,4.0,1,1,77327.0,11.255795091389038
406,200,1,1974,9.0,12,1,2018,44,0,12.141060506441725,1,,1,1,65357.0,11.087620571421409
406,200,1,1974,9.0,12,1,2020,46,1,13.013580398122905,1,3.0,1,1,36850.0,10.514621283177743
407,201,0,1974,9.0,10,1,2018,44,1,10.496641526721628,1,5.0,1,1,58686.0,10.979963182429854
407,201,0,1974,9.0,10,1,2020,46,0,13.287355986353731,1,4.0,1,1,93343.0,11.444031892624185
408,201,1,1977,6.0,2,1,2018,41,0,9.626646925859253,1,3.0,1,1,39606.0,10.586726376413012
408,201,1,1977,6.0,2,1,2020,43,1,9.573793676650102,1,4.0,1,1,66636.0,11.107001790753031
409,201,1,1992,6.0,23,0,2018,26,1,10.667843266793636,1,5.0,0,1,97854.0,11.491235010700496
409,201,1,1992,6.0,23,0,2020,28,1,9.029911251274092,0,4.0,0,1,56962.0,10.950148068520388
410,202,0,1986,6.0,13,1,2018,32,0,9.860575878450746,0,4.0,1,1,55555.0,10.925137409189771
410,202,0,1986,6.0,13,1,2020,34,0,8.971864112432367,0,4.0,1,1,34813.0,10.457732347921443
411,203,1,1965,6.0,19,1,2018,53,0,11.809076662572394,1,4.0,1,0,53666.0,10.89052884563923
411,203,1,1965,6.0,19,1,2020,55,1,8.96883112085198,1,4.0,1,1,85655.0,11.35808773695238
412,203,1,1972,9.0,16,1,2018,46,0,11.52986684345053,1,4.0,1,1,87912.0,11.384094620218157
412,203,1,1972,9.0,16,1,2020,48,0,11.570228184649995,1,4.0,1,1,62910.0,11.049459717839367
413,204,0,1970,9.0,10,1,2018,48,0,11.156441965865609,1,5.0,1,1,106932.0,11.579953031539532
413,204,0,1970,9.0,10,1,2020,50,1,10.905780323555934,0,3.0,1,1,53848.0,10.893918383016542
414,204,0,1989,15.0,11,0,2018,29,1,17.005761571529124,0,3.0,0,1,65682.0,11.092578720296363
414,204,0,1989,15.0,11,0,2020,31,0,17.31049951793382,1,3.0,0,1,69917.0,11.155067701606162
415,205,1,1966,6.0,1,1,2018,52,0,5.667192929268564,1,3.0,1,1,28641.0,10.262610610196317
415,205,1,1966,6.0,1,1,2020,54,0,8.927648570063864,1,2.0,1,0,39383.0,10.581079431945497
416,205,1,1992,6.0,15,1,2018,26,1,9.154402949407574,0,2.0,1,1,34117.0,10.437539934919858
416,205,1,1992,6.0,15,1,2020,28,0,8.819643656390078,0,4.0,1,1,41936.0,10.64389358357464
417,206,0,1986,9.0,26,1,2018,32,0,13.370583282721409,1,3.0,1,1,52322.0,10.865173011670818
417,206,0,1986,9.0,26,1,2020,34,0,13.152487505355401,0,,1,1,,
418,207,0,1993,12.0,13,1,2018,25,1,14.738829508751294,1,5.0,1,1,49213.0,10.803908809708538
418,207,0,1993,12.0,13,1,2020,27,0,15.018287609160955,0,4.0,1,0,58679.0,10.979837891401402
419,207,1,1983,6.0,23,1,2018,35,0,10.98038556062456,1,3.0,1,1,82389.0,11.319201165151222
419,207,1,1983,6.0,23,1,2020,37,1,10.248856643080542,1,4.0,1,1,72449.0,11.190642872707965
420,208,1,1990,9.0,1,1,2018,28,1,10.520622512853976,1,,1,1,44675.0,10.707178847922918
420,208,1,1990,9.0,1,1,2020,30,1,14.4395310917056,0,4.0,1,1,44090.0,10.693979033203881
421,208,0,1989,9.0,5,1,2018,29,0,13.03322755956837,0,4.0,1,1,44252.0,10.69765965747419
421,208,0,1989,9.0,5,1,2020,31,0,15.42437863816818,1,3.0,1,1,108648.0,11.595869677154086
422,209,1,1993,6.0,27,1,2018,25,1,10.930889569565196,0,4.0,1,1,24996.0,10.126489561121131
422,209,1,1993,6.0,27,1,2020,27,0,7.28295429812411,0,5.0,1,1,55793.0,10.92940726442838
423,209,0,1990,12.0,15,1,2018,28,1,12.9545294135374,1,4.0,1,1,89064.0,11.397111169898029
423,209,0,1990,12.0,15,1,2020,30,0,17.82328202934452,1,3.0,1,1,55715.0,10.928009893491089
424,209,0,1974,12.0,8,1,2018,44,1,15.480849089563046,1,4.0,1,1,100479.0,11.517708497830007
424,209,0,1974,12.0,8,1,2020,46,1,13.93402635249484,1,4.0,1,1,,
425,210,0,1989,6.0,9,1,2018,29,0,10.225411060088092,1,3.0,1,0,30344.0,10.320365666094148
425,210,0,1989,6.0,9,1,2020,31,0,8.492209654551077,1,4.0,1,0,19006.0,9.852496268015996
426,210,1,1982,6.0,27,1,2018,36,0,7.846088628470393,1,5.0,1,1,36886.0,10.515596110888728
426,210,1,1982,6.0,27,1,2020,38,1,9.262828626683778,0,2.0,1,1,,
427,211,1,1981,6.0,7,1,2018,37,0,9.237226192978644,1,4.0,1,1,42009.0,10.64563614390781
427,211,1,1981,6.0,7,1,2020,39,1,6.1457863613707335,1,4.0,1,1,29585.0,10.295039128134869
428,211,1,1977,9.0,8,1,2018,41,0,14.270681458658608,1,4.0,1,1,58233.0,10.972215615069729
428,211,1,1977,9.0,8,1,2020,43,0,11.899413271843473,1,4.0,1,1,103273.0,11.545129692458445
429,212,0,1980,12.0,12,1,2018,38,0,14.485893912837716,1,4.0,1,1,36874.0,10.515266639968491
429,212,0,1980,12.0,12,1,2020,40,1,14.840774827364115,1,5.0,1,1,56086.0,10.934645564002073
430,212,1,1963,6.0,28,1,2018,55,1,8.232126784347406,1,5.0,1,1,37509.0,10.532339510389757
430,212,1,1963,6.0,28,1,2020,57,1,7.871026622686047,1,3.0,1,1,50187.0,10.823505479278891
431,213,0,1992,12.0,20,0,2018,26,0,12.01571373945668,1,,0,0,39753.0,10.5904376486129
431,213,0,1992,12.0,20,0,2020,28,1,13.82445848018308,0,5.0,0,1,41139.0,10.62471876704072
432,214,1,1991,6.0,22,1,2018,27,0,11.167119018580435,1,,1,1,35720.0,10.483479614351568
432,214,1,1991,6.0,22,1,2020,29,1,8.94570344490106,1,3.0,1,1,83426.0,11.331717442723251
433,215,0,1975,9.0,24,1,2018,43,0,10.19310080681789,1,4.0,1,1,48922.0,10.79797624167225
433,215,0,1975,9.0,24,1,2020,45,1,9.380842306599027,1,5.0,1,1,31091.0,10.344658608906869
434,215,0,1981,9.0,15,1,2018,37,0,12.923593426638307,1,4.0,1,1,26829.0,10.19724515066087
434,215,0,1981,9.0,15,1,2020,39,1,10.966812701804685,1,5.0,1,0,55139.0,10.91761930165217
435,216,0,1989,12.0,15,1,2018,29,0,14.150745980083713,1,5.0,1,1,85331.0,11.354288319424219
435,216,0,1989,12.0,15,1,2020,31,1,12.608436430930194,1,4.0,1,1,35563.0,10.479062990639331
436,216,1,1978,13.0,5,1,2018,40,0,12.33208797010615,1,4.0,1,1,108701.0,11.596359366017742
436,216,1,1978,13.0,5,1,2020,42,0,17.973254782989407,1,4.0,1,1,50264.0,10.825052737077772
437,217,0,1970,9.0,13,0,2018,48,0,14.905044979156902,1,4.0,0,1,97253.0,11.485070036196102
437,217,0,1970,9.0,13,0,2020,50,1,12.881920560150558,1,4.0,0,1,61134.0,11.020822590565638
438,217,1,1989,6.0,17,0,2018,29,0,,1,4.0,0,1,49343.0,10.806547716503642
438,217,1,1989,6.0,17,0,2020,31,1,7.024560508930014,1,5.0,0,0,12575.0,9.439467828761344
439,218,1,1990,6.0,14,1,2018,28,0,10.963106238873008,0,4.0,1,1,51412.0,10.847634705766248
439,218,1,1990,6.0,14,1,2020,30,0,7.4029515720324675,0,4.0,1,0,23343.0,10.058036611656867
440,218,1,1984,9.0,19,1,2018,34,1,13.997545656845361,1,4.0,1,1,41723.0,10.638817664177019
440,218,1,1984,9.0,19,1,2020,36,0,14.012741953373144,1,4.0,1,1,83689.0,11.334868141450595
441,219,1,1990,6.0,25,1,2018,28,1,10.13280802705232,0,4.0,1,0,45798.0,10.731993829668884
441,219,1,1990,6.0,25,1,2020,30,0,9.447811186775875,1,4.0,1,0,41987.0,10.645113474942487
442,219,1,1982,6.0,16,1,2018,36,1,11.5807703141772,0,4.0,1,1,121786.0,11.710020388655506
442,219,1,1982,6.0,16,1,2020,38,0,9.388391720774633,1,4.0,1,0,72033.0,11.184872899345448
443,220,1,1982,9.0,14,1,2018,36,1,12.269742872761931,1,4.0,1,1,119386.0,11.690117162607715
443,220,1,1982,9.0,14,1,2020,38,1,11.989151455366871,1,5.0,1,1,41799.0,10.640619707236517
444,221,0,1968,9.0,20,1,2018,50,1,9.565596945277774,1,3.0,1,1,95377.0,11.46559760693735
444,221,0,1968,9.0,20,1,2020,52,1,13.832341599639177,1,5.0,1,1,80454.0,11.295446463700063
445,222,1,1971,9.0,6,1,2018,47,1,11.490436845171457,0,3.0,1,1,85147.0,11.352135578256247
445,222,1,1971,9.0,6,1,2020,49,1,9.350805535196677,0,5.0,1,1,88170.0,11.387022676520063
446,222,1,1970,9.0,10,1,2018,48,0,9.365186689200641,1,4.0,1,1,56967.0,10.950231105056925
446,222,1,1970,9.0,10,1,2020,50,1,12.448619049414747,1,4.0,1,1,61713.0,11.030252552087468
447,223,1,1969,6.0,20,1,2018,49,1,8.544097049418653,1,5.0,1,0,50726.0,10.834190124748558
447,223,1,1969,6.0,20,1,2020,51,0,5.023090767957999,1,3.0,1,1,35379.0,10.47387473520419
448,223,0,1982,6.0,1,1,2018,36,1,8.859892115921964,1,4.0,1,0,45460.0,10.724580644366055
448,223,0,1982,6.0,1,1,2020,38,0,10.344066002384437,1,4.0,1,0,50163.0,10.823037704666678
449,223,1,1973,9.0,25,1,2018,45,0,9.67052240824796,1,4.0,1,0,52228.0,10.863365319547759
449,223,1,1973,9.0,25,1,2020,47,0,11.299220993525179,1,4.0,1,1,60362.0,11.008122124107839
450,224,0,1971,9.0,22,1,2018,47,1,10.223032330478622,1,4.0,1,0,41369.0,10.630295833576206
450,224,0,1971,9.0,22,1,2020,49,0,15.664292346248132,1,4.0,1,1,46302.0,10.742944117244411
451,225,0,1985,9.0,5,1,2018,33,0,12.472218820627166,0,3.0,1,1,27439.0,10.219710103567731
451,225,0,1985,9.0,5,1,2020,35,0,10.144593168057597,0,2.0,1,1,37172.0,10.523319135817315
452,225,0,1985,9.0,7,1,2018,33,1,14.80412119604792,1,4.0,1,1,76555.0,11.245762532272769
452,225,0,1985,9.0,7,1,2020,35,0,11.380921351736335,1,4.0,1,1,37244.0,10.525243134773646
453,225,1,1993,12.0,20,1,2018,25,0,15.744365655743287,0,5.0,1,1,141409.0,11.859415099793033
453,225,1,1993,12.0,20,1,2020,27,0,17.261170651784983,0,5.0,1,1,125857.0,11.74290462013344
454,226,0,1985,13.0,25,1,2018,33,1,15.680914702583673,1,4.0,1,1,86688.0,11.370073915772622
454,226,0,1985,13.0,25,1,2020,35,0,12.18344876688537,1,4.0,1,1,38975.0,10.57066446195778
455,226,1,1991,9.0,18,1,2018,27,0,15.080658265596858,0,3.0,1,1,64686.0,11.077302759664919
455,226,1,1991,9.0,18,1,2020,29,0,12.748990886134065,1,5.0,1,1,33933.0,10.43213211131248
456,227,1,1965,9.0,19,1,2018,53,0,9.821208468448289,1,4.0,1,1,25541.0,10.148058248580671
456,227,1,1965,9.0,19,1,2020,55,0,12.721716966148183,0,3.0,1,1,78669.0,11.273009141137711
457,227,1,1966,9.0,20,1,2018,52,0,12.572918522756817,1,4.0,1,1,106649.0,11.577298333067436
457,227,1,1966,9.0,20,1,2020,54,1,10.183974564500716,1,3.0,1,1,46395.0,10.744953935626386
458,227,0,1976,9.0,24,1,2018,42,0,14.304704986603017,1,4.0,1,1,82391.0,11.319226343739972
458,227,0,1976,9.0,24,1,2020,44,0,13.328022514052495,1,3.0,1,1,65598.0,11.091303633639413
459,228,0,1981,12.0,10,1,2018,37,1,14.471734634884172,1,4.0,1,1,90287.0,11.410753568304994
459,228,0,1981,12.0,10,1,2020,39,1,13.58592048440905,1,3.0,1,1,75320.0,11.229507185895658
460,228,1,1993,9.0,11,0,2018,25,1,11.019633181646311,0,5.0,0,1,59270.0,10.989850325620965
460,228,1,1993,9.0,11,0,2020,27,0,11.138952435878378,0,3.0,0,1,28621.0,10.261912562695105
461,229,0,1979,6.0,10,1,2018,39,1,9.62859182541384,1,4.0,1,1,53832.0,10.893614316698963
461,229,0,1979,6.0,10,1,2020,41,1,10.089022707051592,1,5.0,1,1,62415.0,11.041561936567955
462,229,1,1993,6.0,22,1,2018,25,0,8.432627895309082,1,5.0,1,1,55166.0,10.91810723875424
462,229,1,1993,6.0,22,1,2020,27,0,9.572894816559705,1,3.0,1,1,58115.0,10.97018180733355
463,230,1,1993,9.0,7,0,2018,25,0,15.154648531197282,0,4.0,0,1,,
463,230,1,1993,9.0,7,0,2020,27,1,11.300119338100131,1,4.0,0,0,26004.0,10.165986484242142
464,231,1,1986,9.0,23,1,2018,32,1,14.273498481356064,1,3.0,1,1,150168.0,11.919511520666601
464,231,1,1986,9.0,23,1,2020,34,0,12.89581553347078,1,4.0,1,1,51492.0,10.849187778078672
465,232,1,1968,12.0,13,1,2018,50,0,12.541094318217638,1,3.0,1,0,40266.0,10.603262744513835
465,232,1,1968,12.0,13,1,2020,52,1,15.247203749763262,1,4.0,1,1,85982.0,11.361895119088066
466,232,0,1986,9.0,17,1,2018,32,1,13.342871328990443,1,3.0,1,0,48107.0,10.781184621677633
466,232,0,1986,9.0,17,1,2020,34,0,14.871840797369991,0,4.0,1,1,51132.0,10.842161995800865
467,232,0,1984,6.0,2,1,2018,34,0,5.938111763001221,1,4.0,1,1,33814.0,10.428630087069507
467,232,0,1984,6.0,2,1,2020,36,0,9.100225622714248,1,3.0,1,1,49316.0,10.806001656968183
468,233,1,1966,9.0,9,1,2018,52,1,7.819416413450066,1,4.0,1,0,63248.0,11.054811837000031
468,233,1,1966,9.0,9,1,2020,54,1,8.595550501946082,1,5.0,1,1,118387.0,11.681710643470721
469,233,1,1968,9.0,15,1,2018,50,0,14.655614108730463,1,4.0,1,1,60924.0,11.017375395414405
469,233,1,1968,9.0,15,1,2020,52,0,10.957311802051825,1,5.0,1,0,67288.0,11.116738928275181
470,234,0,1968,9.0,1,1,2018,50,1,,1,3.0,1,1,42006.0,10.645571206396692
470,234,0,1968,9.0,1,1,2020,52,1,9.09948533477925,1,3.0,1,1,42381.0,10.654455840861699
471,234,0,1989,6.0,28,1,2018,29,0,7.412778353960667,0,4.0,1,0,16774.0,9.727578660585413
471,234,0,1989,6.0,28,1,2020,31,1,9.931416129018778,1,4.0,1,1,70749.0,11.16689635963299
472,235,1,1990,6.0,10,1,2018,28,1,9.02275219717161,1,4.0,1,1,45515.0,10.725803309495738
472,235,1,1990,6.0,10,1,2020,30,0,11.07370223691783,1,4.0,1,1,47943.0,10.777759132726588
473,235,0,1988,9.0,25,1,2018,30,1,7.660589446961212,1,4.0,1,1,42648.0,10.660745269540461
473,235,0,1988,9.0,25,1,2020,32,1,13.486303278467942,1,5.0,1,1,41493.0,10.633276690267865
474,235,1,1971,9.0,14,1,2018,47,1,12.252685903011029,1,4.0,1,1,33908.0,10.4314146868529
474,235,1,1971,9.0,14,1,2020,49,0,9.764524496481506,1,5.0,1,1,37346.0,10.527990129125026
475,236,1,1970,9.0,18,1,2018,48,1,13.171782059281664,1,3.0,1,1,88636.0,11.392297053874673
475,236,1,1970,9.0,18,1,2020,50,1,8.967613966119774,1,3.0,1,1,40901.0,10.618904768063445
476,237,1,1979,9.0,17,1,2018,39,1,9.552327467103813,1,4.0,1,1,113862.0,11.642743596006742
476,237,1,1979,9.0,17,1,2020,41,0,13.097503384427338,1,5.0,1,1,126405.0,11.747246364361615
477,238,1,1990,12.0,23,1,2018,28,1,11.859745978944705,0,4.0,1,1,51683.0,10.85288508056395
477,238,1,1990,12.0,23,1,2020,30,1,16.30116802668177,1,4.0,1,1,48076.0,10.780535932694148
478,238,0,1963,9.0,18,1,2018,55,0,10.091524555001195,1,4.0,1,1,47209.0,10.762334392010567
478,238,0,1963,9.0,18,1,2020,57,1,10.835005348560228,1,4.0,1,1,36303.0,10.499641990452272
479,239,0,1987,12.0,12,1,2018,31,0,15.0166790530015,1,5.0,1,1,38219.0,10.551084434605789
479,239,0,1987,12.0,12,1,2020,33,1,15.741837075831452,1,4.0,1,1,163189.0,12.002666361935544
480,239,1,1984,9.0,16,1,2018,34,1,15.479613777734395,1,4.0,1,1,166506.0,12.02278948541547
480,239,1,1984,9.0,16,1,2020,36,0,9.573798335931627,1,4.0,1,1,40863.0,10.617977076504308
481,239,1,1966,9.0,25,1,2018,52,1,12.711421023898136,1,4.0,1,1,,
481,239,1,1966,9.0,25,1,2020,54,0,9.130446442275547,1,4.0,1,1,47136.0,10.760784790267236
482,240,0,1971,6.0,5,0,2018,47,0,11.054765605119671,1,5.0,0,0,39521.0,10.584589277908886
482,240,0,1971,6.0,5,0,2020,49,0,9.2826319219536,1,4.0,0,0,23862.0,10.080022542865018
483,241,1,1974,9.0,20,0,2018,44,1,13.125467349962786,1,3.0,0,1,125084.0,11.736743562342175
483,241,1,1974,9.0,20,0,2020,46,0,10.244068936765187,1,3.0,0,0,37636.0,10.535720555927819
484,242,0,1963,6.0,19,1,2018,55,1,6.779595478230141,1,4.0,1,0,27793.0,10.23253371179003
484,242,0,1963,6.0,19,1,2020,57,1,8.088601400885532,1,4.0,1,1,88122.0,11.386475713007385
485,242,0,1971,12.0,9,1,2018,47,0,15.4020084275836,1,4.0,1,1,57371.0,10.957300354339509
485,242,0,1971,12.0,9,1,2020,49,1,16.318514198245353,1,3.0,1,1,71980.0,11.184150091126195
486,243,1,1991,9.0,16,0,2018,27,0,10.573963595713657,1,3.0,0,1,49172.0,10.803071330993932
486,243,1,1991,9.0,16,0,2020,29,0,,0,2.0,0,0,45823.0,10.732551683251584
487,244,1,1967,9.0,27,0,2018,51,0,,1,4.0,0,1,29486.0,10.29168505107971
487,244,1,1967,9.0,27,0,2020,53,1,12.891278498112623,1,5.0,0,1,103072.0,11.543185239834546
488,244,1,1976,9.0,15,1,2018,42,0,14.533961910318773,1,4.0,1,1,58688.0,10.979988411258956
488,244,1,1976,9.0,15,1,2020,44,1,11.25037458124464,1,4.0,1,1,57534.0,10.960125532218179
489,245,1,1968,9.0,10,0,2018,50,0,15.461479819579127,1,4.0,0,1,87543.0,11.379884483268567
489,245,1,1968,9.0,10,0,2020,52,0,12.27184059913236,1,4.0,0,1,75895.0,11.237099781774674
490,245,0,1983,9.0,19,1,2018,35,1,9.378919444884026,1,5.0,1,1,40330.0,10.60485136127383
490,245,0,1983,9.0,19,1,2020,37,0,13.983290049097137,1,3.0,1,1,72153.0,11.186543725922313
491,246,0,1983,6.0,10,1,2018,35,1,10.753074187348783,1,3.0,1,1,20266.0,9.91672284929976
491,246,0,1983,6.0,10,1,2020,37,0,10.549417532187931,1,4.0,1,1,,
492,246,1,1971,12.0,3,1,2018,47,0,18.318105885434345,1,5.0,1,1,50388.0,10.827507384467719
492,246,1,1971,12.0,3,1,2020,49,0,13.25011390709416,1,4.0,1,1,138409.0,11.837966214124876
493,246,0,1987,6.0,9,0,2018,31,1,10.876189939861241,0,3.0,0,1,69286.0,11.146000416117982
493,246,0,1987,6.0,9,0,2020,33,0,13.328580247845425,0,3.0,0,0,,
494,247,0,1971,6.0,9,1,2018,47,0,12.606587218771807,1,5.0,1,1,34955.0,10.461815532326918
494,247,0,1971,6.0,9,1,2020,49,1,6.902215830117328,1,4.0,1,0,42660.0,10.661018797240228
495,248,0,1986,9.0,1,0,2018,32,1,9.602882557706542,0,3.0,0,1,37462.0,10.53108741342815
495,248,0,1986,9.0,1,0,2020,34,0,12.00727119177093,0,4.0,0,0,31649.0,10.362460192060178
496,248,0,1978,9.0,13,1,2018,40,0,10.11823687420291,1,3.0,1,0,38574.0,10.56033369324619
496,248,0,1978,9.0,13,1,2020,42,1,13.925093702102405,1,4.0,1,1,33187.0,10.409914021990598
497,248,1,1989,9.0,16,1,2018,29,0,14.19684020179036,1,4.0,1,1,125097.0,11.736846910945728
497,248,1,1989,9.0,16,1,2020,31,0,13.544508996973196,1,4.0,1,1,66813.0,11.109657422897593
498,249,1,1964,6.0,23,1,2018,54,1,10.550326398291695,1,4.0,1,1,88464.0,11.390353427078676
498,249,1,1964,6.0,23,1,2020,56,0,10.595988307809172,1,5.0,1,1,22471.0,10.01999195607398
499,249,0,1990,9.0,15,0,2018,28,1,12.611606056505787,0,5.0,0,1,69021.0,11.142167498772825
499,249,0,1990,9.0,15,0,2020,30,1,12.097996553253033,0,4.0,0,0,21352.0,9.968898007404144
500,249,1,1967,6.0,19,1,2018,51,0,7.590207269948223,1,4.0,1,1,106578.0,11.57663572193209
500,249,1,1967,6.0,19,1,2020,53,0,8.87480165561576,1,4.0,1,1,74986.0,11.225061610802483
501,250,1,1983,9.0,3,1,2018,35,0,12.524719346244279,0,4.0,1,1,71102.0,11.171869802137183
501,250,1,1983,9.0,3,1,2020,37,1,11.044456294921549,1,4.0,1,1,97659.0,11.489238676039317
502,250,0,1988,6.0,9,1,2018,30,0,9.867088380186399,1,3.0,1,0,45427.0,10.723857574220935
502,250,0,1988,6.0,9,1,2020,32,1,10.47818049441944,1,4.0,1,0,71056.0,11.171222657371972
503,250,0,1993,12.0,10,1,2018,25,1,15.974515482707607,1,4.0,1,1,99212.0,11.505012939764107
503,250,0,1993,12.0,10,1,2020,27,0,14.795132477124866,0,4.0,1,1,86206.0,11.364497036204186
504,251,1,1965,6.0,6,1,2018,53,1,5.066037098406878,1,3.0,1,0,39747.0,10.590289400043195
504,251,1,1965,6.0,6,1,2020,55,1,7.1627981248102355,1,4.0,1,1,18755.0,9.839193655861898
505,251,1,1980,12.0,5,1,2018,38,0,14.920164056300901,1,4.0,1,1,91621.0,11.425417415709664
505,251,1,1980,12.0,5,1,2020,40,0,16.989461786003595,1,3.0,1,1,55944.0,10.932103036277464
506,251,0,1973,6.0,18,1,2018,45,0,7.842451019590666,1,4.0,1,1,68926.0,11.140792309647116
506,251,0,1973,6.0,18,1,2020,47,1,8.94568998771816,1,4.0,1,1,90566.0,11.413839128752889
507,252,1,1965,12.0,11,1,2018,53,1,12.84144082406137,1,4.0,1,1,177738.0,12.088064447763726
507,252,1,1965,12.0,11,1,2020,55,0,10.862018389020896,0,4.0,1,1,22531.0,10.022648863835716
508,252,0,1986,9.0,16,0,2018,32,0,12.25722911037908,1,4.0,0,1,77598.0,11.25930294311873
508,252,0,1986,9.0,16,0,2020,34,1,9.815569462812201,1,3.0,1,1,32538.0,10.390176420923229
509,253,0,1989,9.0,4,1,2018,29,1,,1,4.0,1,1,43655.0,10.684061729573735
509,253,0,1989,9.0,4,1,2020,31,0,12.627127764218539,1,,1,1,57190.0,10.954142640859498
510,253,0,1976,12.0,5,1,2018,42,0,13.330254792087931,1,3.0,1,1,65503.0,11.089852524127867
510,253,0,1976,12.0,5,1,2020,44,0,17.202520240175918,1,3.0,1,1,62625.0,11.044912982183897
511,254,0,1974,12.0,12,1,2018,44,1,15.174775438823644,1,4.0,1,1,53788.0,10.892799893852668
511,254,0,1974,12.0,12,1,2020,46,0,17.623057627263478,1,3.0,1,1,70124.0,11.158024854240034
512,254,1,1980,14.0,5,1,2018,38,1,16.939019061876042,1,4.0,1,1,136698.0,11.825531076642198
512,254,1,1980,14.0,5,1,2020,40,1,15.293054734683533,1,4.0,1,1,59163.0,10.988052743791803
513,255,0,1979,6.0,13,1,2018,39,1,6.488479236392511,1,5.0,1,1,44777.0,10.709445389292167
513,255,0,1979,6.0,13,1,2020,41,0,8.631773375701615,1,5.0,1,1,,
514,255,1,1980,6.0,27,0,2018,38,1,6.751789476853322,0,4.0,0,1,54412.0,10.904343012023261
514,255,1,1980,6.0,27,0,2020,40,0,7.2505027550791095,1,4.0,0,0,49901.0,10.817804545060135
515,256,0,1963,6.0,28,1,2018,55,0,10.741813899387179,1,4.0,1,1,14755.0,9.599308624955983
515,256,0,1963,6.0,28,1,2020,57,0,7.689536874855083,1,4.0,1,0,,
516,256,0,1968,9.0,7,1,2018,50,0,11.214147065907069,1,4.0,1,1,66545.0,11.105632348816721
516,256,0,1968,9.0,7,1,2020,52,0,10.589701060592507,1,4.0,1,1,54409.0,10.904280400358356
517,256,0,1968,14.0,22,1,2018,50,1,14.072973017980836,1,3.0,1,1,118176.0,11.679933101677612
517,256,0,1968,14.0,22,1,2020,52,0,17.79280025161618,1,5.0,1,1,39518.0,10.584523088857134
