item,firm,tier,month,t,cap,lnctx,lnlat,mm,cache,reason,hike,rho,p_out,p_in,io_ratio,q_tok,q_out,q_in,exp_yuan,p_blend,cap_z,lnlat_z,eta,p_out_adj
econ_6,S06,经济档,2026-08,43,0.7362844169539503,5.636290092718625,1.4441869131655545,1.0,1.0,0.0,0.42,1.0,2.64140130255392,0.5820966308291299,0.22037417421817423,730.6547110211656,91.3318388776457,639.3228721435198,613391728.0628035,0.8395097147947285,0.032048208110158495,-0.745448465380134,5.759715316268396,0.45859928095634256
balanced_1,S07,均衡档,2023-01,0,0.3550918462858287,2.98627571204106,2.341251562872174,0.0,0.0,0.0,0.0,0.5,12.787095424040208,3.7124174667836,0.2903253118612159,0.009003316156799796,0.0015005526927999659,0.007502763463999831,47041.100604532454,5.224863792993035,-2.3532546192875703,0.21580012631221762,0.5748683680694516,22.243518924136314
balanced_1,S07,均衡档,2023-02,1,0.3793820743058923,3.207273596944716,2.2616203857870016,0.0,0.0,0.0,0.0,0.5,11.773272132377862,3.1305881213765305,0.26590637557481156,0.009887738497593534,0.0016177705779043712,0.008269967919689163,44936.316594966236,4.544650589809063,-2.2012591345045327,0.13047143026677663,0.6757608464755077,17.422246633231914
balanced_1,S07,均衡档,2023-03,2,0.4022006318066581,3.4050311932893247,2.187885015159658,0.0,0.0,0.0,0.0,0.5,9.943754848082033,2.612352880997103,0.262712920914475,0.013333179340596319,0.0021441333413053667,0.011189045999290952,50550.4728593964,3.7913292522423654,-2.0584725906106804,0.05146037883739757,0.7845665467144443,12.674201939559914
balanced_1,S07,均衡档,2023-04,3,0.42363668279743777,3.5819924656971867,2.119608931839472,0.0,0.0,0.0,0.0,0.5,8.691377591618302,2.175865517052373,0.2503475995739399,0.015785806590445126,0.0024978543609869867,0.01328795222945814,50622.592468525516,3.2068423097978718,-1.9243370460828062,-0.021700779568813593,0.9005805935245962,9.650860405067043
balanced_1,S07,均衡档,2023-05,4,0.44377398911331206,3.7403443698012384,2.0563879360828405,0.0,0.0,0.0,0.0,0.5,7.983961516414531,1.8731065562992224,0.23460866544111358,0.019685576774943824,0.0030681502564379186,0.016617426518505906,55622.20413461169,2.825530832574268,-1.7983283633657219,-0.08944516472134992,1.0230013072748863,7.804448987149921
balanced_1,S07,均衡档,2023-06,5,0.46269123771632065,3.882043879485964,1.9978477546591882,0.0,0.0,0.0,0.0,0.5,7.147832859134698,1.8237481647869207,0.25514700759352954,0.023042193123997638,0.003540722666317313,0.019501470457680324,60874.26477722675,2.6418607139364845,-1.6799541607933743,-0.1521738286691534,1.1509591150572482,6.210327339715423
balanced_1,S07,均衡档,2023-07,6,0.48046234816647676,4.008842171925174,1.9436418251242262,0.0,0.0,0.0,0.0,0.5,6.368037026955025,1.5279037149099501,0.23993323349762946,0.029033087544401776,0.004402317737823223,0.024630769806578554,65667.56704744238,2.2618182426176214,-1.5687518885967835,-0.21025813000005283,1.2835441873258362,4.961291625045127
balanced_1,S07,均衡档,2023-08,7,0.4971567614640547,4.122306269304706,1.8934492441432238,0.0,0.0,0.0,0.0,0.5,5.5919978839917945,1.3589812529808303,0.2430224905612329,0.03512083594828208,0.005259269669338441,0.02986156627894364,69991.13362001172,1.992866391992452,-1.4642870214807648,-0.2640419323125974,1.4198317378688852,3.938493368506592
balanced_1,S07,均衡档,2023-09,8,0.5128397113918062,4.223838404686765,1.846972867718213,0.0,0.0,0.0,0.0,0.5,4.954956794939617,1.2840082547384275,0.2591361151826299,0.04139800345722711,0.006126879367636493,0.03527112408959062,75646.83703938355,1.82730640905286,-1.3661513607069042,-0.3138436399154064,1.55890428056914,3.178486874852004
balanced_1,S07,均衡档,2023-10,9,0.5275724794173857,4.314693351346751,1.8039375520723233,0.0,0.0,0.0,0.0,0.5,4.485943104040942,1.087171643166448,0.24235074274284102,0.05286643230914058,0.007738254458334376,0.0451281778508062,83775.44449184784,1.5846623430528544,-1.2739614390481069,-0.3599580828055329,1.6998704525555992,2.638991163883541
balanced_1,S07,均衡档,2023-11,10,0.5414126341520158,4.395993929745178,1.7640885247771427,1.0,0.0,0.0,0.0,0.5,4.538405458081541,1.1074986009466072,0.24402813084372707,0.061729859164431786,0.008942191380231761,0.05278766778420003,99045.55838548935,1.6044999895700158,-1.187357022382082,-0.40265826208506394,2.074968960920339,2.187216070966459
balanced_1,S07,均衡档,2023-12,11,0.5544142563010872,4.468744883775842,1.7271898764800504,1.0,0.0,0.0,0.0,0.5,4.220268203813045,0.9285947045919969,0.22003215429602424,0.07771909735524056,0.011148729384115477,0.06657036797112509,108867.51931342616,1.4007820859757487,-1.105999702068676,-0.44219696614895865,2.2352281042796167,1.8880704818147314
balanced_1,S07,均衡档,2024-01,12,0.5666281499856898,4.533845297778233,1.6930231643024318,1.0,1.0,0.0,0.0,0.5,3.5622152445471555,0.8114509547821441,0.22779391448180145,0.09491633764837219,0.01349065793344625,0.08142567971492594,114129.57289795497,1.2024228465362863,-1.0295715726107633,-0.4788082672120814,2.1574959781787872,1.6510877798039456
balanced_1,S07,均衡档,2024-02,13,0.5781020412608204,4.592099707768465,1.661386118640782,1.0,1.0,0.0,0.0,0.5,3.2763761579329342,0.804647316147138,0.2455906395847997,0.12319487031976845,0.01735835812919678,0.10583651219057166,142033.576199879,1.1529179407487682,-0.9577739894316005,-0.5127089070349898,2.300197660680984,1.4243889618438044
balanced_1,S07,均衡档,2024-03,14,0.5888807646059797,4.644228044205549,1.6320914457148645,1.0,1.0,0.0,0.0,0.5,3.123091467518059,0.7097673375973815,0.2272643452743439,0.18352205582195458,0.025647351703296364,0.1578747041186582,192153.33368527403,1.0470312836495967,-0.8903264019146583,-0.5440995800520745,2.441119546996752,1.2793685058809676
balanced_1,S07,均衡档,2024-04,15,0.5990064381168749,4.690874529169579,1.6049657187739084,1.0,1.0,0.0,0.0,0.5,2.928795889828494,0.6371530278506919,0.21754777451835428,0.24602740059476677,0.034117451783796576,0.2119099488109702,234942.11807240002,0.9549428945899184,-0.8269652571459875,-0.5731661214982824,2.579727401466157,1.1353121605654724
balanced_1,S07,均衡档,2024-05,16,0.6085186280827943,4.732615637906583,1.5798483513967034,1.0,1.0,0.0,0.0,0.5,2.7704781226605752,0.5317597749986073,0.19193790799110952,0.35071627017552043,0.04828094432894215,0.3024353258465783,294584.2408285343,0.839950312773074,-0.767442970075482,-0.6000806075682149,2.7155582993568,1.0202241370832597
balanced_1,S07,均衡档,2024-06,17,0.6174545035927421,4.769967223131879,1.5565906468074515,1.0,1.0,0.0,0.0,0.5,2.709650590078721,0.5760864684883378,0.21260544462730943,0.46112297483528936,0.06304337650852702,0.3980795983267624,400153.79233420576,0.8677810783059303,-0.7115269560729167,-0.625002374120633,2.8482183090830966,0.9513493335245837
balanced_1,S07,均衡档,2024-07,18,0.6258489817744624,4.803390890136815,1.5350549175792438,1.0,1.0,0.0,0.0,0.5,2.587619672133168,0.6332486367299769,0.24472245421134195,0.6408382250013066,0.08704407522119458,0.553794149780112,575926.3517622948,0.8987078630665649,-0.6589987220984439,-0.6480789599591817,2.977379108282129,0.8690931110973495
balanced_1,S07,均衡档,2024-08,19,0.6337348642338729,4.833299701484944,1.5151136705137431,1.0,1.0,0.0,0.0,0.5,2.3921183438553646,0.501595690106051,0.2096868206351496,0.8975085300748579,0.12115815099206691,0.776350379082791,679238.639655848,0.7568046619001997,-0.6096530129363025,-0.669446980273627,3.1027738372505635,0.7709612331832324
balanced_1,S07,均衡档,2024-09,20,0.6411429652280549,4.860063281798433,1.4966488518714995,1.0,1.0,0.0,0.0,0.5,2.4828502962135963,0.47142235409879985,0.18987143720172325,1.2081053553321919,0.1621391431815806,1.0459662121506113,895659.0737160519,0.7413749717794879,-0.5632970091555919,-0.6892329354124413,3.2241924500058916,0.7700688884775037
balanced_1,S07,均衡档,2024-10,21,0.6481022320726308,4.884012385721662,1.479551148484593,1.0,1.0,0.0,0.0,0.5,2.3540852255568367,0.4839536785220653,0.20558035591408572,1.716500076870618,0.22910414847774674,1.4873959283928713,1259161.4220097158,0.7335632773785339,-0.5197495736641623,-0.7075539597747463,3.341476780380039,0.7045044392883968
balanced_1,S07,均衡档,2024-11,22,0.6546398582540303,4.905442985514641,1.4637193406141464,1.0,1.0,0.0,0.0,0.5,2.1832034539346026,0.4639266508438895,0.21249812975872395,2.2956431412138216,0.30480950144798785,1.990833639765834,1589061.9392372451,0.6922077350389174,-0.4788405439114858,-0.7245185152550984,3.454515500054505,0.6319854271605254
balanced_1,S07,均衡档,2024-12,23,0.6607813896886283,4.924619928792313,1.4490597027215704,1.0,1.0,0.0,0.0,0.5,2.2401048817651206,0.5082540727777033,0.22688851620965964,3.2553350878647658,0.43010668460445295,2.8252284032603128,2399417.9263465474,0.7370724861139778,-0.4404100669747959,-0.7402270333463722,3.563239108530996,0.6286709405501111
balanced_1,S07,均衡档,2025-01,24,0.6665508245439693,4.941780211613492,1.435485448606054,1.0,1.0,0.0,0.0,0.5,2.075254775603083,0.43812274438397597,0.2111175695315071,4.51409034277626,0.5936376379025107,3.9204527048737496,2949588.841321788,0.6534182121635892,-0.40430797493031756,-0.7547725097020412,3.6676150623556563,0.5658322207538805
balanced_1,S07,均衡档,2025-02,25,0.6719707070121281,4.957135907369538,1.4229162176234862,1.0,1.0,0.0,0.0,0.5,2.0170267889162035,0.4241059225861394,0.21026291019864024,5.683973282045364,0.74418622914536,4.939787052900003,3596036.505577946,0.6326624576046426,-0.37039319806883925,-0.7682410546777022,3.767643122711106,0.5353550543993135
balanced_1,S07,均衡档,2025-03,26,0.6770622154016301,4.970876787669087,1.411277598945163,1.0,1.0,0.0,0.0,0.5,1.9636821921904566,0.4633244151890684,0.23594674180562655,8.727245317298467,1.1378546231733546,7.589390694125112,5750734.865823974,0.6589404395938446,-0.33853321366276323,-0.7807124031111082,3.863350976695047,0.5082847000016326
balanced_1,S07,均衡档,2025-04,27,0.6818452448921526,4.9831726676087635,1.4005006910398765,1.0,1.0,0.0,0.0,0.5,1.9173044256986245,0.4138207479606724,0.21583465954285536,11.751044509901714,1.5260257829433774,10.225018726958337,7157180.884869329,0.609067634697368,-0.3086035281306626,-0.7922603863586285,3.9547901679583846,0.48480560137743317
balanced_1,S07,均衡档,2025-05,28,0.6863384852753716,4.994175504413614,1.3905216937714684,1.0,1.0,0.0,0.0,0.5,1.8873531593537034,0.377667351853672,0.20010423061627677,16.97070998619724,2.1955919794258385,14.7751180067714,9723937.149963867,0.5729835203048441,-0.2804871905759072,-0.802953369382646,4.042032356503102,0.4669317296080519
balanced_1,S07,均衡档,2025-06,29,0.6905594939857287,5.004021275383088,1.3812815306970445,1.0,1.0,0.0,0.0,0.5,1.8362746988441887,0.3365543984419586,0.18328107371614769,22.373576888028634,2.88428805685352,19.489288831175116,11855551.06161631,0.5298907332050168,-0.2540743357984956,-0.8128546554774693,4.125165914905891,0.4451395984362681
balanced_1,S07,均衡档,2025-07,30,0.6945247647064874,5.012831658350923,1.3727254993298201,1.0,1.0,0.0,0.0,0.5,1.767513548016354,0.3481805664572063,0.1969889095605307,28.049761392184898,3.6038324537040487,24.445928938480847,14881420.072075797,0.5305364228952761,-0.22926175499440143,-0.822022861029778,4.20429285858529,0.4204068573403585
balanced_1,S07,均衡档,2025-08,31,0.6982497918191601,5.020715535426732,1.3648029472961274,1.0,1.0,0.0,0.0,0.5,1.781089574624656,0.41576152247075265,0.23343100110973902,34.67688431438342,4.441031706155404,30.23585260822802,20480779.386009097,0.5906176345120485,-0.20595249246491906,-0.8305122625322083,4.279526100526678,0.4161885061071268
balanced_1,S07,均衡档,2025-09,32,0.701749130948139,5.027770338603099,1.357466972469409,1.0,1.0,0.0,0.0,0.5,1.6691306400080352,0.3714194948889283,0.22252272289911368,40.87720557824319,5.219217340118414,35.65798823812478,21955627.559412535,0.5371117533312594,-0.1840554667601767,-0.8383731179044267,4.350987015708442,0.3836211494040191
balanced_1,S07,均衡档,2025-10,33,0.7050364558371163,5.034083253857698,1.3506741453059687,1.0,1.0,0.0,0.0,0.5,1.649937343885467,0.35142086567821457,0.2129904308066919,51.867390203600934,6.6033912082400725,45.263998995360865,26801895.46176782,0.5167388479844331,-0.16348511477637748,-0.8456519640239366,4.418803296961582,0.37339008618464237
balanced_1,S07,均衡档,2025-11,34,0.7081246117795332,5.039732298631231,1.3443842517386786,1.0,1.0,0.0,0.0,0.5,1.7406570211214334,0.3585063075271808,0.20596033749153525,61.07460404004889,7.7543627866110265,53.320241253437864,32613328.837065715,0.5339916541363074,-0.1441610574161266,-0.8523918922280296,4.48310708181442,0.3882702307474102
balanced_1,S07,均衡档,2025-12,35,0.711025665811845,5.044787285997033,1.3385600551065648,1.0,1.0,0.0,0.0,0.5,1.6791429068809767,0.35723442145565404,0.21274807521845787,77.58409588083569,9.824984786863535,67.75911109397215,40703440.36507994,0.5246363949075061,-0.1260077855053486,-0.8586328034178637,4.544033328740582,0.3695269786558466
balanced_1,S07,均衡档,2026-01,36,0.7137509538657263,5.049310687437952,1.3331670757108682,1.0,1.0,0.0,0.0,0.5,1.6919596200424794,0.34669680188362756,0.2049084373981237,85.31728750721466,10.777737031090068,74.53955047612459,44078119.61595653,0.5166376112488241,-0.10895436473955951,-0.8644116442749131,4.601718420900628,0.3676799545921231
balanced_1,S07,均衡档,2026-02,37,0.7163111250634717,5.053358404893022,1.3281733866925332,1.0,1.0,0.0,0.0,0.5,1.6101721897228751,0.36622132729294804,0.2274423379253482,84.26121052821938,10.619501987803496,73.64170854041589,44068391.01525951,0.5229973642557728,-0.09293415850652365,-0.8697626259882087,4.656298975745567,0.34580515514793686
balanced_1,S07,均衡档,2026-03,38,0.7187161833296729,5.056980461615173,1.3235494250227111,1.0,1.0,0.0,0.0,0.5,1.6856221766769046,0.32725110159307136,0.1941426175575275,103.30407434226511,12.990667595550807,90.3134067467143,51452519.23538386,0.49806863439782967,-0.07788456750224196,-0.8747174267872476,4.707910839568353,0.3580403780185973
balanced_1,S07,均衡档,2026-04,39,0.7209755264817697,5.060221620377887,1.3192678164873222,1.0,1.0,0.0,0.0,0.5,1.6636517623032565,0.330020031273767,0.1983708602675767,110.35925183233215,13.848707549130514,96.51054428320163,54889839.56232387,0.4973741544181318,-0.06374678512282068,-0.8793053794795832,4.75668824711474,0.34975001006474965
balanced_1,S07,均衡档,2026-05,40,0.7230979829522275,5.063121936670799,1.3153032136295693,1.0,1.0,0.0,0.0,0.5,1.6478665332699138,0.34320235362923934,0.20827072259803228,125.96441348689967,15.775428878277312,110.18898460862236,63812920.15818814,0.5065948262032332,-0.0504655676763783,-0.8835536451033382,4.80276312759097,0.3431080170919175
balanced_1,S07,均衡档,2026-06,41,0.7250918462858287,5.065717253720896,1.311632145691016,1.0,1.0,0.0,0.0,0.5,1.6130114225633787,0.3034331993808876,0.18811596442303868,135.99098243589535,16.99887280448692,118.99210963140843,63525532.53087896,0.46713047727869894,-0.03798901851712339,-0.8874873737226694,4.846264539749729,0.332836024392238
balanced_1,S07,均衡档,2026-07,42,0.7250918462858287,5.065717253720896,1.311632145691016,1.0,1.0,0.0,0.1,0.5,1.7769137049185266,0.3911590059209745,0.22013393494475275,153.15163103356545,19.14395387919568,134.00767715436976,86435463.79575317,0.5643783432956685,-0.03798901851712339,-0.8874873737226694,4.846264539749729,0.36665635776669553
balanced_1,S07,均衡档,2026-08,43,0.7250918462858287,5.065717253720896,1.311632145691016,1.0,1.0,0.0,0.21,0.5,2.008908726396388,0.4656926977307634,0.2318137661565791,169.1093770708626,21.138672133857824,147.97070493700477,111374539.68137567,0.6585947013139664,-0.03798901851712339,-0.8874873737226694,4.846264539749729,0.4145272528808615
balanced_2,S08,均衡档,2023-01,0,0.5134172020268915,2.9692652265893655,2.7259203782782864,0.0,0.0,0.0,0.0,1.0,25.284522598676073,7.553626498180965,0.2987450709698779,0.016779992366585457,0.002796665394430909,0.013983326972154549,176337.17851601887,10.508775848263483,-1.3625377277280393,0.6279915522011095,1.0267121156840422,24.626691564684982
balanced_2,S08,均衡档,2023-02,1,0.5377074300469551,3.1902631114930218,2.646289201193114,0.0,0.0,0.0,0.0,1.0,20.637613969844043,5.726516276276442,0.27747957126459016,0.018477700182039685,0.0030232069455636687,0.015454493236476017,150892.1849537784,8.166177796328006,-1.2105422429450021,0.5426628561556684,1.2069055925120686,17.099609197177262
balanced_2,S08,均衡档,2023-03,2,0.5605259875477209,3.3880207078376303,2.5725538305657705,0.0,0.0,0.0,0.0,1.0,17.421874415972322,4.665019216634351,0.2677679281373694,0.024707565751969657,0.003973269552445952,0.020734296199523706,165947.6933776866,6.716472802038681,-1.0677556990511494,0.46365180472628936,1.4012320451327946,12.433254346763995
balanced_2,S08,均衡档,2023-04,3,0.5819620385385005,3.5649819802454923,2.5042777472455846,0.0,0.0,0.0,0.0,1.0,15.293886890861291,3.950937250498256,0.2583344102576762,0.029050913501355007,0.004596847843298527,0.02445406565805648,166920.14990445285,5.745779728980546,-0.9336201545232757,0.3904906463200782,1.6084325697494628,9.5085657791943
balanced_2,S08,均衡档,2023-05,4,0.6020993448543748,3.723333884349544,2.441056751488953,0.0,0.0,0.0,0.0,1.0,13.95052783036384,3.3756588229297693,0.2419735556946113,0.03713468788828213,0.005787729944097613,0.03134695794418452,186558.52281605877,5.0238344099541345,-0.8076114718061914,0.3227462611675419,1.8270753704313152,7.635441895903045
balanced_2,S08,均衡档,2023-06,5,0.6210165934573835,3.8650333940342696,2.3825165700653006,0.0,0.0,0.0,0.0,1.0,11.99879969067948,2.953143358035082,0.24611989817023508,0.04344091811454501,0.006675243219518623,0.036765674895026385,188669.21489749468,4.343122178035274,-0.6892372692338432,0.2600175972197384,2.0556073941843587,5.837106698791802
balanced_2,S08,均衡档,2023-07,6,0.6387877039075396,3.9918316864734793,2.3283106405303386,0.0,0.0,0.0,0.0,1.0,10.375990221662533,2.4979407989130546,0.24074240101903377,0.05425427706937996,0.00822663335168986,0.0460276437176901,200333.7963345891,3.6924977560461043,-0.5780349970372523,0.20193329588883896,2.292403689854879,4.5262491364770865
balanced_2,S08,均衡档,2023-08,7,0.6554821172051175,4.105295783853011,2.278118059549336,0.0,0.0,0.0,0.0,1.0,9.40940216396716,2.32820635651347,0.24743403629076682,0.0650553201064244,0.009741894309368136,0.05531342579705626,220446.47093695047,3.388600203278083,-0.47357012992123365,0.14814949357629437,2.5358125937564147,3.7106062913066395
balanced_2,S08,均衡档,2023-09,8,0.671165067132869,4.20682791923507,2.2316416831243253,0.0,0.0,0.0,0.0,1.0,8.693758990576097,2.0611648919931285,0.237085579923184,0.07564559877090489,0.011195502672993145,0.06445009609791175,230173.2773799519,3.042784790124261,-0.3754344691473728,0.09834778597348535,2.7841954801358715,3.1225390072653347
balanced_2,S08,均衡档,2023-10,9,0.6858978351584486,4.297682865895056,2.1886063674784357,0.0,0.0,0.0,0.0,1.0,8.02750795504312,2.162564311973343,0.26939422845601235,0.09531592648018457,0.013951743305137555,0.08136418317504701,287953.00917592994,3.0210377196070493,-0.2832445474885753,0.05223334308335892,3.035960379231194,2.644141211446228
balanced_2,S08,均衡档,2023-11,10,0.6997379898930787,4.378983444293484,2.148757340183255,0.0,0.0,0.0,0.0,1.0,7.454863720760526,1.9198750174291648,0.25753321446811156,0.11340334699690022,0.01642761616066368,0.09697573083623653,308646.92266413657,2.721673838009148,-0.19664013082255036,0.009533163803827823,3.2895892350421994,2.266198965313946
balanced_2,S08,均衡档,2023-12,11,0.7127396120421499,4.451734398324147,2.111858691886163,0.0,0.0,0.0,0.0,1.0,6.896970700470398,1.735406561370359,0.25161866517020265,0.14371539202248035,0.020615834055137325,0.12309955796734302,355814.5840423599,2.4758279474108273,-0.11528281050914588,-0.030005540260066875,3.543658940536939,1.9462851296364772
balanced_2,S08,均衡档,2024-01,12,0.7249535057267524,4.516834812326538,2.0776919797085442,1.0,0.0,0.0,0.0,1.0,7.28729945412658,1.844126786170302,0.2530603823513837,0.1750391216183636,0.02487867708794533,0.15016044453041827,458213.2679441596,2.6177763217025185,-0.03885468105123307,-0.0666168413231896,4.27734614367504,1.7036964532090515
balanced_2,S08,均衡档,2024-02,13,0.7364273970018831,4.5750892223167705,2.0460549340468943,1.0,0.0,0.0,0.0,1.0,6.842936059553823,1.5831462759200494,0.23135482520105188,0.23150128471953696,0.03261890853978234,0.19888237617975463,538068.9986652735,2.324259233883485,0.03294290212792953,-0.10051748114609803,4.560259529155349,1.5005584694915974
balanced_2,S08,均衡档,2024-03,14,0.7472061203470424,4.627217558753854,2.016760261120977,1.0,1.0,0.0,0.0,1.0,5.433599785843311,1.2225960216158014,0.22500663828814746,0.34306684028789386,0.04794386086835471,0.29512297941953913,621323.9326725241,1.8110871110455424,0.10039048964487181,-0.13190815416318274,4.3598276648123155,1.2462877442834017
balanced_2,S08,均衡档,2024-04,15,0.7573317938579378,4.673864043717884,1.9896345341800208,1.0,1.0,0.0,0.0,1.0,5.205621434505029,1.1995241535072882,0.23042861810049078,0.4577909627111127,0.06348342119453514,0.39430754151657754,803452.0780651956,1.7550632133649415,0.16375163441354404,-0.1609746956093906,4.607380620266491,1.1298440184444618
balanced_2,S08,均衡档,2024-05,16,0.766843983823857,4.715605152454888,1.9645171668028159,1.0,1.0,0.0,0.0,1.0,4.652307732160416,1.1590511388618838,0.24913466726407824,0.6633878541731552,0.09132451151981395,0.5720633426533411,1087920.3998828945,1.6399462140272008,0.22327392148404807,-0.18788918167932306,4.849973944746841,0.9592438609282585
balanced_2,S08,均衡档,2024-06,17,0.775779859333805,4.752956737680184,1.941259462213564,1.0,1.0,0.0,0.0,1.0,4.558100629385437,1.0553598980688592,0.23153501510368193,0.8867372628536659,0.12123210982101375,0.7655051530326522,1360471.5963526135,1.5342443058887507,0.2791899354866148,-0.21281094823174124,5.086904078353182,0.8960461135451686
balanced_2,S08,均衡档,2024-07,18,0.7841743375155252,4.78638040468512,1.919723732985356,1.0,1.0,0.0,0.0,1.0,4.2996415177741865,0.8684951667127527,0.20199245986496805,1.286628240824324,0.17476074461038488,1.111867496213939,1717060.0996907582,1.3345425237912258,0.33171816946108756,-0.23588753407029017,5.317584638938592,0.8085703960947972
balanced_2,S08,均衡档,2024-08,19,0.7920602199749358,4.816289216033249,1.8997824859198555,1.0,1.0,0.0,0.0,1.0,4.3651804656234745,0.8590266067669498,0.19679062836735567,1.7857799942961088,0.24106935470517965,1.5447106395909291,2379258.7771841073,1.3323358895180852,0.38106387862322905,-0.25725555438473524,5.541539016367921,0.7877198830018408
balanced_2,S08,均衡档,2024-09,20,0.7994683209691176,4.843052796346738,1.881317667277612,1.0,1.0,0.0,0.0,1.0,4.210281180341231,0.9689688678838977,0.23014350500109962,2.3759339123036742,0.318872759810796,2.0570611524928784,3335772.195653834,1.403983578154122,0.4274198824039382,-0.27704150952354956,5.758392069535704,0.7311556992819879
balanced_2,S08,均衡档,2024-10,21,0.8064275878136937,4.867001900269967,1.8642199638907053,1.0,1.0,0.0,0.0,1.0,3.9425612383746977,0.8986112711278306,0.22792576114766422,3.4194380399162005,0.4563981388428835,2.963039901073317,4461998.6633742815,1.3048923862014563,0.47096731789536916,-0.2953625338858545,5.967861314433314,0.6606321813879263
balanced_2,S08,均衡档,2024-11,22,0.8129652139950931,4.8884325000629465,1.8483881560202589,1.0,1.0,0.0,0.0,1.0,3.9271827438705884,0.8031320619459166,0.2045059052063257,4.606635968394983,0.6116570941145498,3.994978874280433,5610584.805903909,1.2179353533460808,0.5118763476480457,-0.31232708936620657,6.169747919224143,0.6365223985300907
balanced_2,S08,均衡档,2024-12,23,0.8191067454296912,4.907609443340618,1.8337285181276826,1.0,1.0,0.0,0.0,1.0,3.8391072764768706,0.84214981282546,0.21936084411746282,6.610882794884902,0.8734538240982109,5.7374289707866915,8185057.665609375,1.2381187081311549,0.5503068245847356,-0.32803560745748056,6.363927756355512,0.6032606628261674
balanced_2,S08,均衡档,2025-01,24,0.8248761802850322,4.924769726161797,1.8201542640121664,1.0,1.0,0.0,0.0,1.0,3.6559883850584955,0.7056800171590807,0.19302031156419822,9.215017083081072,1.2118457006926302,8.003171382388443,10078171.92466627,1.0936682844755616,0.5864089166292139,-0.34258108381314945,6.5503427033767565,0.5581369633032792
balanced_2,S08,均衡档,2025-02,25,0.8302960627531908,4.940125421917843,1.8075850330295986,1.0,1.0,0.0,0.0,1.0,3.4424647274870313,0.6046833135470162,0.1756541784491804,11.525577324111255,1.509010599090492,10.016566725020763,11251566.51842343,0.9762258498657069,0.6203236934906908,-0.3560496287888104,6.728992333761191,0.511586959345346
balanced_2,S08,均衡档,2025-03,26,0.8353875711426928,4.953866302217392,1.7959464143512753,1.0,1.0,0.0,0.0,1.0,3.1844259369399937,0.5962188780563072,0.1872296262695408,17.454293575478836,2.27568355386066,15.178610021618177,16296519.570725078,0.9336682404391151,0.6521836778967669,-0.36852097722221644,6.899926096530969,0.46151594848834787
balanced_2,S08,均衡档,2025-04,27,0.8401706006332155,4.966162182157069,1.785169506445989,1.0,1.0,0.0,0.0,1.0,3.238613799902423,0.7123134831093678,0.21994394117965818,23.284350710377662,3.023775417852575,20.26057529252509,24224721.752481207,1.0403863974478116,0.6821133634288689,-0.38006896046973676,7.0632360483964725,0.4585169995327662
balanced_2,S08,均衡档,2025-05,28,0.8446638410164344,4.977165018961919,1.7751905091775808,1.0,1.0,0.0,0.0,1.0,3.347008713851703,0.6717130311575965,0.2006905534418511,33.202837162816564,4.295629530417629,28.907207632398936,33794857.53084721,1.0178304150674702,0.7102297009836243,-0.3907619434937543,7.2190501737734865,0.4636356076331549
balanced_2,S08,均衡档,2025-06,29,0.8488848497267913,4.987010789931393,1.765950346103157,1.0,1.0,0.0,0.0,1.0,3.168202384500686,0.7062076255927564,0.2229048336834883,44.9903683886545,5.799930108013681,39.19043828064083,46051938.76225709,1.0235955030292727,0.7366425557610345,-0.40066322958857753,7.367526305655131,0.4300225412251127
balanced_2,S08,均衡档,2025-07,30,0.8528501204475503,4.995821172899229,1.7573943147359323,1.0,1.0,0.0,0.0,1.0,3.212480858484352,0.5928260758670475,0.18453839944333328,55.85053206200276,7.175674587298368,48.67485747470439,51907442.00852544,0.9293992392212149,0.7614551365651301,-0.4098314351408864,7.508846643083885,0.427826137778862
balanced_2,S08,均衡档,2025-08,31,0.8565751475602228,5.0037050499750375,1.7494717627022396,1.0,1.0,0.0,0.0,1.0,3.072678528866537,0.6029257732665222,0.19622155965952354,67.07039735068261,8.58963448037558,58.48076287030704,61652744.61345771,0.9192243828689683,0.784764399094611,-0.4183208366433167,7.643212848103669,0.4020139946290896
balanced_2,S08,均衡档,2025-09,32,0.8600744866892018,5.010759853151404,1.7421357878755215,1.0,1.0,0.0,0.0,1.0,2.8772917630762533,0.5936721120420837,0.2063301746665273,80.05439108956375,10.221375463827123,69.83301562573664,70867793.3061784,0.8852455479536717,0.8066614247993548,-0.4261816920155349,7.770841695836904,0.3702677104614952
balanced_2,S08,均衡档,2025-10,33,0.8633618115781792,5.0170727684060035,1.7353429607120812,1.0,1.0,0.0,0.0,1.0,2.978844597733997,0.6373224832405365,0.21394955739730326,98.63965225197197,12.558106546477228,86.08154570549475,92270352.3139513,0.9354286051034478,0.8272317767831541,-0.43346053813504487,7.891961245060082,0.3774530189943069
balanced_2,S08,均衡档,2025-11,34,0.8664499675205961,5.022721813179536,1.7290530671447908,1.0,1.0,0.0,0.0,1.0,2.892152247516847,0.5951455051755974,0.20577945220089272,116.89048426578144,14.841049492603338,102.0494347731781,103656837.05650876,0.8867859322134172,0.8465558341434049,-0.44020046633913806,8.006807492757558,0.36121166271736915
