series,x,value
game.scenC.x,28.0,0.3453
game.scenC.y,28.0,1.0
game.scenC.z,28.0,0.9999
game.scenC.x,29.0,0.3374
game.scenC.y,29.0,1.0
game.scenC.z,29.0,1.0
game.scenC.x,30.0,0.3296
game.scenC.y,30.0,1.0
game.scenC.z,30.0,1.0
game.scenC.x,31.0,0.322
game.scenC.y,31.0,1.0
game.scenC.z,31.0,1.0
game.scenC.x,32.0,0.3144
game.scenC.y,32.0,1.0
game.scenC.z,32.0,1.0
game.scenC.x,33.0,0.3069
game.scenC.y,33.0,1.0
game.scenC.z,33.0,1.0
game.scenC.x,34.0,0.2995
game.scenC.y,34.0,1.0
game.scenC.z,34.0,1.0
game.scenC.x,35.0,0.2922
game.scenC.y,35.0,1.0
game.scenC.z,35.0,1.0
game.scenC.x,36.0,0.285
game.scenC.y,36.0,1.0
game.scenC.z,36.0,1.0
game.scenC.x,37.0,0.2779
game.scenC.y,37.0,1.0
game.scenC.z,37.0,1.0
game.scenC.x,38.0,0.271
game.scenC.y,38.0,1.0
game.scenC.z,38.0,1.0
game.scenC.x,39.0,0.2641
game.scenC.y,39.0,1.0
game.scenC.z,39.0,1.0
game.scenC.x,40.0,0.2573
game.scenC.y,40.0,1.0
game.scenC.z,40.0,1.0
game.scenC.x,41.0,0.2507
game.scenC.y,41.0,1.0
game.scenC.z,41.0,1.0
game.scenC.x,42.0,0.2442
game.scenC.y,42.0,1.0
game.scenC.z,42.0,1.0
game.scenC.x,43.0,0.2378
game.scenC.y,43.0,1.0
game.scenC.z,43.0,1.0
game.scenC.x,44.0,0.2315
game.scenC.y,44.0,1.0
game.scenC.z,44.0,1.0
game.scenC.x,45.0,0.2253
game.scenC.y,45.0,1.0
game.scenC.z,45.0,1.0
game.scenC.x,46.0,0.2193
game.scenC.y,46.0,1.0
game.scenC.z,46.0,1.0
game.scenC.x,47.0,0.2134
game.scenC.y,47.0,1.0
game.scenC.z,47.0,1.0
game.scenC.x,48.0,0.2075
game.scenC.y,48.0,1.0
game.scenC.z,48.0,1.0
game.scenC.x,49.0,0.2018
game.scenC.y,49.0,1.0
game.scenC.z,49.0,1.0
game.scenC.x,50.0,0.1963
game.scenC.y,50.0,1.0
game.scenC.z,50.0,1.0
ssdmi.钢铁,2015,0.55
ssdmi.钢铁,2016,0.5399
ssdmi.钢铁,2017,0.5073
ssdmi.钢铁,2018,0.5172
ssdmi.钢铁,2019,0.5007
ssdmi.钢铁,2020,0.49
ssdmi.钢铁,2021,0.4879
ssdmi.钢铁,2022,0.4615
ssdmi.钢铁,2023,0.4361
ssdmi.钢铁,2024,0.4407
ssdmi.钢铁,2025,0.42
ssdmi.水泥,2015,0.5
ssdmi.水泥,2016,0.4901
ssdmi.水泥,2017,0.4745
ssdmi.水泥,2018,0.4509
ssdmi.水泥,2019,0.4503
ssdmi.水泥,2020,0.44
ssdmi.水泥,2021,0.4374
ssdmi.水泥,2022,0.4231
ssdmi.水泥,2023,0.4056
ssdmi.水泥,2024,0.3946
ssdmi.水泥,2025,0.38
ssdmi.铝冶炼,2015,0.57
ssdmi.铝冶炼,2016,0.5478
ssdmi.铝冶炼,2017,0.5422
ssdmi.铝冶炼,2018,0.5363
ssdmi.铝冶炼,2019,0.5286
ssdmi.铝冶炼,2020,0.51
ssdmi.铝冶炼,2021,0.5031
ssdmi.铝冶炼,2022,0.487
ssdmi.铝冶炼,2023,0.4822
ssdmi.铝冶炼,2024,0.4643
ssdmi.铝冶炼,2025,0.45
ssdmi.化肥,2015,0.53
ssdmi.化肥,2016,0.5166
ssdmi.化肥,2017,0.5086
ssdmi.化肥,2018,0.4858
ssdmi.化肥,2019,0.4714
ssdmi.化肥,2020,0.47
ssdmi.化肥,2021,0.4535
ssdmi.化肥,2022,0.4407
ssdmi.化肥,2023,0.4371
ssdmi.化肥,2024,0.4177
ssdmi.化肥,2025,0.41
ssdmi.电力,2015,0.42
ssdmi.电力,2016,0.3954
ssdmi.电力,2017,0.3886
ssdmi.电力,2018,0.3682
ssdmi.电力,2019,0.3736
ssdmi.电力,2020,0.35
ssdmi.电力,2021,0.3426
ssdmi.电力,2022,0.3281
ssdmi.电力,2023,0.3131
ssdmi.电力,2024,0.3025
ssdmi.电力,2025,0.28
ssdmi.交通运输,2015,0.46
ssdmi.交通运输,2016,0.4491
ssdmi.交通运输,2017,0.4273
ssdmi.交通运输,2018,0.4161
ssdmi.交通运输,2019,0.4025
ssdmi.交通运输,2020,0.4
ssdmi.交通运输,2021,0.3985
ssdmi.交通运输,2022,0.3755
ssdmi.交通运输,2023,0.3587
ssdmi.交通运输,2024,0.357
ssdmi.交通运输,2025,0.33
ssdmi.建筑建材,2015,0.49
ssdmi.建筑建材,2016,0.4679
ssdmi.建筑建材,2017,0.473
ssdmi.建筑建材,2018,0.462
ssdmi.建筑建材,2019,0.4483
ssdmi.建筑建材,2020,0.43
ssdmi.建筑建材,2021,0.417
ssdmi.建筑建材,2022,0.3867
ssdmi.建筑建材,2023,0.3832
ssdmi.建筑建材,2024,0.3712
ssdmi.建筑建材,2025,0.36
ssdmi.纺织,2015,0.34
ssdmi.纺织,2016,0.326
ssdmi.纺织,2017,0.3158
ssdmi.纺织,2018,0.3037
ssdmi.纺织,2019,0.2965
ssdmi.纺织,2020,0.28
ssdmi.纺织,2021,0.2693
ssdmi.纺织,2022,0.249
ssdmi.纺织,2023,0.24
ssdmi.纺织,2024,0.2292
ssdmi.纺织,2025,0.22
ssdmi.composite,2015,0.51
ssdmi.composite,2016,0.4933
ssdmi.composite,2017,0.4839
ssdmi.composite,2018,0.4676
ssdmi.composite,2019,0.4623
ssdmi.composite,2020,0.44
ssdmi.composite,2021,0.4208
ssdmi.composite,2022,0.4075
ssdmi.composite,2023,0.3854
ssdmi.composite,2024,0.3643
ssdmi.composite,2025,0.35
sd_stock.base,2025,2450.0
sd_eff.base,2025,0.52
sd_stock.base,2026,2492.0
sd_eff.base,2026,0.5454
sd_stock.base,2027,2535.0
sd_eff.base,2027,0.5709
sd_stock.base,2028,2577.0
sd_eff.base,2028,0.5885
sd_stock.base,2029,2619.0
sd_eff.base,2029,0.6172
sd_stock.base,2030,2660.0
sd_eff.base,2030,0.63
sd_stock.base,2031,2699.0
sd_eff.base,2031,0.6481
sd_stock.base,2032,2737.0
sd_eff.base,2032,0.66
sd_stock.base,2033,2775.0
sd_eff.base,2033,0.6837
sd_stock.base,2034,2812.0
sd_eff.base,2034,0.6971
sd_stock.base,2035,2850.0
sd_eff.base,2035,0.71
sd_stock.coord,2025,2450.0
sd_eff.coord,2025,0.52
sd_stock.coord,2026,2546.0
sd_eff.coord,2026,0.5591
sd_stock.coord,2027,2642.0
sd_eff.coord,2027,0.5936
sd_stock.coord,2028,2737.0
sd_eff.coord,2028,0.6329
sd_stock.coord,2029,2833.0
sd_eff.coord,2029,0.6627
sd_stock.coord,2030,2930.0
sd_eff.coord,2030,0.7
sd_stock.coord,2031,3027.0
sd_eff.coord,2031,0.7254
sd_stock.coord,2032,3125.0
sd_eff.coord,2032,0.7515
sd_stock.coord,2033,3224.0
sd_eff.coord,2033,0.7824
sd_stock.coord,2034,3322.0
sd_eff.coord,2034,0.8
sd_stock.coord,2035,3420.0
sd_eff.coord,2035,0.83
sd_stock.lag,2025,2450.0
sd_eff.lag,2025,0.52
sd_stock.lag,2026,2441.0
sd_eff.lag,2026,0.523
sd_stock.lag,2027,2432.0
sd_eff.lag,2027,0.5324
sd_stock.lag,2028,2423.0
sd_eff.lag,2028,0.5345
sd_stock.lag,2029,2413.0
sd_eff.lag,2029,0.5412
sd_stock.lag,2030,2400.0
sd_eff.lag,2030,0.55
sd_stock.lag,2031,2385.0
sd_eff.lag,2031,0.552
sd_stock.lag,2032,2367.0
sd_eff.lag,2032,0.5636
sd_stock.lag,2033,2348.0
sd_eff.lag,2033,0.5714
sd_stock.lag,2034,2329.0
sd_eff.lag,2034,0.5747
sd_stock.lag,2035,2310.0
sd_eff.lag,2035,0.58
sfa.te_national,2010,0.612
sfa.te_national,2011,0.6201
sfa.te_national,2012,0.6271
sfa.te_national,2013,0.6348
sfa.te_national,2014,0.6504
sfa.te_national,2015,0.655
sfa.te_national,2016,0.6675
sfa.te_national,2017,0.6695
sfa.te_national,2018,0.6741
sfa.te_national,2019,0.6905
sfa.te_national,2020,0.694
sfa.te_national,2021,0.6992
sfa.te_national,2022,0.7048
sfa.te_national,2023,0.7203
sfa.te_national,2024,0.7267
sfa.te_national,2025,0.734
sfa.prov2025,北京,0.82
sfa.prov2025,天津,0.745
sfa.prov2025,河北,0.716
sfa.prov2025,上海,0.812
sfa.prov2025,江苏,0.796
sfa.prov2025,浙江,0.79
sfa.prov2025,福建,0.762
sfa.prov2025,山东,0.756
sfa.prov2025,广东,0.803
sfa.prov2025,海南,0.728
sfa.prov2025,辽宁,0.722
sfa.prov2025,山西,0.678
sfa.prov2025,吉林,0.692
sfa.prov2025,黑龙江,0.685
sfa.prov2025,安徽,0.735
sfa.prov2025,江西,0.712
sfa.prov2025,河南,0.722
sfa.prov2025,湖北,0.742
sfa.prov2025,湖南,0.725
sfa.prov2025,内蒙古,0.655
sfa.prov2025,广西,0.652
sfa.prov2025,重庆,0.702
sfa.prov2025,四川,0.694
sfa.prov2025,贵州,0.632
sfa.prov2025,云南,0.642
sfa.prov2025,陕西,0.672
sfa.prov2025,甘肃,0.612
sfa.prov2025,青海,0.602
sfa.prov2025,宁夏,0.608
sfa.prov2025,新疆,0.618
cbam_tariff_base.steel,2026,21.6
cbam_tariff_improve.steel,2026,12.312
cbam_tariff_base.steel,2027,48.0
cbam_tariff_improve.steel,2027,27.36
cbam_tariff_base.steel,2028,72.7926
cbam_tariff_improve.steel,2028,41.4918
cbam_tariff_base.steel,2029,96.8963
cbam_tariff_improve.steel,2029,55.2309
cbam_tariff_base.steel,2030,121.0
cbam_tariff_improve.steel,2030,68.97
cbam_tariff_base.alu,2026,13.95
cbam_tariff_improve.alu,2026,7.9515
cbam_tariff_base.alu,2027,31.0
cbam_tariff_improve.alu,2027,17.67
cbam_tariff_base.alu,2028,46.4556
cbam_tariff_improve.alu,2028,26.4797
cbam_tariff_base.alu,2029,61.2278
cbam_tariff_improve.alu,2029,34.8998
cbam_tariff_base.alu,2030,76.0
cbam_tariff_improve.alu,2030,43.32
cbam_tariff_base.cement,2026,1.62
cbam_tariff_improve.cement,2026,0.9234
cbam_tariff_base.cement,2027,3.6
cbam_tariff_improve.cement,2027,2.052
cbam_tariff_base.cement,2028,5.3881
cbam_tariff_improve.cement,2028,3.0712
cbam_tariff_base.cement,2029,7.0941
cbam_tariff_improve.cement,2029,4.0436
cbam_tariff_base.cement,2030,8.8
cbam_tariff_improve.cement,2030,5.016
cbam_tariff_base.fert,2026,3.69
cbam_tariff_improve.fert,2026,2.1033
cbam_tariff_base.fert,2027,8.2
cbam_tariff_improve.fert,2027,4.674
cbam_tariff_base.fert,2028,12.1319
cbam_tariff_improve.fert,2028,6.9152
cbam_tariff_base.fert,2029,15.8159
cbam_tariff_improve.fert,2029,9.0151
cbam_tariff_base.fert,2030,19.5
cbam_tariff_improve.fert,2030,11.115
drivers.ets,2013,28.5
drivers.ets,2014,25.3539
drivers.ets,2015,24.3
drivers.ets,2016,25.0721
drivers.ets,2017,27.8
drivers.ets,2018,29.597
drivers.ets,2019,31.2
drivers.ets,2020,36.3572
drivers.ets,2021,42.85
drivers.ets,2022,55.3
drivers.ets,2023,68.15
drivers.ets,2024,97.24
drivers.ets,2025,86.0
drivers.tech,2005,0.8
drivers.tech,2006,1.0861
drivers.tech,2007,1.0943
drivers.tech,2008,1.4639
drivers.tech,2009,1.8367
drivers.tech,2010,2.1
drivers.tech,2011,2.467
drivers.tech,2012,2.6985
drivers.tech,2013,3.4478
drivers.tech,2014,3.9187
drivers.tech,2015,4.5
drivers.tech,2016,5.3232
drivers.tech,2017,6.2354
drivers.tech,2018,7.2232
drivers.tech,2019,8.111
drivers.tech,2020,9.1
drivers.tech,2021,10.4214
drivers.tech,2022,11.4255
drivers.tech,2023,12.5213
drivers.tech,2024,13.5
drivers.tech,2025,14.2
drivers.eua,2013,4.5
drivers.eua,2014,6.0
drivers.eua,2015,7.7
drivers.eua,2016,5.3
drivers.eua,2017,5.8
drivers.eua,2018,15.9
drivers.eua,2019,24.8
drivers.eua,2020,24.8
drivers.eua,2021,53.5
drivers.eua,2022,81.0
drivers.eua,2023,85.3
drivers.eua,2024,65.2
drivers.eua,2025,71.0
local_prov,山东,216.0
local_prov,广东,198.0
local_prov,浙江,187.0
local_prov,江苏,174.0
local_prov,四川,132.0
local_prov,河北,121.0
local_prov,福建,108.0
local_prov,湖北,102.0
local_prov,北京,98.0
local_prov,安徽,93.0
local_prov,湖南,89.0
local_prov,河南,86.0
local_prov,陕西,78.0
local_prov,上海,74.0
local_prov,江西,69.0
biblio.wos,2000,120.0
biblio.cnki,2000,40.0
biblio.wos,2001,183.913
biblio.cnki,2001,79.6666
biblio.wos,2002,183.907
biblio.cnki,2002,79.6606
biblio.wos,2003,183.901
biblio.cnki,2003,169.2299
biblio.wos,2004,229.2508
biblio.cnki,2004,169.2239
biblio.wos,2005,247.3349
biblio.cnki,2005,169.2179
biblio.wos,2006,294.5692
biblio.cnki,2006,238.1086
biblio.wos,2007,342.5967
biblio.cnki,2007,250.0713
biblio.wos,2008,362.9722
biblio.cnki,2008,294.3973
biblio.wos,2009,437.9231
biblio.cnki,2009,294.3913
biblio.wos,2010,520.0
biblio.cnki,2010,380.0
biblio.wos,2011,585.3956
biblio.cnki,2011,453.1384
biblio.wos,2012,672.0472
biblio.cnki,2012,537.641
biblio.wos,2013,777.4185
biblio.cnki,2013,595.6518
biblio.wos,2014,997.197
biblio.cnki,2014,595.6458
biblio.wos,2015,1250.0
biblio.cnki,2015,900.0
biblio.wos,2016,1614.9176
biblio.cnki,2016,899.994
biblio.wos,2017,2028.4256
biblio.cnki,2017,899.988
biblio.wos,2018,2542.4447
biblio.cnki,2018,899.982
biblio.wos,2019,3259.4845
biblio.cnki,2019,899.976
biblio.wos,2020,4300.0
biblio.cnki,2020,2600.0
biblio.wos,2021,5934.9068
biblio.cnki,2021,8200.0
biblio.wos,2022,7999.6458
biblio.cnki,2022,10613.7458
biblio.wos,2023,9800.0
biblio.cnki,2023,11800.0
biblio.wos,2024,11118.434
biblio.cnki,2024,12589.1485
biblio.wos,2025,12400.0
biblio.cnki,2025,12900.0
