series,x,value
market.lac_q,2.9,0.871224
market.lac_q,3.0,0.891682
market.lac_q,3.1,0.912203
market.lac_q,3.2,0.93276
market.lac_q,3.3,0.953329
market.lac_q,3.4,0.973892
market.lac_q,3.5,0.994431
market.lac_q,3.6,1.014931
market.lac_q,3.7,1.035381
market.lac_q,3.8,1.055769
market.lac_q,3.9,1.076086
market.lac_q,4.0,1.096324
eff.theta,light,42.0
eff.theta,mid,18.5
eff.theta,open,9.2
eff.theta,flag,5.4
eff.theta,reason,3.1
eff.theta,multi,6.8
eff.loss,idle,0.18
eff.loss,batch,0.09
eff.loss,match,0.12
eff.loss,value,0.07
eff.batch_lat,1,43.6242
eff.batch_cost,1,4.009134
eff.batch_lat,2,45.2568
eff.batch_cost,2,3.600355
eff.batch_lat,4,48.5472
eff.batch_cost,4,3.019096
eff.batch_lat,8,55.2288
eff.batch_cost,8,2.344173
eff.batch_lat,16,68.9952
eff.batch_cost,16,1.728721
eff.batch_lat,32,98.1408
eff.batch_cost,32,1.295023
eff.batch_lat,64,162.8832
eff.batch_cost,64,1.07128
eff.batch_lat,128,318.1728
eff.batch_cost,128,1.005708
eff.batch_lat,256,731.9712
eff.batch_cost,256,1.000041
eff.util_now,light,0.44
eff.util_sched,light,0.55
eff.util_now,mid,0.39
eff.util_sched,mid,0.54
eff.util_now,open,0.36
eff.util_sched,open,0.54
eff.util_now,flag,0.33
eff.util_sched,flag,0.52
eff.util_now,reason,0.3
eff.util_sched,reason,0.51
eff.util_now,multi,0.35
eff.util_sched,multi,0.52
game.scenA.x,0,0.3
game.scenA.y,0,0.15
game.scenA.z,0,0.65
game.scenA.x,1,0.302381
game.scenA.y,1,0.096926
game.scenA.z,1,0.708696
game.scenA.x,2,0.303599
game.scenA.y,2,0.061838
game.scenA.z,2,0.766411
game.scenA.x,3,0.306206
game.scenA.y,3,0.039255
game.scenA.z,3,0.818475
game.scenA.x,4,0.31137
game.scenA.y,4,0.024933
game.scenA.z,4,0.862395
game.scenA.x,5,0.3194
game.scenA.y,5,0.015905
game.scenA.z,5,0.897603
game.scenA.x,6,0.330166
game.scenA.y,6,0.010215
game.scenA.z,6,0.924782
game.scenA.x,7,0.343352
game.scenA.y,7,0.006618
game.scenA.z,7,0.945208
game.scenA.x,8,0.358612
game.scenA.y,8,0.005
game.scenA.z,8,0.960275
game.scenA.x,9,0.375853
game.scenA.y,9,0.005
game.scenA.z,9,0.971233
game.scenA.x,10,0.394757
game.scenA.y,10,0.005
game.scenA.z,10,0.97915
game.scenA.x,11,0.414965
game.scenA.y,11,0.005
game.scenA.z,11,0.984857
game.scenA.x,12,0.436181
game.scenA.y,12,0.005
game.scenA.z,12,0.988969
game.scenA.x,13,0.458157
game.scenA.y,13,0.005
game.scenA.z,13,0.991934
game.scenA.x,14,0.480677
game.scenA.y,14,0.005
game.scenA.z,14,0.994078
game.scenA.x,15,0.503534
game.scenA.y,15,0.005
game.scenA.z,15,0.995
game.scenA.x,16,0.526421
game.scenA.y,16,0.005
game.scenA.z,16,0.995
game.scenA.x,17,0.549197
game.scenA.y,17,0.005
game.scenA.z,17,0.995
game.scenA.x,18,0.571771
game.scenA.y,18,0.005
game.scenA.z,18,0.995
game.scenA.x,19,0.594049
game.scenA.y,19,0.005
game.scenA.z,19,0.995
game.scenA.x,20,0.615948
game.scenA.y,20,0.005
game.scenA.z,20,0.995
game.scenA.x,21,0.637387
game.scenA.y,21,0.005
game.scenA.z,21,0.995
game.scenA.x,22,0.658294
game.scenA.y,22,0.005
game.scenA.z,22,0.995
game.scenA.x,23,0.678604
game.scenA.y,23,0.005
game.scenA.z,23,0.995
game.scenA.x,24,0.69826
game.scenA.y,24,0.005
game.scenA.z,24,0.995
game.scenA.x,25,0.717216
game.scenA.y,25,0.005
game.scenA.z,25,0.995
game.scenA.x,26,0.735432
game.scenA.y,26,0.005
game.scenA.z,26,0.995
game.scenA.x,27,0.75288
game.scenA.y,27,0.005
game.scenA.z,27,0.995
game.scenA.x,28,0.769537
game.scenA.y,28,0.005
game.scenA.z,28,0.995
game.scenA.x,29,0.785393
game.scenA.y,29,0.005
game.scenA.z,29,0.995
game.scenA.x,30,0.80044
game.scenA.y,30,0.005
game.scenA.z,30,0.995
game.scenA.x,31,0.814682
game.scenA.y,31,0.005
game.scenA.z,31,0.995
game.scenA.x,32,0.828126
game.scenA.y,32,0.005
game.scenA.z,32,0.995
game.scenA.x,33,0.840785
game.scenA.y,33,0.005
game.scenA.z,33,0.995
game.scenA.x,34,0.852678
game.scenA.y,34,0.005
game.scenA.z,34,0.995
game.scenA.x,35,0.863826
game.scenA.y,35,0.005
game.scenA.z,35,0.995
game.scenA.x,36,0.874256
game.scenA.y,36,0.005
game.scenA.z,36,0.995
game.scenA.x,37,0.883994
game.scenA.y,37,0.005
game.scenA.z,37,0.995
game.scenA.x,38,0.89307
game.scenA.y,38,0.005
game.scenA.z,38,0.995
game.scenA.x,39,0.901515
game.scenA.y,39,0.005
game.scenA.z,39,0.995
game.scenA.x,40,0.909361
game.scenA.y,40,0.005
game.scenA.z,40,0.995
game.scenA.x,41,0.91664
game.scenA.y,41,0.005
game.scenA.z,41,0.995
game.scenA.x,42,0.923384
game.scenA.y,42,0.005
game.scenA.z,42,0.995
game.scenA.x,43,0.929624
game.scenA.y,43,0.005
game.scenA.z,43,0.995
game.scenA.x,44,0.935391
game.scenA.y,44,0.005
game.scenA.z,44,0.995
game.scenA.x,45,0.940716
game.scenA.y,45,0.005
game.scenA.z,45,0.995
game.scenA.x,46,0.945628
game.scenA.y,46,0.005
game.scenA.z,46,0.995
game.scenA.x,47,0.950154
game.scenA.y,47,0.005
game.scenA.z,47,0.995
game.scenA.x,48,0.954322
game.scenA.y,48,0.005
game.scenA.z,48,0.995
game.scenA.x,49,0.958156
game.scenA.y,49,0.005
game.scenA.z,49,0.995
game.scenA.x,50,0.961682
game.scenA.y,50,0.005
game.scenA.z,50,0.995
game.scenA.x,51,0.964921
game.scenA.y,51,0.005
game.scenA.z,51,0.995
game.scenA.x,52,0.967896
game.scenA.y,52,0.005
game.scenA.z,52,0.995
game.scenA.x,53,0.970626
game.scenA.y,53,0.005
game.scenA.z,53,0.995
game.scenA.x,54,0.973131
game.scenA.y,54,0.005
game.scenA.z,54,0.995
game.scenA.x,55,0.975427
game.scenA.y,55,0.005
game.scenA.z,55,0.995
game.scenA.x,56,0.977532
game.scenA.y,56,0.005
game.scenA.z,56,0.995
game.scenA.x,57,0.97946
game.scenA.y,57,0.005
game.scenA.z,57,0.995
game.scenA.x,58,0.981226
game.scenA.y,58,0.005
game.scenA.z,58,0.995
game.scenA.x,59,0.982842
game.scenA.y,59,0.005
game.scenA.z,59,0.995
game.scenA.x,60,0.984322
game.scenA.y,60,0.005
game.scenA.z,60,0.995
game.scenB.x,0,0.3
game.scenB.y,0,0.15
game.scenB.z,0,0.65
game.scenB.x,1,0.305711
game.scenB.y,1,0.128952
game.scenB.z,1,0.706211
game.scenB.x,2,0.314719
game.scenB.y,2,0.112008
game.scenB.z,2,0.758818
game.scenB.x,3,0.327346
game.scenB.y,3,0.098657
game.scenB.z,3,0.80583
game.scenB.x,4,0.343657
game.scenB.y,4,0.088422
game.scenB.z,4,0.846153
game.scenB.x,5,0.363541
game.scenB.y,5,0.080896
game.scenB.z,5,0.879557
game.scenB.x,6,0.386784
game.scenB.y,6,0.075766
game.scenB.z,6,0.906459
game.scenB.x,7,0.413127
game.scenB.y,7,0.072832
game.scenB.z,7,0.927653
game.scenB.x,8,0.442316
game.scenB.y,8,0.072021
game.scenB.z,8,0.944077
game.scenB.x,9,0.474131
game.scenB.y,9,0.07341
game.scenB.z,9,0.956654
game.scenB.x,10,0.508413
game.scenB.y,10,0.077263
game.scenB.z,10,0.966204
game.scenB.x,11,0.545081
game.scenB.y,11,0.084086
game.scenB.z,11,0.97341
game.scenB.x,12,0.584145
game.scenB.y,12,0.094727
game.scenB.z,12,0.978818
game.scenB.x,13,0.625711
game.scenB.y,13,0.110526
game.scenB.z,13,0.982846
game.scenB.x,14,0.669945
game.scenB.y,14,0.133528
game.scenB.z,14,0.985805
game.scenB.x,15,0.716979
game.scenB.y,15,0.166747
game.scenB.z,15,0.987919
game.scenB.x,16,0.766667
game.scenB.y,16,0.214345
game.scenB.z,16,0.989328
game.scenB.x,17,0.818088
game.scenB.y,17,0.281272
game.scenB.z,17,0.990098
game.scenB.x,18,0.868853
game.scenB.y,18,0.371461
game.scenB.z,18,0.990208
game.scenB.x,19,0.914758
game.scenB.y,19,0.483745
game.scenB.z,19,0.989522
game.scenB.x,20,0.951031
game.scenB.y,20,0.607574
game.scenB.z,20,0.987748
game.scenB.x,21,0.975211
game.scenB.y,21,0.724957
game.scenB.z,21,0.98436
game.scenB.x,22,0.988747
game.scenB.y,22,0.820415
game.scenB.z,22,0.978501
game.scenB.x,23,0.995
game.scenB.y,23,0.888718
game.scenB.z,23,0.968822
game.scenB.x,24,0.995
game.scenB.y,24,0.933216
game.scenB.z,24,0.953309
game.scenB.x,25,0.995
game.scenB.y,25,0.960597
game.scenB.z,25,0.929072
game.scenB.x,26,0.995
game.scenB.y,26,0.976927
game.scenB.z,26,0.892275
game.scenB.x,27,0.995
game.scenB.y,27,0.986494
game.scenB.z,27,0.83853
game.scenB.x,28,0.995
game.scenB.y,28,0.992051
game.scenB.z,28,0.764133
game.scenB.x,29,0.995
game.scenB.y,29,0.995
game.scenB.z,29,0.668351
game.scenB.x,30,0.995
game.scenB.y,30,0.995
game.scenB.z,30,0.556041
game.scenB.x,31,0.995
game.scenB.y,31,0.995
game.scenB.z,31,0.437698
game.scenB.x,32,0.995
game.scenB.y,32,0.995
game.scenB.z,32,0.326046
game.scenB.x,33,0.995
game.scenB.y,33,0.995
game.scenB.z,33,0.231167
game.scenB.x,34,0.995
game.scenB.y,34,0.995
game.scenB.z,34,0.157449
game.scenB.x,35,0.995
game.scenB.y,35,0.995
game.scenB.z,35,0.104057
game.scenB.x,36,0.995
game.scenB.y,36,0.995
game.scenB.z,36,0.067325
game.scenB.x,37,0.995
game.scenB.y,37,0.995
game.scenB.z,37,0.042937
game.scenB.x,38,0.995
game.scenB.y,38,0.995
game.scenB.z,38,0.027127
game.scenB.x,39,0.995
game.scenB.y,39,0.995
game.scenB.z,39,0.017035
game.scenB.x,40,0.995
game.scenB.y,40,0.995
game.scenB.z,40,0.010656
game.scenB.x,41,0.995
game.scenB.y,41,0.995
game.scenB.z,41,0.00665
game.scenB.x,42,0.995
game.scenB.y,42,0.995
game.scenB.z,42,0.005
game.scenB.x,43,0.995
game.scenB.y,43,0.995
game.scenB.z,43,0.005
game.scenB.x,44,0.995
game.scenB.y,44,0.995
game.scenB.z,44,0.005
game.scenB.x,45,0.995
game.scenB.y,45,0.995
game.scenB.z,45,0.005
game.scenB.x,46,0.995
game.scenB.y,46,0.995
game.scenB.z,46,0.005
game.scenB.x,47,0.995
game.scenB.y,47,0.995
game.scenB.z,47,0.005
game.scenB.x,48,0.995
game.scenB.y,48,0.995
game.scenB.z,48,0.005
game.scenB.x,49,0.995
game.scenB.y,49,0.995
game.scenB.z,49,0.005
game.scenB.x,50,0.995
game.scenB.y,50,0.995
game.scenB.z,50,0.005
game.scenB.x,51,0.995
game.scenB.y,51,0.995
game.scenB.z,51,0.005
game.scenB.x,52,0.995
game.scenB.y,52,0.995
game.scenB.z,52,0.005
game.scenB.x,53,0.995
game.scenB.y,53,0.995
game.scenB.z,53,0.005
game.scenB.x,54,0.995
game.scenB.y,54,0.995
game.scenB.z,54,0.005
game.scenB.x,55,0.995
game.scenB.y,55,0.995
game.scenB.z,55,0.005
game.scenB.x,56,0.995
game.scenB.y,56,0.995
game.scenB.z,56,0.005
game.scenB.x,57,0.995
game.scenB.y,57,0.995
game.scenB.z,57,0.005
game.scenB.x,58,0.995
game.scenB.y,58,0.995
game.scenB.z,58,0.005
game.scenB.x,59,0.995
game.scenB.y,59,0.995
game.scenB.z,59,0.005
game.scenB.x,60,0.995
game.scenB.y,60,0.995
game.scenB.z,60,0.005
game.scenC.x,0,0.3
game.scenC.y,0,0.15
game.scenC.z,0,0.65
game.scenC.x,1,0.309362
game.scenC.y,1,0.166704
game.scenC.z,1,0.703496
game.scenC.x,2,0.329268
game.scenC.y,2,0.188203
game.scenC.z,2,0.74893
game.scenC.x,3,0.360803
game.scenC.y,3,0.217122
game.scenC.z,3,0.785705
game.scenC.x,4,0.405904
game.scenC.y,4,0.257245
game.scenC.z,4,0.813652
game.scenC.x,5,0.467275
game.scenC.y,5,0.313966
game.scenC.z,5,0.832625
game.scenC.x,6,0.547538
game.scenC.y,6,0.394089
game.scenC.z,6,0.841988
game.scenC.x,7,0.646349
game.scenC.y,7,0.502936
game.scenC.z,7,0.839968
game.scenC.x,8,0.754714
game.scenC.y,8,0.635787
game.scenC.z,8,0.823022
game.scenC.x,9,0.852685
game.scenC.y,9,0.769164
game.scenC.z,9,0.785943
game.scenC.x,10,0.922075
game.scenC.y,10,0.872946
game.scenC.z,10,0.723905
game.scenC.x,11,0.961543
game.scenC.y,11,0.936643
game.scenC.z,11,0.63615
game.scenC.x,12,0.981152
game.scenC.y,12,0.969927
game.scenC.z,12,0.528742
game.scenC.x,13,0.990439
game.scenC.y,13,0.985946
game.scenC.z,13,0.41396
game.scenC.x,14,0.994891
game.scenC.y,14,0.993422
game.scenC.z,14,0.305894
game.scenC.x,15,0.995
game.scenC.y,15,0.995
game.scenC.z,15,0.215041
game.scenC.x,16,0.995
game.scenC.y,16,0.995
game.scenC.z,16,0.145486
game.scenC.x,17,0.995
game.scenC.y,17,0.995
game.scenC.z,17,0.095686
game.scenC.x,18,0.995
game.scenC.y,18,0.995
game.scenC.z,18,0.061702
game.scenC.x,19,0.995
game.scenC.y,19,0.995
game.scenC.z,19,0.039264
game.scenC.x,20,0.995
game.scenC.y,20,0.995
game.scenC.z,20,0.02477
game.scenC.x,21,0.995
game.scenC.y,21,0.995
game.scenC.z,21,0.01554
game.scenC.x,22,0.995
game.scenC.y,22,0.995
game.scenC.z,22,0.009715
game.scenC.x,23,0.995
game.scenC.y,23,0.995
game.scenC.z,23,0.00606
game.scenC.x,24,0.995
game.scenC.y,24,0.995
game.scenC.z,24,0.005
game.scenC.x,25,0.995
game.scenC.y,25,0.995
game.scenC.z,25,0.005
game.scenC.x,26,0.995
game.scenC.y,26,0.995
game.scenC.z,26,0.005
game.scenC.x,27,0.995
game.scenC.y,27,0.995
game.scenC.z,27,0.005
game.scenC.x,28,0.995
game.scenC.y,28,0.995
game.scenC.z,28,0.005
game.scenC.x,29,0.995
game.scenC.y,29,0.995
game.scenC.z,29,0.005
game.scenC.x,30,0.995
game.scenC.y,30,0.995
game.scenC.z,30,0.005
game.scenC.x,31,0.995
game.scenC.y,31,0.995
game.scenC.z,31,0.005
game.scenC.x,32,0.995
game.scenC.y,32,0.995
game.scenC.z,32,0.005
game.scenC.x,33,0.995
game.scenC.y,33,0.995
game.scenC.z,33,0.005
game.scenC.x,34,0.995
game.scenC.y,34,0.995
game.scenC.z,34,0.005
game.scenC.x,35,0.995
game.scenC.y,35,0.995
game.scenC.z,35,0.005
game.scenC.x,36,0.995
game.scenC.y,36,0.995
game.scenC.z,36,0.005
game.scenC.x,37,0.995
game.scenC.y,37,0.995
game.scenC.z,37,0.005
game.scenC.x,38,0.995
game.scenC.y,38,0.995
game.scenC.z,38,0.005
game.scenC.x,39,0.995
game.scenC.y,39,0.995
game.scenC.z,39,0.005
game.scenC.x,40,0.995
game.scenC.y,40,0.995
game.scenC.z,40,0.005
game.scenC.x,41,0.995
game.scenC.y,41,0.995
game.scenC.z,41,0.005
game.scenC.x,42,0.995
game.scenC.y,42,0.995
game.scenC.z,42,0.005
game.scenC.x,43,0.995
game.scenC.y,43,0.995
game.scenC.z,43,0.005
game.scenC.x,44,0.995
game.scenC.y,44,0.995
game.scenC.z,44,0.005
game.scenC.x,45,0.995
game.scenC.y,45,0.995
game.scenC.z,45,0.005
game.scenC.x,46,0.995
game.scenC.y,46,0.995
game.scenC.z,46,0.005
game.scenC.x,47,0.995
game.scenC.y,47,0.995
game.scenC.z,47,0.005
game.scenC.x,48,0.995
game.scenC.y,48,0.995
game.scenC.z,48,0.005
game.scenC.x,49,0.995
game.scenC.y,49,0.995
game.scenC.z,49,0.005
game.scenC.x,50,0.995
game.scenC.y,50,0.995
game.scenC.z,50,0.005
game.scenC.x,51,0.995
game.scenC.y,51,0.995
game.scenC.z,51,0.005
game.scenC.x,52,0.995
game.scenC.y,52,0.995
game.scenC.z,52,0.005
game.scenC.x,53,0.995
game.scenC.y,53,0.995
game.scenC.z,53,0.005
game.scenC.x,54,0.995
game.scenC.y,54,0.995
game.scenC.z,54,0.005
game.scenC.x,55,0.995
game.scenC.y,55,0.995
game.scenC.z,55,0.005
game.scenC.x,56,0.995
game.scenC.y,56,0.995
game.scenC.z,56,0.005
game.scenC.x,57,0.995
game.scenC.y,57,0.995
game.scenC.z,57,0.005
game.scenC.x,58,0.995
game.scenC.y,58,0.995
game.scenC.z,58,0.005
game.scenC.x,59,0.995
game.scenC.y,59,0.995
game.scenC.z,59,0.005
game.scenC.x,60,0.995
game.scenC.y,60,0.995
game.scenC.z,60,0.005
game.sens_RF,1.0,0.005
game.sens_RF,1.05,0.005
game.sens_RF,1.1,0.005
game.sens_RF,1.15,0.005
game.sens_RF,1.2,0.005
game.sens_RF,1.25,0.005
game.sens_RF,1.3,0.005
game.sens_RF,1.35,0.005
game.sens_RF,1.4,0.005
game.sens_RF,1.45,0.005
game.sens_RF,1.5,0.005
game.sens_RF,1.55,0.005
game.sens_RF,1.6,0.005738
game.sens_RF,1.65,0.009349
game.sens_RF,1.7,0.018139
game.sens_RF,1.75,0.039318
game.sens_RF,1.8,0.091276
game.sens_RF,1.85,0.213274
game.sens_RF,1.9,0.443138
game.sens_RF,1.95,0.715504
game.sens_RF,2.0,0.894391
game.sens_RF,2.05,0.974454
game.sens_RF,2.1,0.994153
game.sens_RF,2.15,0.995
game.sens_RF,2.2,0.995
game.sens_RF,2.25,0.995
game.sens_RF,2.3,0.995
game.sens_RF,2.35,0.995
game.sens_RF,2.4,0.995
game.sens_RF,2.45,0.995
game.sens_RF,2.5,0.995
game.sens_RF,2.55,0.995
game.sens_RF,2.6,0.995
game.sens_RF,2.65,0.995
game.sens_RF,2.7,0.995
game.sens_RF,2.75,0.995
game.sens_RF,2.8,0.995
game.sens_RF,2.85,0.995
game.sens_RF,2.9,0.995
game.sens_RF,2.95,0.995
game.sens_RF,3.0,0.995
ahp.criteria,efficiency,0.412
ahp.criteria,fairness,0.318
ahp.criteria,sustain,0.27
ahp.items,metering,0.271
ahp.items,settlement,0.223
ahp.items,entry,0.196
ahp.items,audit,0.166
ahp.items,subsidy,0.144
green.energy,light,0.9
green.iota,light,0.477
green.energy,mid,2.6
green.iota,mid,1.378
green.energy,open,5.4
green.iota,open,2.862
green.energy,flag,9.8
green.iota,flag,5.194
green.energy,reason,17.2
green.iota,reason,9.116
green.energy,multi,7.1
green.iota,multi,3.763
green.mix,2024,0.28
green.mix,2025,0.36
green.mix,2026,0.44
green.scen_base,2026,218.0
green.scen_base,2027,208.012064
green.scen_base,2028,197.265699
green.scen_base,2029,187.181882
green.scen_base,2030,177.053666
green.scen_base,2031,165.819604
green.scen_base,2032,156.484354
green.scen_base,2033,147.219635
green.scen_base,2034,135.74478
green.scen_base,2035,126.0
green.scen_green,2026,218.0
green.scen_green,2027,198.835268
green.scen_green,2028,186.410747
green.scen_green,2029,168.972889
green.scen_green,2030,148.044679
green.scen_green,2031,128.415625
green.scen_green,2032,114.392175
green.scen_green,2033,95.477066
green.scen_green,2034,79.617665
green.scen_green,2035,62.0
green.scen_deep,2026,218.0
green.scen_deep,2027,198.577527
green.scen_deep,2028,178.496994
green.scen_deep,2029,157.425947
green.scen_deep,2030,136.873618
green.scen_deep,2031,115.180584
green.scen_deep,2032,96.183861
green.scen_deep,2033,75.533211
green.scen_deep,2034,53.839139
green.scen_deep,2035,34.0
growth.gY,2022,5.2
growth.cK,2022,2.71
growth.cL,2022,0.42
growth.cD,2022,0.13
growth.cT,2022,0.02
growth.tfp,2022,1.92
growth.gY,2023,5.4
growth.cK,2023,2.66
growth.cL,2023,0.38
growth.cD,2023,0.19
growth.cT,2023,0.04
growth.tfp,2023,2.13
growth.gY,2024,5.0
growth.cK,2024,2.44
growth.cL,2024,0.31
growth.cD,2024,0.24
growth.cT,2024,0.06
growth.tfp,2024,1.95
growth.gY,2025,5.1
growth.cK,2025,2.36
growth.cL,2025,0.28
growth.cD,2025,0.31
growth.cT,2025,0.18
growth.tfp,2025,1.97
growth.gY,2026,5.0
growth.cK,2026,2.22
growth.cL,2026,0.24
growth.cD,2026,0.38
growth.cT,2026,0.34
growth.tfp,2026,1.82
growth.region,east,0.084
growth.region,central,0.051
growth.region,west,0.036
growth.lnT,0,-0.016092
growth.lnY,0,-0.170954
growth.lnT,1,-0.625808
growth.lnY,1,0.089442
growth.lnT,2,-0.196743
growth.lnY,2,-0.32392
growth.lnT,3,0.97148
growth.lnY,3,-0.098001
growth.lnT,4,-0.235087
growth.lnY,4,-0.313971
growth.lnT,5,0.42616
growth.lnY,5,-0.085201
growth.lnT,6,0.784667
growth.lnY,6,-0.308994
growth.lnT,7,-0.186129
growth.lnY,7,-0.892492
growth.lnT,8,1.066998
growth.lnY,8,0.255737
growth.lnT,9,1.877921
growth.lnY,9,-0.120757
growth.lnT,10,-0.564738
growth.lnY,10,-0.242754
growth.lnT,11,0.612719
growth.lnY,11,0.001783
growth.lnT,12,0.491659
growth.lnY,12,0.020276
growth.lnT,13,0.848429
growth.lnY,13,0.119743
growth.lnT,14,-0.784782
growth.lnY,14,0.228386
growth.lnT,15,0.538897
growth.lnY,15,0.15098
growth.lnT,16,-1.135342
growth.lnY,16,-0.5142
growth.lnT,17,-1.655965
growth.lnY,17,-0.504426
growth.lnT,18,0.251566
growth.lnY,18,-0.359892
growth.lnT,19,-1.929326
growth.lnY,19,-0.631571
growth.lnT,20,-0.373877
growth.lnY,20,0.172535
growth.lnT,21,-0.6281
growth.lnY,21,-0.266109
growth.lnT,22,-0.721353
growth.lnY,22,-0.205675
growth.lnT,23,-1.06908
growth.lnY,23,-0.054296
growth.lnT,24,-0.656054
growth.lnY,24,-0.813056
growth.lnT,25,-1.480597
growth.lnY,25,-0.279393
growth.lnT,26,0.392615
growth.lnY,26,-0.070075
growth.lnT,27,0.245415
growth.lnY,27,0.502435
growth.lnT,28,-0.234036
growth.lnY,28,0.165186
growth.lnT,29,1.073465
growth.lnY,29,-0.169533
growth.lnT,30,-0.388365
growth.lnY,30,-0.005323
growth.lnT,31,1.483234
growth.lnY,31,0.015324
growth.lnT,32,1.30971
growth.lnY,32,-0.144949
growth.lnT,33,-2.603163
growth.lnY,33,-0.22969
growth.lnT,34,-1.129702
growth.lnY,34,-0.380876
growth.lnT,35,-0.307347
growth.lnY,35,0.065419
growth.lnT,36,-0.918152
growth.lnY,36,-0.244795
growth.lnT,37,1.871577
growth.lnY,37,0.153315
growth.lnT,38,-0.442472
growth.lnY,38,-0.669276
growth.lnT,39,-0.04772
growth.lnY,39,0.010427
growth.lnT,40,-0.630418
growth.lnY,40,-0.464678
growth.lnT,41,1.190918
growth.lnY,41,0.917564
growth.lnT,42,0.41423
growth.lnY,42,0.479426
growth.lnT,43,-0.111037
growth.lnY,43,-0.41233
growth.lnT,44,0.849272
growth.lnY,44,-0.002721
growth.lnT,45,-1.91864
growth.lnY,45,0.010227
growth.lnT,46,-0.729721
growth.lnY,46,-0.544563
growth.lnT,47,-1.177415
growth.lnY,47,0.097024
growth.lnT,48,0.814326
growth.lnY,48,0.272261
growth.lnT,49,1.508075
growth.lnY,49,0.008696
growth.lnT,50,-1.236759
growth.lnY,50,-0.258546
growth.lnT,51,-0.69131
growth.lnY,51,-0.300281
growth.lnT,52,-0.352866
growth.lnY,52,-0.590759
growth.lnT,53,-0.843749
growth.lnY,53,-0.361614
growth.lnT,54,-0.557399
growth.lnY,54,0.199169
growth.lnT,55,0.245971
growth.lnY,55,0.066222
growth.lnT,56,0.945492
growth.lnY,56,0.170819
growth.lnT,57,0.134708
growth.lnY,57,-0.231811
growth.lnT,58,-1.043629
growth.lnY,58,-0.105694
growth.lnT,59,1.043533
growth.lnY,59,-0.31291
growth.lnT,60,-1.613151
growth.lnY,60,-0.131387
growth.lnT,61,1.074906
growth.lnY,61,0.062264
growth.lnT,62,0.736521
growth.lnY,62,0.462587
growth.lnT,63,-0.850442
growth.lnY,63,-0.039976
growth.lnT,64,-1.342389
growth.lnY,64,-0.012722
growth.lnT,65,1.619773
growth.lnY,65,-0.225936
growth.lnT,66,0.587168
growth.lnY,66,0.268104
growth.lnT,67,0.17517
growth.lnY,67,-0.397237
growth.lnT,68,0.822984
growth.lnY,68,0.198018
growth.lnT,69,-0.811791
growth.lnY,69,-0.679008
growth.lnT,70,-0.469119
growth.lnY,70,0.002205
growth.lnT,71,-1.477643
growth.lnY,71,-0.028425
growth.lnT,72,0.907986
growth.lnY,72,0.133027
growth.lnT,73,-0.462543
growth.lnY,73,0.558541
growth.lnT,74,-0.35126
growth.lnY,74,-0.825607
growth.lnT,75,-0.671447
growth.lnY,75,0.097452
growth.lnT,76,-0.34223
growth.lnY,76,0.248674
growth.lnT,77,-1.189158
growth.lnY,77,-0.281399
growth.lnT,78,1.498641
growth.lnY,78,0.25529
growth.lnT,79,-1.831453
growth.lnY,79,-0.35617
growth.lnT,80,-0.916038
growth.lnY,80,0.23365
growth.lnT,81,0.176751
growth.lnY,81,-0.051714
growth.lnT,82,-0.503032
growth.lnY,82,-0.260423
growth.lnT,83,-0.867088
growth.lnY,83,-0.022723
growth.lnT,84,1.09784
growth.lnY,84,0.613139
growth.lnT,85,0.074175
growth.lnY,85,0.009608
growth.lnT,86,-0.582856
growth.lnY,86,0.034032
growth.lnT,87,0.663252
growth.lnY,87,-0.018798
growth.lnT,88,0.232385
growth.lnY,88,0.061289
growth.lnT,89,-0.711738
growth.lnY,89,0.107603
growth.lnT,90,0.563728
growth.lnY,90,0.377107
growth.lnT,91,0.448958
growth.lnY,91,-0.166895
growth.lnT,92,1.701592
growth.lnY,92,-0.181117
growth.lnT,93,0.259548
growth.lnY,93,-0.107574
growth.lnT,94,0.620515
growth.lnY,94,0.185065
growth.lnT,95,1.489189
growth.lnY,95,0.173901
growth.lnT,96,0.849645
growth.lnY,96,-0.512191
growth.lnT,97,-1.780812
growth.lnY,97,-0.239787
growth.lnT,98,-1.042805
growth.lnY,98,-0.358714
growth.lnT,99,1.364975
growth.lnY,99,-0.045862
growth.lnT,100,-0.675779
growth.lnY,100,0.135197
growth.lnT,101,-1.458938
growth.lnY,101,-1.28099
growth.lnT,102,-1.198104
growth.lnY,102,-0.402887
growth.lnT,103,-0.263336
growth.lnY,103,-0.087027
growth.lnT,104,0.134731
growth.lnY,104,0.724088
growth.lnT,105,-1.165819
growth.lnY,105,-0.491328
growth.lnT,106,1.315314
growth.lnY,106,0.258086
growth.lnT,107,-0.908083
growth.lnY,107,-0.035336
growth.lnT,108,0.946049
growth.lnY,108,-0.251127
growth.lnT,109,-1.129749
growth.lnY,109,-0.271571
growth.lnT,110,-0.032637
growth.lnY,110,-0.09189
growth.lnT,111,0.00319
growth.lnY,111,-0.129069
growth.lnT,112,-1.087614
growth.lnY,112,0.26794
growth.lnT,113,-0.543991
growth.lnY,113,-0.013268
growth.lnT,114,0.321247
growth.lnY,114,0.614079
growth.lnT,115,1.517264
growth.lnY,115,0.251872
growth.lnT,116,-0.887621
growth.lnY,116,-0.146649
growth.lnT,117,-0.305162
growth.lnY,117,0.069781
growth.lnT,118,0.346294
