participant_id,t_index,day,prompt_of_day,answered,deployed_family,negative affect,positive affect,arousal,stressor intensity,controllability appraisal,social presence,at home,time of day (sin),time of day (cos),day in protocol,regulatory effort,perceived regulation success,response latency,item: changed the situation,item: looked away or distracted,item: thought about it differently,item: kept it inside
134,2,1,2,1,Response modulation,2.3822,5.6970,3.7326,0.3660,0.4448,1.0000,1.0000,0.8660,0.5000,0.0000,3.1636,2.8928,-0.1604,1.0000,2.4259,1.0000,6.9149
134,3,1,3,1,Response modulation,1.6120,5.9500,3.1317,0.2679,0.3089,0.0000,0.0000,0.8660,-0.5000,0.0000,2.6566,1.8411,-0.0052,3.4054,2.5923,1.0000,4.7897
134,4,1,4,1,Situation modification,1.0683,5.2192,3.8960,0.4827,0.7073,0.0000,1.0000,0.0000,-1.0000,0.0000,3.2656,5.1856,0.5983,5.2684,4.1323,2.7689,1.6264
134,5,1,5,1,Response modulation,2.3699,5.3260,3.9184,0.2918,0.4148,0.0000,0.0000,-0.8660,-0.5000,0.0000,2.6936,1.0000,0.3041,2.6774,1.7006,2.1698,5.7516
134,6,1,6,1,Cognitive change,1.1835,5.7543,3.4955,0.5228,0.6237,1.0000,1.0000,-0.8660,0.5000,0.0000,3.9251,4.9592,-0.4149,1.0000,2.2962,6.4950,1.9134
134,7,2,1,1,Response modulation,2.3080,6.0264,3.6451,0.4116,0.2550,0.0000,1.0000,0.0000,1.0000,0.0769,3.9873,2.3955,-0.0644,1.2620,1.5813,1.3561,7.0000
134,8,2,2,1,Situation modification,1.6269,5.4475,3.8365,0.5028,0.9508,1.0000,1.0000,0.8660,0.5000,0.0769,3.5304,7.0000,0.0133,4.9478,2.8597,1.2299,1.6198
134,9,2,3,1,Response modulation,3.9369,3.6688,5.0211,0.6061,0.7445,1.0000,0.0000,0.8660,-0.5000,0.0769,3.8242,1.8704,0.3383,2.5553,1.0000,2.9171,5.7675
134,10,2,4,1,Situation modification,2.2392,5.6997,3.6730,0.1716,0.7387,1.0000,1.0000,0.0000,-1.0000,0.0769,2.5976,4.2559,-0.0793,5.0878,1.5527,1.1319,3.0813
134,11,2,5,0,Situation modification,3.7039,4.5637,5.5270,0.4969,0.2598,0.0000,0.0000,-0.8660,-0.5000,0.0769,3.5741,1.2998,0.2769,5.9113,2.9769,2.1563,1.2270
134,12,2,6,1,Response modulation,1.3461,6.8144,4.4328,0.4351,0.5178,1.0000,1.0000,-0.8660,0.5000,0.0769,2.5328,2.5728,-0.2422,1.7153,1.6731,3.1538,7.0000
134,13,3,1,0,Situation modification,1.5557,6.6923,3.8132,0.3172,0.1208,0.0000,1.0000,0.0000,1.0000,0.1538,3.1634,1.0000,-0.8339,5.4143,1.0000,1.6776,1.0000
134,14,3,2,1,Response modulation,1.1180,6.8227,3.6031,0.2972,0.8962,0.0000,0.0000,0.8660,0.5000,0.1538,2.8683,2.7654,0.0512,1.3204,1.0000,1.1696,5.3811
134,15,3,3,1,Response modulation,2.4830,5.5197,4.1494,0.4578,0.6015,1.0000,1.0000,0.8660,-0.5000,0.1538,4.0502,3.1351,0.1317,3.3708,1.0000,1.0000,4.1521
134,16,3,4,1,Situation modification,1.0000,5.7739,3.3532,0.2481,0.7198,0.0000,0.0000,0.0000,-1.0000,0.1538,3.4269,4.4331,-0.1256,3.9575,1.4946,2.3785,1.3652
134,17,3,5,1,Attentional deployment,2.5717,5.1903,4.6135,0.6536,0.2529,1.0000,0.0000,-0.8660,-0.5000,0.1538,3.4292,3.2755,0.6084,1.8466,4.8770,1.0000,2.5081
134,18,3,6,1,Attentional deployment,1.0000,5.3813,3.6858,0.5302,0.1874,1.0000,0.0000,-0.8660,0.5000,0.1538,3.8298,3.2555,0.0621,3.2396,7.0000,2.8075,2.5969
134,19,4,1,1,Situation modification,1.0000,6.3434,3.6485,0.4734,0.7467,0.0000,1.0000,0.0000,1.0000,0.2308,3.2898,4.6264,-0.2863,6.5324,1.0000,1.2849,2.3870
134,20,4,2,1,Response modulation,1.0000,6.8558,4.5255,0.6361,0.6008,0.0000,0.0000,0.8660,0.5000,0.2308,3.9657,1.0000,-0.4142,1.0000,1.0000,1.0000,5.4028
134,21,4,3,1,Response modulation,1.8082,6.8206,3.9291,0.4844,0.3742,1.0000,0.0000,0.8660,-0.5000,0.2308,3.6503,1.3233,0.5955,1.0000,3.0682,1.0000,5.6290
134,22,4,4,0,Situation modification,3.3036,4.5272,4.4988,0.1449,0.4578,1.0000,1.0000,0.0000,-1.0000,0.2308,2.5050,1.0000,-0.3615,5.7068,1.9009,1.0000,1.0740
134,23,4,5,1,Cognitive change,2.3918,4.3052,4.2815,0.4697,0.4035,1.0000,1.0000,-0.8660,-0.5000,0.2308,3.7233,5.0193,0.1291,3.2423,4.2197,6.3340,1.0000
134,24,4,6,1,Situation selection,1.0000,6.0699,3.7457,0.7912,0.9574,1.0000,1.0000,-0.8660,0.5000,0.2308,3.8771,4.2845,0.1706,2.1044,2.6386,2.0773,1.4340
134,25,5,1,1,Response modulation,1.7896,5.8657,4.5307,0.0853,0.3991,1.0000,1.0000,0.0000,1.0000,0.3077,2.2747,2.4566,0.8112,1.6123,1.0000,1.0000,5.9947
134,26,5,2,1,Response modulation,3.6570,5.2177,4.1750,0.3129,0.3814,1.0000,0.0000,0.8660,0.5000,0.3077,2.7473,2.4590,-0.0126,1.0000,1.0000,1.5320,6.8562
134,27,5,3,1,Situation modification,2.8100,4.8175,4.4251,0.5592,0.8482,0.0000,0.0000,0.8660,-0.5000,0.3077,3.4397,5.2725,0.2877,4.8370,1.2939,1.2584,1.3834
134,28,5,4,1,Response modulation,1.3988,5.4059,2.1938,0.1948,0.2100,0.0000,0.0000,0.0000,-1.0000,0.3077,2.5737,2.6937,0.3745,2.5600,1.0000,1.5856,5.4863
134,29,5,5,1,Cognitive change,1.0000,6.0755,3.4425,0.6446,0.7443,1.0000,1.0000,-0.8660,-0.5000,0.3077,3.6499,2.6633,0.2778,4.1155,2.4974,6.9552,1.5463
134,30,5,6,1,Response modulation,1.7211,5.7322,3.1440,0.2133,0.4981,0.0000,0.0000,-0.8660,0.5000,0.3077,3.3128,2.6237,-0.0652,1.0000,2.8811,2.1237,5.4834
134,31,6,1,0,Response modulation,1.0000,6.2514,3.2761,0.4147,0.8309,1.0000,1.0000,0.0000,1.0000,0.3846,3.5338,2.4332,-0.0752,1.0000,1.0000,1.0000,4.6386
134,32,6,2,1,Cognitive change,2.5400,5.3839,4.4696,0.6415,0.6234,1.0000,0.0000,0.8660,0.5000,0.3846,3.7909,3.7050,0.9563,2.6668,2.1365,4.4312,1.0000
134,33,6,3,1,Cognitive change,1.9958,5.1975,4.1003,0.3447,0.3989,1.0000,1.0000,0.8660,-0.5000,0.3846,2.4133,5.5992,-0.7225,1.0000,2.3247,3.6569,1.0796
134,34,6,4,1,Situation modification,2.1417,4.1338,3.5054,0.2246,0.8739,0.0000,0.0000,0.0000,-1.0000,0.3846,3.2179,7.0000,0.2572,6.7734,3.5730,2.7775,3.4179
134,35,6,5,1,Response modulation,3.5184,5.4144,4.8160,0.5663,0.1453,0.0000,1.0000,-0.8660,-0.5000,0.3846,4.0745,1.0000,-0.5050,1.0000,1.6481,2.9017,6.9824
134,36,6,6,1,Response modulation,4.2360,3.5080,5.1176,0.4767,0.5363,1.0000,0.0000,-0.8660,0.5000,0.3846,3.7006,1.2894,-0.4147,1.4013,1.8486,1.5141,6.1906
134,37,7,1,1,Cognitive change,3.1864,4.6364,4.8532,0.7181,0.3458,0.0000,1.0000,0.0000,1.0000,0.4615,4.7394,4.5871,0.1000,1.3408,3.5766,4.6261,2.1739
134,38,7,2,1,Response modulation,3.9317,4.0066,4.9019,0.0365,0.3722,1.0000,0.0000,0.8660,0.5000,0.4615,1.9881,2.1771,-0.4383,3.7477,1.2924,1.5054,4.4381
134,39,7,3,1,Situation selection,2.7932,5.5741,4.3421,0.4236,0.5470,1.0000,1.0000,0.8660,-0.5000,0.4615,3.0717,3.8027,0.3573,3.7293,3.1464,1.0000,1.1295
134,40,7,4,1,Cognitive change,2.4914,5.7465,4.2927,0.1862,0.1584,0.0000,1.0000,0.0000,-1.0000,0.4615,2.6943,2.8655,0.2292,1.1873,2.6135,4.3891,1.8145
134,41,7,5,1,Situation modification,3.9672,4.5424,4.8849,0.4359,0.1247,1.0000,0.0000,-0.8660,-0.5000,0.4615,2.6041,1.7184,0.3467,7.0000,1.0000,1.0000,1.9824
134,42,7,6,1,Response modulation,3.8040,4.3639,5.8541,0.9669,0.1343,1.0000,0.0000,-0.8660,0.5000,0.4615,3.9601,4.3379,0.6238,1.0000,3.0320,1.0000,6.8940
134,43,8,1,1,Situation modification,1.2034,6.0213,3.4099,0.2269,0.7755,1.0000,0.0000,0.0000,1.0000,0.5385,3.8046,4.2428,0.3771,6.7875,3.0824,1.6289,1.0000
134,44,8,2,1,Response modulation,2.8365,5.4510,4.3661,0.0741,0.5691,0.0000,0.0000,0.8660,0.5000,0.5385,2.7118,1.8182,-0.2228,2.1688,1.4735,3.1912,4.4073
134,45,8,3,1,Situation modification,4.0449,4.8256,5.1178,0.5961,0.3330,1.0000,0.0000,0.8660,-0.5000,0.5385,3.8122,3.3908,-0.4376,5.0178,1.0000,2.2124,1.4546
134,46,8,4,1,Situation modification,1.9124,5.3772,4.6088,0.8630,0.4263,1.0000,1.0000,0.0000,-1.0000,0.5385,4.2752,5.5480,0.1667,6.3384,2.7132,3.5685,1.0000
134,47,8,5,1,Situation selection,3.8521,4.9261,5.7350,0.3552,0.3184,1.0000,0.0000,-0.8660,-0.5000,0.5385,3.4111,1.0189,0.2965,2.2999,1.7607,1.4184,2.4751
134,48,8,6,1,Situation selection,3.0932,5.6166,4.7832,0.3745,0.6775,0.0000,1.0000,-0.8660,0.5000,0.5385,2.8475,3.9749,-0.1878,3.3571,3.4070,2.0173,1.4951
134,49,9,1,1,Situation modification,3.1867,4.8393,5.2230,0.5245,0.6838,0.0000,0.0000,0.0000,1.0000,0.6154,2.8446,2.7789,0.0944,6.7234,3.2576,2.7573,1.1780
134,50,9,2,1,Response modulation,4.8639,3.8197,6.1965,0.4129,0.1415,1.0000,0.0000,0.8660,0.5000,0.6154,3.3756,1.3761,0.8260,1.1186,1.0000,3.6917,4.5686
134,51,9,3,1,Response modulation,3.9531,3.8935,4.4828,0.0945,0.7850,1.0000,0.0000,0.8660,-0.5000,0.6154,3.7621,3.1342,-0.4636,1.0000,1.6670,1.0000,2.9950
134,52,9,4,1,Response modulation,2.9257,5.8480,4.7470,0.6602,0.6835,1.0000,0.0000,0.0000,-1.0000,0.6154,3.0841,3.4749,0.3709,1.0000,3.0379,1.0000,6.7521
134,53,9,5,1,Situation selection,3.5557,5.1155,3.7644,0.7974,0.3518,0.0000,1.0000,-0.8660,-0.5000,0.6154,4.0502,1.0000,-0.1633,4.8158,3.6013,4.5244,2.3961
134,54,9,6,1,Attentional deployment,3.4464,3.9882,5.1256,0.3727,0.5970,0.0000,1.0000,-0.8660,0.5000,0.6154,2.9389,2.0498,1.1981,1.0000,6.0000,3.0499,2.8734
134,55,10,1,0,Response modulation,3.8190,3.6260,4.5873,0.5954,0.1267,1.0000,1.0000,0.0000,1.0000,0.6923,4.1303,2.5273,0.3472,1.0000,2.0150,1.0000,6.4838
134,56,10,2,1,Cognitive change,1.4163,4.3362,3.8294,0.2155,0.2807,1.0000,0.0000,0.8660,0.5000,0.6923,2.4710,5.4905,-0.2961,1.0000,2.8352,7.0000,2.0810
134,57,10,3,0,Response modulation,1.0000,7.0000,3.6572,0.0519,0.6789,1.0000,0.0000,0.8660,-0.5000,0.6923,1.9367,2.9915,-0.3358,1.0926,1.8117,3.0805,5.1658
134,58,10,4,0,Situation modification,1.0000,5.7686,3.4998,0.4921,0.5698,1.0000,0.0000,0.0000,-1.0000,0.6923,2.9280,4.7940,0.4333,6.4173,1.0000,2.5498,1.3454
134,59,10,5,1,Response modulation,2.9020,5.5899,5.1355,0.8165,0.3596,1.0000,0.0000,-0.8660,-0.5000,0.6923,3.8136,1.7175,-0.7649,1.3030,1.6228,1.0000,3.6713
134,60,10,6,1,Situation modification,1.4153,5.6923,4.2594,0.3982,0.7256,1.0000,1.0000,-0.8660,0.5000,0.6923,3.9642,6.7907,-0.5338,5.3542,2.6599,2.0221,1.0000
134,61,11,1,1,Response modulation,1.7949,4.4633,4.4963,0.6527,0.7251,1.0000,1.0000,0.0000,1.0000,0.7692,3.9143,4.6567,-0.5352,1.0000,1.0000,2.4467,7.0000
134,62,11,2,1,Attentional deployment,1.9282,6.5444,3.7613,0.5032,0.6540,1.0000,1.0000,0.8660,0.5000,0.7692,2.8951,1.6698,0.2639,1.0000,6.0509,3.5584,1.5886
134,63,11,3,1,Cognitive change,1.0000,6.1398,4.3525,0.6769,0.2089,1.0000,0.0000,0.8660,-0.5000,0.7692,3.7054,4.2295,-0.0395,3.3393,1.2394,5.8455,1.8812
134,64,11,4,0,Response modulation,2.2046,6.6249,3.3299,0.1684,0.2344,0.0000,0.0000,0.0000,-1.0000,0.7692,2.6007,1.9770,0.4555,1.0000,2.2431,1.9096,4.2760
134,65,11,5,1,Cognitive change,2.8441,5.4498,4.0614,0.4240,0.1450,1.0000,0.0000,-0.8660,-0.5000,0.7692,3.7344,4.0162,0.2204,1.0000,1.0000,7.0000,1.0000
134,66,11,6,1,Attentional deployment,2.3098,5.3625,4.0753,0.2445,0.3260,0.0000,0.0000,-0.8660,0.5000,0.7692,2.6158,3.6391,0.6343,1.0000,6.7952,2.2986,1.2904
134,67,12,1,1,Cognitive change,1.0000,5.6817,3.3056,0.3207,0.4105,0.0000,1.0000,0.0000,1.0000,0.8462,2.3953,5.4641,0.0963,2.3486,3.9850,5.6316,2.1427
134,68,12,2,1,Attentional deployment,1.2338,6.7234,3.4421,0.0945,0.4269,0.0000,0.0000,0.8660,0.5000,0.8462,3.0137,2.7776,0.2459,1.0000,6.7296,2.1977,1.3365
134,69,12,3,1,Attentional deployment,2.0497,6.1546,4.3702,0.3361,0.2875,1.0000,1.0000,0.8660,-0.5000,0.8462,3.5169,1.0000,0.2632,1.0000,3.9928,4.8259,4.2744
134,70,12,4,1,Cognitive change,1.2875,5.9660,3.0957,0.1015,0.5623,0.0000,1.0000,0.0000,-1.0000,0.8462,3.0736,2.7076,0.8331,1.4266,2.9682,6.1849,2.1022
134,71,12,5,1,Situation modification,3.8803,4.4571,4.2068,0.7162,0.4438,1.0000,0.0000,-0.8660,-0.5000,0.8462,4.7227,2.8159,0.5587,5.1805,1.8439,2.5570,1.0000
134,72,12,6,1,Situation modification,1.7914,4.6533,4.4607,0.2356,0.6939,1.0000,1.0000,-0.8660,0.5000,0.8462,3.2084,5.5953,0.3856,4.7568,2.7387,1.7683,2.9091
134,73,13,1,1,Response modulation,1.3935,5.6845,2.7240,0.4628,0.3985,1.0000,1.0000,0.0000,1.0000,0.9231,3.3020,1.7776,0.0201,1.2512,1.9736,2.1009,4.8490
134,74,13,2,1,Cognitive change,1.5028,5.1305,3.9704,0.6145,0.4534,1.0000,1.0000,0.8660,0.5000,0.9231,3.9676,5.7180,-0.8003,1.8512,2.5373,5.9919,4.1090
134,75,13,3,1,Situation modification,2.4611,4.4408,4.6591,0.3019,0.5603,0.0000,1.0000,0.8660,-0.5000,0.9231,3.3678,5.0207,0.3385,5.6111,1.0000,1.0000,1.0000
134,76,13,4,1,Situation modification,3.5551,4.4899,4.4071,0.1719,0.5061,0.0000,0.0000,0.0000,-1.0000,0.9231,3.2209,3.2416,-0.2182,2.8920,1.0000,1.5089,2.1206
134,77,13,5,0,Situation modification,1.0000,5.8762,2.7249,0.4537,0.4621,0.0000,0.0000,-0.8660,-0.5000,0.9231,3.4886,3.7732,0.5850,6.4850,2.8124,2.9003,1.0000
134,78,13,6,1,Response modulation,1.3258,6.3950,4.5565,0.4639,0.6412,1.0000,1.0000,-0.8660,0.5000,0.9231,3.9063,3.0061,-0.2275,2.1722,2.4623,2.7410,6.9969
134,79,14,1,1,Situation selection,1.0000,6.5236,3.1637,0.5042,0.3860,1.0000,1.0000,0.0000,1.0000,1.0000,4.0987,1.7028,0.2320,3.9038,4.4598,1.4677,3.1674
134,80,14,2,1,Situation modification,1.0000,5.3305,3.2350,0.1197,0.4468,1.0000,0.0000,0.8660,0.5000,1.0000,2.2217,4.6878,0.2706,5.0155,2.9093,3.5697,2.3299
134,81,14,3,1,Situation modification,1.6019,4.6018,3.9945,0.5119,0.8275,1.0000,0.0000,0.8660,-0.5000,1.0000,3.7042,6.4944,0.0309,5.3905,1.0000,1.0000,1.2379
134,82,14,4,1,Situation modification,1.5841,5.2035,4.5414,0.3776,0.2627,1.0000,0.0000,0.0000,-1.0000,1.0000,3.6616,2.5195,0.8932,4.4383,2.1651,1.0000,1.6750
134,83,14,5,1,Response modulation,1.0000,6.5334,1.8673,0.2867,0.2954,0.0000,0.0000,-0.8660,-0.5000,1.0000,3.2270,3.0730,-0.2220,2.0943,1.1803,3.3553,7.0000
134,84,14,6,1,Attentional deployment,2.3845,4.8269,4.2750,0.3677,0.3254,0.0000,0.0000,-0.8660,0.5000,1.0000,3.9982,3.6745,0.0009,2.0295,3.9681,4.2005,1.0000
135,1,1,1,1,Cognitive change,1.6130,5.3252,4.8634,0.5365,0.6570,0.0000,1.0000,0.0000,1.0000,0.0000,3.6167,5.8926,0.1165,1.4853,3.2786,4.3194,1.5928
135,2,1,2,1,Situation modification,2.2555,5.0383,4.6582,0.4446,0.5919,0.0000,0.0000,0.8660,0.5000,0.0000,3.2501,3.3887,0.2380,5.1130,1.7277,3.3068,1.0000
135,3,1,3,1,Cognitive change,2.2018,5.8868,3.9026,0.0673,0.4332,0.0000,0.0000,0.8660,-0.5000,0.0000,2.9370,4.0558,0.0179,1.0000,4.8765,6.2915,1.0000
135,4,1,4,1,Cognitive change,2.5684,3.6827,4.3638,0.6603,0.4282,0.0000,0.0000,0.0000,-1.0000,0.0000,3.8461,4.2303,-0.0381,2.2408,2.2081,4.8618,2.9025
135,5,1,5,1,Situation modification,2.1967,5.2863,3.7694,0.6648,0.6627,0.0000,0.0000,-0.8660,-0.5000,0.0000,4.3608,5.4121,0.5364,4.8251,2.9704,3.0201,1.7392
135,6,1,6,1,Situation modification,1.8102,5.4631,5.1192,0.5453,0.5710,0.0000,1.0000,-0.8660,0.5000,0.0000,3.5208,5.0113,0.5116,7.0000,2.9019,2.1498,1.0000
135,7,2,1,1,Situation modification,1.8971,5.2354,4.0033,0.3626,0.4287,0.0000,1.0000,0.0000,1.0000,0.0769,4.1857,3.7057,-0.5558,7.0000,1.9839,1.0000,1.0858
135,8,2,2,1,Cognitive change,2.5808,5.9263,4.0191,0.1006,0.7726,0.0000,1.0000,0.8660,0.5000,0.0769,3.0680,4.2795,-0.3517,3.7202,3.8195,5.3622,1.0000
135,9,2,3,1,Attentional deployment,2.2859,5.3752,5.4283,0.3134,0.3122,0.0000,0.0000,0.8660,-0.5000,0.0769,2.6355,4.1028,-0.2742,1.9644,3.8711,2.8772,1.1631
135,10,2,4,1,Situation selection,3.1626,4.9854,4.7569,0.7642,0.5312,1.0000,0.0000,0.0000,-1.0000,0.0769,3.3825,4.0365,0.2305,3.9972,3.0283,1.3870,1.0000
135,11,2,5,1,Situation modification,2.9741,5.3123,5.1684,0.4626,0.6366,0.0000,0.0000,-0.8660,-0.5000,0.0769,3.4111,2.6797,0.6134,5.3298,2.5664,2.4363,1.0000
135,12,2,6,1,Situation modification,3.8811,4.4971,4.5674,0.5139,0.5528,0.0000,1.0000,-0.8660,0.5000,0.0769,3.6833,3.0125,-0.7040,5.9331,1.7191,2.4018,2.4298
135,13,3,1,1,Cognitive change,3.3688,5.4126,4.8859,0.4898,0.5365,0.0000,0.0000,0.0000,1.0000,0.1538,3.2848,1.7734,0.1387,3.3376,1.0000,6.6169,1.0000
135,14,3,2,0,Cognitive change,1.8648,5.5446,4.9172,0.5960,0.4049,0.0000,1.0000,0.8660,0.5000,0.1538,4.4452,3.9405,-0.2350,4.2299,1.4591,7.0000,1.0000
135,15,3,3,1,Situation modification,3.0769,4.1933,5.2755,0.6829,0.7129,1.0000,1.0000,0.8660,-0.5000,0.1538,5.0872,3.2625,0.0940,6.0629,2.0480,3.3444,2.2643
135,16,3,4,1,Situation modification,2.7812,4.8773,4.0000,0.1452,0.2589,0.0000,0.0000,0.0000,-1.0000,0.1538,3.8878,3.7994,-0.5387,5.4871,1.2086,2.2041,2.8198
135,17,3,5,1,Situation modification,2.3751,5.3167,4.6733,0.4149,0.4067,1.0000,0.0000,-0.8660,-0.5000,0.1538,3.4639,1.6915,-0.0317,5.7780,2.5768,2.5241,1.4635
135,18,3,6,1,Cognitive change,2.4101,4.9357,3.8511,0.7478,0.6603,1.0000,1.0000,-0.8660,0.5000,0.1538,4.6115,5.0388,0.0288,1.5027,1.4529,3.5620,1.0000
135,19,4,1,1,Situation modification,4.8709,4.6379,5.0429,0.4050,0.4305,1.0000,1.0000,0.0000,1.0000,0.2308,3.3797,2.0868,-0.4543,6.1326,2.5435,1.6412,1.0000
135,20,4,2,0,Situation selection,5.0221,3.9657,5.3771,0.2231,0.4588,1.0000,0.0000,0.8660,0.5000,0.2308,3.1487,1.7214,0.1297,2.0887,3.8414,2.4923,2.2718
135,21,4,3,1,Situation modification,2.4456,4.4039,3.9915,0.6919,0.9600,1.0000,0.0000,0.8660,-0.5000,0.2308,4.3124,5.1665,0.0725,6.4979,1.1126,2.8170,1.0000
135,22,4,4,1,Cognitive change,3.4549,4.4073,4.5061,0.3339,0.6103,1.0000,0.0000,0.0000,-1.0000,0.2308,3.1976,3.5258,-0.3395,2.8633,2.1568,4.2304,1.0000
135,23,4,5,1,Situation modification,1.7903,5.3468,4.8370,0.6508,0.6537,0.0000,0.0000,-0.8660,-0.5000,0.2308,4.3930,3.9708,0.1441,7.0000,1.0000,2.5039,2.6353
135,24,4,6,1,Attentional deployment,4.2632,3.1086,5.2837,0.6981,0.2686,0.0000,1.0000,-0.8660,0.5000,0.2308,3.5922,3.1594,0.4389,1.0000,6.2331,3.1930,2.7531
135,25,5,1,0,Cognitive change,5.1070,4.6866,4.5531,0.5495,0.3216,1.0000,1.0000,0.0000,1.0000,0.3077,3.5916,2.2520,0.4268,1.0000,1.9618,4.9730,2.3895
135,26,5,2,1,Situation modification,3.1449,4.2579,4.3488,0.1405,0.2961,1.0000,0.0000,0.8660,0.5000,0.3077,2.5905,3.0774,-0.2000,5.8731,1.7913,2.4802,2.3956
135,27,5,3,1,Situation modification,2.0439,6.1078,3.3624,0.5417,0.2397,1.0000,1.0000,0.8660,-0.5000,0.3077,3.1078,1.0000,0.0448,4.8840,3.7181,1.1032,2.5542
135,28,5,4,1,Situation modification,3.1690,5.6177,5.2075,0.6370,0.7428,1.0000,0.0000,0.0000,-1.0000,0.3077,4.6285,5.2963,1.3492,6.0641,3.8847,3.2719,1.9725
135,29,5,5,1,Situation modification,3.5966,4.7690,5.9027,0.9576,0.8606,1.0000,1.0000,-0.8660,-0.5000,0.3077,4.5670,4.5647,-1.2352,6.5721,4.2529,1.0000,1.0000
135,30,5,6,1,Situation selection,2.0738,6.9261,3.6463,0.4784,0.4530,0.0000,1.0000,-0.8660,0.5000,0.3077,3.0210,2.1467,0.1753,5.4381,4.2691,1.0000,1.1868
135,31,6,1,1,Response modulation,3.7115,4.8678,4.6390,0.3896,0.6548,1.0000,1.0000,0.0000,1.0000,0.3846,3.3391,2.4293,1.5858,1.0000,1.0000,1.2158,6.8872
135,32,6,2,1,Situation modification,1.8052,4.9876,4.7801,0.8917,0.5498,1.0000,1.0000,0.8660,0.5000,0.3846,4.8206,4.0073,0.0646,6.8249,1.6088,3.5356,1.6561
135,33,6,3,1,Situation modification,1.7420,5.2400,4.8515,0.3331,0.4606,1.0000,0.0000,0.8660,-0.5000,0.3846,3.0984,3.7762,-0.5861,4.2000,1.0000,1.6364,2.2715
135,34,6,4,0,Situation selection,3.0804,5.1487,4.5767,0.3179,0.2664,1.0000,1.0000,0.0000,-1.0000,0.3846,3.3406,1.0000,-0.2210,3.3791,4.3017,1.4923,2.8667
135,35,6,5,1,Attentional deployment,2.5208,5.1397,4.4695,0.4647,0.4360,0.0000,0.0000,-0.8660,-0.5000,0.3846,3.1795,2.4088,-0.2863,2.1416,7.0000,1.0000,3.9338
135,36,6,6,1,Cognitive change,1.0895,5.0854,4.3612,0.5335,0.6178,0.0000,0.0000,-0.8660,0.5000,0.3846,2.8773,4.8844,-0.2644,1.5104,5.0702,6.7440,2.7034
135,37,7,1,1,Cognitive change,3.1547,5.6168,4.9902,0.1723,0.4054,1.0000,1.0000,0.0000,1.0000,0.4615,2.8058,2.0151,-0.2793,1.0000,1.0000,2.7858,1.0000
135,38,7,2,1,Cognitive change,2.6501,3.8534,4.1675,0.1468,0.4273,1.0000,1.0000,0.8660,0.5000,0.4615,2.4659,4.1308,-0.6895,2.0611,1.4219,4.4321,1.0000
135,39,7,3,1,Cognitive change,2.3004,5.0448,5.3360,0.5940,0.4115,0.0000,0.0000,0.8660,-0.5000,0.4615,3.7980,4.9729,0.6643,1.5540,1.5241,6.0602,2.4771
135,40,7,4,1,Cognitive change,2.1023,5.6543,3.9351,0.5880,0.1376,1.0000,0.0000,0.0000,-1.0000,0.4615,3.7175,3.4116,0.1777,1.4717,3.4529,5.6615,1.0000
135,41,7,5,0,Situation modification,1.9218,4.8046,4.2547,0.4438,0.4386,1.0000,0.0000,-0.8660,-0.5000,0.4615,3.8027,2.3682,0.3956,6.7169,1.0000,2.5802,2.9671
135,42,7,6,1,Situation modification,1.7292,5.9200,4.3865,0.4103,0.6140,0.0000,1.0000,-0.8660,0.5000,0.4615,3.1084,4.2768,0.6465,7.0000,1.2984,3.3586,1.0000
135,43,8,1,1,Cognitive change,2.5066,4.9294,3.2500,0.3065,0.2653,0.0000,1.0000,0.0000,1.0000,0.5385,3.9126,3.9051,0.5754,1.0000,2.9616,6.5747,2.1016
135,44,8,2,1,Cognitive change,1.2432,5.2751,4.2878,0.0327,0.4784,0.0000,0.0000,0.8660,0.5000,0.5385,2.3498,4.7862,-0.1202,1.0000,4.3284,6.5139,1.0000
135,45,8,3,1,Response modulation,3.2111,5.4624,3.0333,0.5030,0.8506,0.0000,0.0000,0.8660,-0.5000,0.5385,3.5105,1.2480,-0.3376,1.4873,1.7957,1.8427,7.0000
135,46,8,4,1,Cognitive change,3.8075,4.8021,4.0836,0.1878,0.1661,0.0000,0.0000,0.0000,-1.0000,0.5385,2.6939,4.2123,0.4635,2.1319,2.5213,7.0000,2.0612
135,47,8,5,1,Situation modification,3.6638,4.0141,4.4489,0.7039,0.5642,1.0000,0.0000,-0.8660,-0.5000,0.5385,5.0295,4.3676,-0.0750,5.1964,3.2272,2.7597,1.8025
135,48,8,6,1,Cognitive change,2.9317,5.7398,4.5471,0.3993,0.3409,0.0000,1.0000,-0.8660,0.5000,0.5385,2.3443,5.7731,-1.1327,2.7902,1.0000,4.7690,1.3005
135,49,9,1,1,Response modulation,3.0596,5.9685,4.1057,0.2442,0.4517,1.0000,1.0000,0.0000,1.0000,0.6154,3.4549,1.3148,-0.4929,1.1667,2.7168,1.0000,7.0000
135,50,9,2,1,Situation modification,1.0000,5.9654,3.7360,0.1955,0.6573,0.0000,1.0000,0.8660,0.5000,0.6154,2.4283,4.4137,0.0603,5.1029,2.1767,1.1506,3.0396
135,51,9,3,1,Situation modification,1.5588,4.8444,4.5310,0.5902,0.7875,1.0000,1.0000,0.8660,-0.5000,0.6154,3.2822,5.0049,-0.1139,6.8784,1.0000,2.5716,1.1322
135,52,9,4,1,Cognitive change,1.0000,7.0000,3.8719,0.5012,0.1422,1.0000,0.0000,0.0000,-1.0000,0.6154,3.2016,4.3553,0.7328,1.8107,1.5297,3.7371,1.2970
