participant_id,split,prompts_answered,trait_SS,trait_SM,trait_AD,trait_CC,trait_RM,adapt_SS,adapt_SM,adapt_AD,adapt_CC,adapt_RM,label_SS,label_SM,label_AD,label_CC,label_RM,ERQCA_reappraisal,ERQCA_suppression,ERC_teacher
169,train,39,0.0809,-0.3975,0.6574,1.0164,-0.1821,0.6306,-0.0750,0.9262,1.4285,0.3651,1,0,0,1,0,4.531,2.827,3.413
170,test,35,0.3906,1.0981,0.9721,0.2181,1.0406,0.1588,0.8369,0.8675,0.4041,1.2029,0,1,0,0,1,3.333,4.859,3.190
171,train,41,0.2122,0.5996,-0.6040,-0.4825,-1.2458,0.5613,1.2830,0.8607,0.6346,-1.5000,1,1,0,1,0,3.173,1.859,2.904
172,train,39,-0.5279,-1.6692,-0.3358,-1.1894,1.2800,-0.3055,-1.5000,0.7084,-1.5000,1.6803,0,0,0,0,1,2.328,3.672,2.596
173,train,36,-0.2714,-0.3196,0.4650,0.0993,0.8756,-1.5000,0.1960,1.0598,0.5132,1.2625,0,0,1,1,1,4.178,3.381,3.452
174,train,40,-1.1521,-0.1450,0.3566,-0.6137,-0.7744,-1.5000,1.0417,1.2691,-1.5000,0.4963,0,1,1,0,0,2.971,1.836,2.557
175,test,41,-1.6338,-1.4167,0.1875,-0.7406,0.1660,-1.5000,-1.5000,1.4842,-0.1843,1.1174,0,0,1,0,1,3.056,3.213,2.344
176,train,40,-1.5683,-1.3231,0.8630,-0.2294,1.6476,-1.5000,-1.5000,0.8406,-1.5000,1.5688,0,0,0,0,1,4.223,3.954,2.506
177,train,34,1.4146,1.1850,-0.0578,-1.3313,-1.7578,0.7947,1.3917,0.8783,-1.5000,-1.5000,1,1,0,0,0,2.578,1.373,3.254
178,test,40,-1.5715,-1.1266,-1.0616,-1.2659,0.3428,-1.5000,0.1062,0.3176,-1.5000,1.6538,0,0,0,0,1,3.253,2.225,2.348
179,test,35,0.9220,-0.8734,-0.6270,0.0197,0.4883,0.8652,0.4529,0.8906,0.2888,1.1207,1,0,0,0,1,4.216,2.720,3.413
180,train,33,0.3035,0.1041,-0.7702,0.7489,0.4407,0.4685,0.7557,0.3777,0.8551,0.7094,1,0,0,1,1,4.831,3.147,2.938
181,train,37,0.6520,0.7222,0.8474,0.0423,-0.5390,0.6870,0.9182,1.3511,0.1273,-1.5000,1,1,1,0,0,3.795,2.389,3.457
182,train,34,0.8326,-0.4814,1.6243,1.2209,-0.5817,0.4601,-0.1778,1.3285,0.8539,0.4321,1,0,1,1,0,4.216,1.442,3.767
183,test,33,0.4553,-0.1058,-1.4579,-1.0575,-1.5319,0.7544,0.9722,0.7377,-1.5000,-1.5000,1,1,0,0,0,2.497,1.416,2.437
184,train,39,0.5171,1.2215,1.7730,1.4111,1.2303,0.4435,0.7773,1.2367,0.0698,0.5985,1,0,1,0,0,5.000,3.531,3.363
185,validation,39,-2.1990,-1.2698,-0.6164,-0.9729,-0.7659,-1.5000,0.5035,1.3994,0.1958,0.8274,0,0,1,0,1,3.096,2.240,3.154
186,validation,34,-0.2994,0.3335,1.0634,0.5590,0.6620,-0.2548,0.8378,1.1463,-1.5000,0.7856,0,1,1,0,1,3.743,2.945,3.312
187,validation,30,-1.1374,-0.8011,0.2237,-0.2522,1.0297,-1.5000,0.2662,0.7338,0.2924,1.5186,0,0,0,0,1,4.177,3.859,2.631
188,train,40,1.3559,1.0123,1.7377,1.8647,1.3006,0.5843,0.9167,1.2177,0.8110,0.6050,1,1,1,1,0,4.859,3.114,4.000
189,train,39,-1.3734,-1.8435,-0.1835,-1.4038,-1.4332,-0.2890,0.1288,1.5363,0.3036,0.0906,0,0,1,0,0,2.497,1.358,3.083
190,test,39,1.1196,0.4161,0.5154,-0.2965,0.9688,0.8531,0.7097,0.6473,-1.5000,0.9893,1,0,0,0,1,3.739,3.553,2.917
191,train,35,-1.7872,-1.7826,-0.3190,-1.1734,-1.0093,0.3037,0.7838,1.5634,0.4434,0.5601,0,0,1,1,0,2.535,1.316,2.905
192,train,38,-0.3705,0.2748,-0.1686,-0.1867,-0.7113,-0.1965,1.0464,1.3426,0.5036,0.6216,0,1,1,1,0,3.424,2.269,3.201
193,train,38,-0.2041,0.2191,0.1160,-0.0734,-0.5143,0.2772,1.1356,1.0338,0.3334,0.5129,0,1,1,0,0,3.224,2.201,3.438
194,test,38,-0.1492,-1.1461,-0.0962,-0.6150,-1.0908,0.6974,0.6967,1.0159,0.7255,0.7757,1,0,1,1,1,2.726,2.309,3.343
195,train,39,0.3971,0.4428,0.3281,-0.0277,-0.0871,0.6734,0.9983,1.2567,-1.5000,0.6621,1,1,1,0,0,3.853,2.189,2.467
196,train,33,-0.6097,-1.2039,1.2085,-1.0054,0.9584,-0.3793,-1.5000,1.3544,-1.5000,1.3304,0,0,1,0,1,2.608,3.010,2.768
197,train,35,-0.9376,-1.0223,-0.5050,0.3968,1.7298,-0.3002,0.0279,0.0768,0.0348,1.5877,0,0,0,0,1,4.350,4.002,3.178
198,test,35,1.8346,1.3321,0.5339,-0.0447,1.1081,1.1320,0.9420,0.7264,-1.5000,0.4804,1,1,0,0,0,3.627,2.947,3.576
199,validation,38,0.9512,-0.1724,0.2755,0.7393,1.2635,0.7600,0.6615,0.6595,0.7355,1.3125,1,0,0,1,1,4.714,2.676,3.872
200,train,41,-0.4749,0.9787,0.2142,0.9884,1.3490,-1.5000,0.8657,-0.1379,0.7940,1.1355,0,1,0,1,1,3.932,4.129,3.021
201,validation,37,-0.1899,0.2599,-0.3363,0.8953,-0.5838,-1.5000,1.0797,0.6927,1.0967,0.2196,0,1,0,1,0,4.323,1.746,3.314
202,train,42,-0.9809,-0.3066,-0.9092,-1.5276,-0.9194,0.6600,1.2647,0.8207,0.1582,0.2082,1,1,0,0,0,1.871,1.476,3.443
203,train,40,-0.4544,0.5689,0.7818,0.3312,-0.1919,-1.5000,0.9780,1.4585,0.4884,0.5345,0,1,1,1,0,3.590,1.732,3.163
204,validation,37,-1.5545,-1.1868,-0.2413,-2.0202,-0.2119,-0.2185,0.7292,1.3425,-1.5000,1.1064,0,0,1,0,1,2.409,2.320,2.798
205,validation,37,0.3817,-0.3398,-0.0084,0.3179,1.1444,0.4371,0.2069,0.4206,0.7241,1.3304,1,0,0,1,1,3.552,4.447,3.496
206,validation,36,-0.6695,0.1725,-1.2896,-0.1677,-1.3184,0.2021,1.1424,0.3425,0.5680,0.3161,0,1,0,1,0,3.230,1.779,3.381
207,train,40,-0.6397,-1.2224,0.9321,0.1450,1.6798,-1.5000,-1.5000,0.9659,0.3286,1.3155,0,0,1,0,1,4.092,4.594,2.951
208,train,43,-0.2644,-1.0236,-0.0180,-0.6081,-0.4417,0.3528,0.3222,1.2482,0.3716,0.8240,1,0,1,0,1,3.262,3.336,3.129
209,train,42,-0.4892,0.0331,0.2777,-1.2734,0.6061,0.0914,0.9161,1.1574,0.0006,0.9701,0,1,1,0,1,2.413,2.834,2.989
210,train,41,0.3060,-0.9307,0.5658,-0.6288,1.1081,-0.1264,-0.0355,0.7550,0.2807,1.3622,0,0,0,0,1,3.140,3.277,2.579
211,validation,34,-0.4549,-0.4911,0.0406,-1.3882,-0.9930,0.9567,0.8515,1.0553,0.2676,0.1173,1,1,1,0,0,2.684,2.456,3.764
212,train,34,0.7728,-0.4269,0.2791,0.0505,0.1703,0.7793,-1.5000,0.9872,0.5378,1.0563,1,0,1,1,1,4.061,3.265,3.519
213,train,37,0.7524,0.0338,0.7804,0.4836,0.9052,0.2433,0.6200,1.0082,-0.0709,0.9268,0,0,1,0,1,3.337,3.770,3.817
214,train,33,0.8471,0.7787,1.3922,1.1118,0.1457,0.7794,1.4028,1.2478,0.5353,0.1832,1,1,1,1,0,5.000,3.168,3.903
215,train,36,-0.4074,-1.0323,-0.8291,-0.1418,-0.5676,0.1294,0.7257,0.8409,0.9029,0.8483,0,0,0,1,1,4.050,2.653,3.776
216,train,37,-0.0506,-1.4374,0.0431,-1.4031,-0.7662,0.9395,0.0631,1.3448,-1.5000,0.6501,1,0,1,0,0,2.843,2.401,3.387
217,train,34,1.0215,0.0505,-0.7737,0.1168,-0.3624,0.9076,0.6260,0.6031,0.4999,0.4019,1,0,0,1,0,3.290,2.401,3.511
218,train,41,1.6370,0.7248,0.9626,0.6179,0.2405,0.8706,0.7566,1.1087,0.5546,0.3737,1,0,1,1,0,4.234,2.329,3.404
219,train,34,-0.8186,-0.6895,0.4342,0.3003,0.8848,-1.5000,0.4877,1.2116,0.3721,1.2254,0,0,1,0,1,4.314,3.752,3.269
220,train,36,-0.5924,-0.9231,0.4061,0.4534,0.6774,-1.5000,0.8553,0.9658,0.9281,0.9524,0,1,1,1,1,2.807,3.448,2.963
221,train,35,-0.5186,-1.1973,0.8228,-1.5060,1.4546,-1.5000,-1.5000,0.8531,-1.5000,1.6394,0,0,0,0,1,2.168,2.898,3.067
222,train,38,-1.0198,-2.3931,-0.6757,-1.7657,-0.1919,0.1204,-0.4631,1.2280,0.1845,1.1976,0,0,1,0,1,1.869,1.542,3.008
223,validation,27,0.1862,-0.5235,0.6670,-1.6392,-0.6430,-0.0810,0.3247,1.6699,-1.5000,0.1849,0,0,1,0,0,2.880,1.744,2.816
224,train,38,0.4943,0.3655,1.8332,-0.0499,0.9986,-1.5000,0.2371,1.4368,-1.5000,1.1570,0,0,1,0,1,4.148,2.718,2.581
225,train,41,2.2020,0.9814,-0.3114,-0.0025,-0.9622,1.3211,0.8090,0.1258,0.2599,-1.5000,1,1,0,0,0,4.118,2.109,4.000
226,train,33,-0.5063,-0.0990,0.6998,0.2520,0.3602,0.4466,0.6237,1.0668,0.4819,0.6348,1,0,1,1,0,4.356,2.876,3.094
227,train,32,0.6852,-0.2847,0.9729,0.1415,1.2565,0.5766,-1.5000,1.4397,0.4448,0.7214,1,0,1,1,1,3.558,4.264,2.503
228,train,36,-0.2210,1.5842,-0.7877,-0.0338,-1.1843,0.0013,1.3957,0.6766,0.1178,-0.0034,0,1,0,0,0,3.598,1.000,3.068
229,train,29,0.0442,-0.9702,-0.2201,-0.6509,-0.3533,1.2597,0.9349,0.9403,0.1663,0.9237,1,1,0,0,1,2.136,1.842,3.301
230,train,33,0.4306,-0.1860,-0.8164,-0.3590,-0.5372,0.8518,0.6760,0.0171,0.5735,0.8235,1,0,0,1,1,3.813,2.199,3.498
231,train,36,-0.1969,-0.7724,-0.2505,-0.6177,0.0587,0.3815,1.0936,0.8736,0.1678,1.1399,1,1,0,0,1,3.300,2.805,3.239
232,test,33,0.4810,0.6267,0.6573,0.6889,0.4793,0.8922,0.8922,1.0325,1.0715,0.4605,1,1,1,1,0,4.227,3.139,3.933
233,train,33,-0.9940,-1.9000,0.5599,0.0613,0.2529,-0.0675,-1.5000,1.1907,0.1600,1.1833,0,0,1,0,1,4.590,2.792,3.156
234,train,36,0.1549,0.2567,0.0925,0.0449,-0.3324,0.3723,0.9607,1.0247,0.1667,0.2408,1,1,1,0,0,3.236,2.277,3.409
235,train,41,1.4360,1.7479,0.3212,1.6119,-0.5323,0.6017,1.2796,-1.5000,0.8971,-1.5000,1,1,0,1,0,3.998,1.824,2.978
236,train,41,0.0560,0.1494,0.7477,-0.4593,1.6270,-0.3106,-1.5000,0.5539,-1.5000,1.6238,0,0,0,0,1,3.857,4.671,1.977
237,validation,35,0.4601,0.4587,1.0928,-0.0749,0.9504,0.1300,0.3998,1.1956,0.3061,0.7857,0,0,1,0,1,3.962,3.698,3.137
238,train,37,-0.4620,-0.2007,0.6581,-1.4146,0.9463,-1.5000,0.6496,0.8342,-1.5000,1.4748,0,0,0,0,1,2.510,2.702,2.650
239,train,39,-0.1752,1.6669,1.4572,0.4064,2.1346,-1.5000,0.8430,1.0865,0.3027,1.0441,0,1,1,0,1,4.393,3.600,3.428
240,train,37,-0.4295,0.7105,0.5254,1.3007,0.2014,-1.5000,1.0516,0.9459,1.1505,-0.1909,0,1,1,1,0,4.593,3.397,3.226
241,train,33,0.9996,1.5704,0.4810,0.3503,-0.2283,0.2958,1.0429,0.5998,0.5127,0.6326,0,1,0,1,0,4.104,1.907,3.489
242,train,40,-0.7000,-1.0329,0.0351,-0.4079,-0.6803,0.5385,0.3264,1.1600,-1.5000,0.8272,1,0,1,0,1,3.436,1.740,2.875
243,train,40,-1.3945,-0.1413,-1.9312,-0.8384,-0.3076,-1.5000,1.3210,0.4448,-1.5000,0.7886,0,1,0,0,1,3.487,2.564,3.268
244,train,35,0.3225,0.2469,0.0391,-0.5594,-0.5442,0.7575,0.9757,0.9675,-1.5000,0.1809,1,1,1,0,0,3.255,1.866,2.978
245,test,40,0.7868,0.6246,-0.3134,0.8548,0.0146,0.6636,0.9087,0.7509,1.1556,0.4572,1,1,0,1,0,4.178,2.955,3.459
246,validation,34,0.4878,0.6722,2.0983,1.1091,0.0130,0.0294,0.5550,1.3298,0.8790,0.0091,0,0,1,1,0,4.229,2.644,4.000
247,test,37,-0.5604,-0.0796,-0.0572,-0.5032,-0.3230,0.0948,1.0546,1.0281,0.5033,0.6967,0,1,1,1,1,3.272,3.464,3.119
248,train,37,0.0296,0.9047,-0.4413,0.3184,-1.0987,0.3774,1.3578,0.7418,0.3843,-1.5000,1,1,0,0,0,4.605,2.173,3.070
249,train,38,1.7558,0.4135,0.9643,2.2207,0.9464,0.6609,-1.5000,0.6198,1.2614,0.0462,1,0,0,1,0,4.956,3.743,3.186
250,test,37,-1.2631,-1.0125,0.4934,-1.1777,-0.2282,0.3469,0.4904,1.3461,-1.5000,0.6966,1,0,1,0,1,2.168,2.101,3.055
251,train,38,-1.2960,-0.9370,-1.2674,-0.6150,-1.3303,0.4696,0.7010,0.9140,0.9068,0.5600,1,0,0,1,0,3.133,2.038,3.136
252,test,38,-0.1273,-0.2555,-0.5126,0.9904,-0.4325,0.1794,0.7418,0.7971,1.2373,0.1737,0,0,0,1,0,4.763,2.215,2.971
253,train,35,1.3380,0.6980,1.0560,0.4013,0.1760,0.8491,0.4120,1.1858,0.4161,0.4608,1,0,1,0,0,3.283,3.519,3.043
254,test,38,-0.0948,1.0357,-1.1042,1.1107,-0.2182,0.4800,1.2321,-0.0379,0.9706,0.0738,1,1,0,1,0,4.449,3.082,3.156
255,test,40,-1.3343,-1.6657,-0.4679,-1.8626,-0.5987,-0.1794,0.5223,1.2911,0.4667,1.0194,0,0,1,1,1,2.203,2.418,3.473
256,test,39,0.5041,0.3258,-0.8510,-0.2996,-0.2174,1.1531,1.0506,0.3726,0.3274,0.3452,1,1,0,0,0,3.222,2.476,3.065
257,train,43,-0.9874,-0.2256,-0.9992,-0.9544,-1.0359,-0.0409,1.1330,0.9686,0.6285,0.6438,0,1,1,1,0,2.350,1.238,3.468
258,train,34,-1.2139,-1.0770,-0.3214,-0.4680,-0.2192,-1.5000,0.2770,0.9900,0.9256,0.8513,0,0,1,1,1,3.494,1.896,3.330
259,train,36,0.4340,0.0274,0.0217,0.0123,-2.0923,0.7592,1.3916,1.1888,0.5705,0.1184,1,1,1,1,0,3.822,1.000,3.855
260,validation,37,1.7056,1.7797,1.0677,1.0277,0.8667,0.8032,1.3173,0.6599,0.1885,0.2912,1,1,0,0,0,4.965,3.662,3.309
261,train,33,-1.5351,0.3921,-0.5064,-0.3118,-0.8102,-1.5000,1.3050,0.8005,0.8613,-1.5000,0,1,0,1,0,2.738,2.682,2.609
262,validation,39,-0.9160,-0.6063,0.6683,-0.6010,0.2305,-1.5000,0.5004,1.2579,0.2197,1.1006,0,0,1,0,1,2.949,2.570,3.728
263,validation,36,-0.3670,-0.4686,-1.7202,0.5014,-0.7888,0.5030,0.9482,-1.5000,1.2567,0.6242,1,1,0,1,0,3.328,1.298,3.219
264,train,42,-0.9723,-0.5274,-0.7484,-1.8970,-1.1876,0.2925,0.8234,0.9291,-1.5000,0.3230,0,1,0,0,0,2.085,2.786,2.385
265,validation,38,-1.3449,-1.1782,-0.0628,-0.7776,0.1842,-0.2685,0.0003,0.8219,0.8139,1.1424,0,0,0,1,1,2.519,2.705,3.603
266,train,32,0.4054,1.2347,0.7401,0.3097,0.8528,0.0720,1.1141,0.9166,-1.5000,0.8202,0,1,0,0,1,4.111,3.773,3.053
267,train,37,1.3008,0.9256,0.0716,0.9005,-0.3617,1.0827,0.9900,0.6388,0.5238,-1.5000,1,1,0,1,0,5.000,2.420,3.353
268,train,39,-1.2329,-1.3934,-0.3594,-0.9019,-0.1558,-0.3379,0.3905,0.8525,0.7059,1.1918,0,0,0,1,1,2.745,2.645,3.579
269,train,37,-0.4262,0.0244,-0.2204,-0.9478,-0.5635,0.1948,0.7925,0.8144,-1.5000,0.9424,0,0,0,0,1,3.666,3.029,2.663
270,train,42,-0.7658,0.6704,0.3808,-0.6104,0.3988,-1.5000,1.2476,1.1223,0.7232,0.6593,0,1,1,1,0,3.389,3.511,3.368
271,test,42,-0.3328,-0.2836,-0.0881,-0.3404,-0.1875,0.4129,0.5817,1.3329,0.4634,0.7041,1,0,1,1,1,3.873,2.780,3.615
272,train,40,-0.3038,-0.0491,-1.2848,-0.5416,-1.0312,0.5533,1.2439,0.8359,0.8249,0.3773,1,1,0,1,0,2.909,2.133,3.161
273,test,36,-0.8855,-0.6357,-1.4713,-0.3145,-2.0081,0.7175,0.9115,0.3301,1.1010,-1.5000,1,1,0,1,0,3.183,1.000,3.172
274,test,35,-0.8182,-0.6138,0.7072,0.4343,1.1570,-1.5000,0.0461,1.1687,0.8425,1.1308,0,0,1,1,1,3.389,3.177,2.927
275,train,42,-0.0529,-0.8673,-0.3029,-0.1176,0.6652,0.5995,-1.5000,0.7887,0.3939,1.1555,1,0,0,0,1,4.028,3.434,2.944
276,train,37,-1.7355,-0.6034,-0.3261,-0.9389,0.1160,-1.5000,1.0788,1.0613,0.5337,1.1673,0,1,1,1,1,2.949,3.372,3.266
277,train,37,0.1752,-0.6797,-0.4228,-0.9520,0.3930,0.7222,0.8112,0.8304,-1.5000,1.0788,1,1,0,0,1,2.719,3.214,2.841
278,test,32,-1.5268,-0.7106,-0.3266,-0.4826,0.1305,0.0826,0.5268,0.8810,0.6409,0.8717,0,0,0,1,1,3.473,2.337,3.017
279,train,38,-0.4630,-0.6155,-0.0941,-1.5616,0.0637,-1.5000,0.5711,1.1183,-1.5000,1.1408,0,0,1,0,1,1.977,2.362,2.755
280,validation,35,-0.0102,-1.0459,-0.7218,-0.3065,-0.4365,0.2798,0.8073,0.8893,0.5986,0.9183,0,1,0,1,1,3.920,2.314,3.201
281,train,36,-0.5814,-1.4741,-0.0972,0.9545,-0.7072,0.8580,-1.5000,1.0193,1.2360,0.3313,1,0,1,1,0,4.511,1.357,2.498
282,test,38,0.2999,1.0933,-0.2119,-0.6454,-0.9042,0.5752,1.4371,0.7142,-1.5000,-1.5000,1,1,0,0,0,3.577,1.766,2.112
283,train,36,0.0076,0.1854,-0.1964,1.1098,-1.7851,-0.3236,1.1836,0.9007,1.1714,-1.5000,0,1,0,1,0,4.160,1.796,3.316
284,train,38,-1.2293,-0.8648,-1.3979,-0.3159,-0.0972,-1.5000,1.0639,0.1380,1.0028,0.9062,0,1,0,1,1,3.465,2.647,2.784
285,train,37,0.0022,-1.2116,-0.7726,-0.2393,-1.1771,1.0113,0.7283,0.7454,0.8318,0.3955,1,0,0,1,0,2.969,2.355,3.794
286,train,40,-1.2246,0.4306,-1.0245,-0.0298,1.0785,-0.0330,1.0994,-1.5000,0.8010,1.1739,0,1,0,1,1,4.332,4.152,2.774
287,train,40,-0.2068,0.2291,-0.0705,0.5142,0.3450,0.3003,1.0625,0.1297,0.8027,1.0342,0,1,0,1,1,3.584,2.215,3.093
288,train,42,-0.4552,0.5540,-0.2043,-0.2275,0.6154,0.4788,1.0262,0.9956,0.4383,0.9960,1,1,1,0,1,4.312,3.000,3.640
289,test,33,-0.7593,-0.8751,-0.5870,-1.1376,-0.2373,0.2542,0.1026,0.7889,0.0866,1.2074,0,0,0,0,1,3.400,3.351,3.045
290,validation,35,-1.0623,-1.7943,-0.4804,-0.7575,-0.9937,-0.1497,0.6458,1.2944,0.4507,0.3577,0,0,1,1,0,3.356,2.067,3.770
291,validation,37,-1.3436,-1.1253,-0.8139,-0.3635,-1.4888,0.0103,0.0937,1.2496,0.7517,0.2031,0,0,1,1,0,3.832,1.701,2.847
292,train,38,-1.5209,-1.6291,0.2629,-1.5385,-0.1650,-0.3464,-1.5000,1.5102,-1.5000,0.6382,0,0,1,0,0,1.832,2.516,2.571
293,train,41,-1.2877,-0.1630,-1.1430,-0.2832,-0.7740,-0.2727,0.8056,0.2444,0.9028,0.5804,0,0,0,1,0,3.173,1.880,3.642
294,train,38,-1.2780,-0.7120,-0.6772,-0.0650,-0.8874,-1.5000,0.9823,0.7968,1.2077,0.6471,0,1,0,1,0,3.720,2.818,2.748
295,train,42,1.5835,0.6714,1.1069,0.8935,1.1148,0.5810,1.0206,1.1368,1.0265,0.7344,1,1,1,1,1,4.288,2.705,3.913
296,train,31,1.5770,1.4675,-0.2414,0.7338,-1.4111,0.8692,1.1303,0.4268,0.6182,-1.5000,1,1,0,1,0,3.968,2.069,2.937
297,train,41,-1.1449,-0.9662,-1.5186,0.1232,-2.3077,0.1512,1.0377,0.8461,1.4335,-1.5000,0,1,0,1,0,3.648,1.090,3.135
298,train,36,0.8686,1.1646,1.0197,0.8163,1.3797,0.3787,0.9618,1.0089,0.3740,0.8940,1,1,1,0,1,3.995,4.439,3.509
299,train,38,-0.4729,-1.1828,-0.5013,-0.7050,-0.8992,0.3962,0.6218,0.7108,0.6743,0.7845,1,0,0,1,1,3.311,2.156,4.000
300,validation,40,0.0315,0.7201,1.1016,0.7708,-0.4910,0.2933,0.7888,1.2991,0.6600,-1.5000,0,0,1,1,0,3.804,2.771,3.041
301,train,36,-1.2125,-1.4212,-0.0273,-1.2459,-0.3818,-0.1953,0.3027,1.4117,0.2535,0.7127,0,0,1,0,1,2.455,2.758,3.276
302,train,35,-2.2612,-1.1481,-0.5297,-0.5886,-0.0564,-0.0725,0.6080,0.7599,0.3774,1.1210,0,0,0,0,1,2.849,2.653,2.990
303,train,38,1.3322,1.0339,0.1651,-0.6516,-0.9246,1.1106,1.0147,0.9418,-1.5000,-1.5000,1,1,0,0,0,3.760,1.512,2.912
304,train,39,-0.6278,0.3866,-0.7516,-0.5520,0.1443,-1.5000,1.1218,0.7183,0.1928,1.0744,0,1,0,0,1,3.600,2.737,3.220
305,validation,36,-0.3051,0.1743,-0.0632,0.0002,-1.4661,0.5102,0.6661,1.1661,0.6910,-1.5000,1,0,1,1,0,3.749,2.156,3.444
306,train,33,-0.1623,1.1629,0.9496,0.4370,0.5846,-1.5000,1.1535,0.8367,0.2664,1.0024,0,1,0,0,1,3.564,2.961,3.148
307,train,37,-0.3407,-0.3771,0.1675,-1.2757,1.2466,-1.5000,0.6765,0.1704,-1.5000,1.5965,0,0,0,0,1,3.507,3.382,2.761
308,train,38,0.3377,2.1069,-0.3055,0.7418,-0.9748,0.3287,1.5432,0.5913,0.9211,-1.5000,1,1,0,1,0,3.612,1.392,2.629
309,test,34,0.4302,0.2152,0.2440,0.5071,0.6766,-0.4879,0.5588,0.9700,0.7505,0.8729,0,0,1,1,1,3.995,2.286,2.661
310,train,34,0.5843,-0.0350,-0.1941,-0.3075,-0.5946,1.0274,0.8117,0.9546,0.6775,0.4858,1,1,1,1,0,3.862,1.896,3.301
311,train,40,-0.6198,-1.5157,0.6010,-0.0015,1.6953,-1.5000,-1.5000,0.9638,0.1475,1.4165,0,0,1,0,1,3.720,2.588,2.976
312,test,40,1.6688,0.6996,0.3996,1.2811,1.1191,0.9061,0.9810,0.2421,0.5987,0.9682,1,1,0,1,1,4.483,4.178,3.894
313,train,39,1.0701,0.0680,0.0777,0.4424,-1.4644,0.7517,0.5942,1.1854,0.5532,-1.5000,1,0,1,1,0,3.906,1.124,3.610
314,validation,31,1.6376,1.2522,1.3271,1.3650,0.4699,1.1093,1.2772,1.1163,0.4203,0.0866,1,1,1,0,0,4.065,3.333,4.000
315,train,40,-1.3092,-0.4379,0.3629,-0.3453,-1.3881,-1.5000,1.0790,1.6676,0.5766,-1.5000,0,1,1,1,0,3.307,1.934,2.655
316,test,32,-1.0410,-1.1367,0.9292,-0.3655,1.1228,-1.5000,-1.5000,1.5097,0.0662,1.0070,0,0,1,0,1,4.220,3.096,2.667
317,train,34,-0.5700,-1.1537,-0.8342,-1.2421,0.9483,-0.3450,-0.2497,-0.1261,-1.5000,1.5875,0,0,0,0,1,3.468,2.707,2.381
318,validation,40,0.1934,0.2369,-0.7897,-0.4563,-1.2497,0.5944,0.7693,0.3989,0.4067,0.4600,1,0,0,0,0,3.714,1.740,3.657
319,train,44,1.0766,1.0850,0.9651,0.8503,0.7760,0.0923,1.0537,1.1899,0.7365,0.3811,0,1,1,1,0,5.000,4.445,3.215
320,train,34,0.4564,-0.5565,0.7123,-0.7404,-0.0431,0.7561,0.5777,1.4910,-1.5000,0.4326,1,0,1,0,0,3.134,2.049,3.058
321,train,34,0.5918,1.9414,-0.2969,0.3730,0.5404,-0.0658,1.4478,0.1107,0.1060,0.4898,0,1,0,0,0,3.830,2.160,3.076
322,validation,32,0.7252,-0.2976,0.5291,-0.4727,0.3789,0.6339,0.5354,0.9284,-1.5000,1.0313,1,0,0,0,1,4.077,2.520,3.179
323,train,34,0.7562,0.1223,0.0382,-0.4335,-0.3541,0.7554,1.0881,1.1062,-1.5000,-1.5000,1,1,1,0,0,3.857,2.580,2.735
324,train,37,-1.9231,-1.2130,-1.9896,-1.7729,-1.3888,-0.2338,1.0546,0.4242,0.3571,0.9972,0,1,0,0,1,3.276,2.274,3.404
325,train,34,-0.6313,-0.3356,1.6727,-0.3259,1.6395,-1.5000,-1.5000,1.2986,-1.5000,1.3657,0,0,1,0,1,3.712,3.662,2.603
326,train,33,-0.9109,-1.2562,-0.1470,-1.3077,-0.0785,0.2941,0.0209,1.4668,0.3836,0.7492,0,0,1,0,1,2.081,2.972,3.597
327,validation,40,-1.3337,-2.0783,-0.1177,-1.4069,-0.1117,-1.5000,0.2815,1.5412,-1.5000,0.9742,0,0,1,0,1,3.104,2.656,2.835
328,train,39,-0.1722,0.3083,0.3336,-0.0360,-0.3338,0.6655,1.4084,0.8841,0.9490,0.2882,1,1,0,1,0,2.730,2.636,3.609
329,validation,37,-0.9434,-0.4003,-0.2152,-1.7593,0.3811,-0.0706,0.3150,1.2182,-1.5000,1.4908,0,0,1,0,1,2.821,3.433,3.744
330,train,34,-0.0928,-0.0871,0.0457,0.2177,-0.3480,0.2115,0.7882,1.4341,0.8207,0.6661,0,0,1,1,0,3.838,2.807,4.000
331,train,35,0.6703,1.0400,-0.3571,0.9453,-0.5713,0.7807,1.3018,-0.2014,0.5341,0.2576,1,1,0,1,0,4.810,1.926,3.027
332,train,38,-1.0759,-0.2604,0.1182,0.2332,0.3419,-1.5000,0.8071,0.9851,0.7217,1.0209,0,1,1,1,1,3.713,2.276,3.212
333,train,28,0.6517,-0.9550,-0.1924,0.8746,0.7167,0.4000,0.2595,0.7956,1.2267,0.5310,1,0,0,1,0,3.674,3.405,2.980
334,train,39,0.4361,0.4265,-0.3328,0.1757,-1.6329,1.1020,1.2194,0.4678,0.5869,-1.5000,1,1,0,1,0,3.521,1.020,3.446
335,train,40,0.0522,0.3504,-0.6185,0.1857,0.6127,0.5401,0.8217,-1.5000,0.6731,1.0287,1,1,0,1,1,4.382,2.943,3.030
336,train,38,1.3730,1.2684,1.6943,1.2361,0.8057,0.1847,0.8901,1.0441,0.5691,0.7186,0,1,1,1,1,4.399,3.482,4.000
337,train,35,1.5365,1.8237,1.2914,0.8986,1.6031,1.0746,1.1197,0.9428,-1.5000,0.9032,1,1,1,0,1,4.334,3.857,3.225
